well_id,bin_id
15099243640000,g10_1
15099243650000,g10_1
15099243660000,g10_1
15099243670000,g10_1
15099243680000,g10_1
15099243680000,g10_1
15099243700000,g10_1
15099243700000,g10_1
15099243710000,g10_1
15099243710000,g10_1
15099243740000,g10_1
15099243750000,g10_1
15099243760000,g10_1
15099243780000,g10_1
15099243790000,g10_1
15099243840000,g10_1
15099243850000,g10_1
15099243860000,g10_1
15099243880000,g10_1
15099243880000,g10_1
15099243890000,g10_1
15099243890000,g10_1
15099243920000,g10_1
15099243940000,g10_1
15099243950000,g10_1
15099243960000,g10_1
15099243970000,g10_1
15099243970000,g10_1
15099243980000,g10_1
15099244000000,g10_1
15099244100000,g10_1
15099244110000,g10_1
15099244120000,g10_1
15099244130000,g10_1
15099244140000,g10_1
15099244160000,g10_1
15099244160000,g10_1
15099244170000,g10_1
15099244180000,g10_1
15099244180000,g10_1
15099244200000,g10_1
15099244200000,g10_1
15099244210000,g10_1
15099244210000,g10_1
15099244220000,g10_1
15099244230000,g10_1
15099244230000,g10_1
15099244240000,g10_1
15099244240000,g10_1
15099244260000,g10_1
15099244260000,g10_1
15099244270000,g10_1
15099244300000,g10_1
15099244300000,g10_1
15099244310000,g10_1
15099244310000,g10_1
15099244350000,g10_1
15099244540000,g10_1
15099244550000,g10_1
15099244560000,g10_1
15099244570000,g10_1
15099244580000,g10_1
15099244590000,g10_1
15099244600000,g10_1
15099244600000,g10_1
15099244610000,g10_1
15099244610000,g10_1
15099244920000,g10_1
15099244930000,g10_1
15099244940000,g10_1
15099244960000,g10_1
15099244970000,g10_1
15099244980000,g10_1
15099244990000,g10_1
15099245000000,g10_1
15099245010000,g10_1
15099245130000,g10_1
15099245150000,g10_1
15099245370000,g10_1
15099245370000,g10_1
15099245390000,g10_1
15099245400000,g10_1
15099245400000,g10_1
15099245420000,g10_1
15099245430000,g10_1
15099245460000,g10_1
15099245470000,g10_1
15099245500000,g10_1
15099245500000,g10_1
15099245510000,g10_1
15099245570000,g10_1
15099245580000,g10_1
15099245590000,g10_1
15099245600000,g10_1
15099245740000,g10_1
15099245740000,g10_1
15099245760000,g10_1
15099245970000,g10_1
15099246000000,g10_1
15099246000000,g10_1
15099246010000,g10_1
15099246030000,g10_1
15099246030000,g10_1
15099246040000,g10_1
15099246050000,g10_1
15099246050000,g10_1
15099246060000,g10_1
15099246060000,g10_1
15099246090000,g10_1
15099246090000,g10_1
15099246100000,g10_1
15099246100000,g10_1
15099246110000,g10_1
15099246110000,g10_1
15099246120000,g10_1
15099246120000,g10_1
15099246120000,g10_1
15099246150000,g10_1
15099246150000,g10_1
15099246160000,g10_1
15099246160000,g10_1
15099246170000,g10_1
15099246170000,g10_1
15099246200000,g10_1
15099246200000,g10_1
15099246240000,g10_1
15099246240000,g10_1
15099246250000,g10_1
15099246250000,g10_1
15099246260000,g10_1
15099246260000,g10_1
15099246270000,g10_1
15099246270000,g10_1
15099246300000,g10_1
15099246300000,g10_1
15099246310000,g10_1
15099246310000,g10_1
15099246320000,g10_1
15099246320000,g10_1
15099246330000,g10_1
15099246330000,g10_1
15099246340000,g10_1
15099246340000,g10_1
15099246350000,g10_1
15099246360000,g10_1
15099246390000,g10_1
15099246390000,g10_1
15099246400000,g10_1
15099246400000,g10_1
15099246410000,g10_1
15099246410000,g10_1
15099246420000,g10_1
15099246420000,g10_1
15099246430000,g10_1
15099246430000,g10_1
15099246440000,g10_1
15099246450000,g10_1
15099246450000,g10_1
15099246460000,g10_1
15099246470000,g10_1
15099246470000,g10_1
15099246480000,g10_1
15099246480000,g10_1
15099246490000,g10_1
15099246490000,g10_1
15099246500000,g10_1
15099246500000,g10_1
15099246510000,g10_1
15099246510000,g10_1
15099246570000,g10_1
15099246570000,g10_1
15099246590000,g10_1
15099246590000,g10_1
15099246660000,g10_1
15099246660000,g10_1
15099246690000,g10_1
15099246700000,g10_1
15099246710000,g10_1
15099246720000,g10_1
15099246720000,g10_1
15099246730000,g10_1
15099246730000,g10_1
15099246890000,g10_1
15099246890000,g10_1
15099246900000,g10_1
15099247060000,g10_1
15125011230000,g10_1
15125015750001,g10_1
15125018240000,g10_1
15125019490001,g10_1
15125022270001,g10_1
15125024220001,g10_1
15125202280000,g10_1
15125202420000,g10_1
15125206540000,g10_1
15125208900000,g10_1
15125212020000,g10_1
15125217970000,g10_1
15125223500000,g10_1
15125226290000,g10_1
15125226720000,g10_1
15125228940000,g10_1
15125234030000,g10_1
15125237400000,g10_1
15125239510002,g10_1
15125249640000,g10_1
15125250150000,g10_1
15125250160000,g10_1
15125250170000,g10_1
15125267200001,g10_1
15125269310000,g10_1
15125273810001,g10_1
15125273980001,g10_1
15125276670001,g10_1
15125277670000,g10_1
15125280390000,g10_1
15125283910002,g10_1
15125285510001,g10_1
15125289550001,g10_1
15125291320000,g10_1
15125292280001,g10_1
15125292940001,g10_1
15125295530002,g10_1
15125295530002,g10_1
15125299950000,g10_1
15125300750000,g10_1
15125301050000,g10_1
15125304650000,g10_1
15125304660000,g10_1
15125305380000,g10_1
15125305400000,g10_1
15125305490000,g10_1
15125305670000,g10_1
15125305860000,g10_1
15125305870000,g10_1
15125305900000,g10_1
15125305920000,g10_1
15125305930000,g10_1
15125305990000,g10_1
15125306060000,g10_1
15125306070000,g10_1
15125306220000,g10_1
15125306410000,g10_1
15125306510000,g10_1
15125306520000,g10_1
15125306530000,g10_1
15125306540000,g10_1
15125306700000,g10_1
15125307100000,g10_1
15125307590000,g10_1
15125307710000,g10_1
15125307940000,g10_1
15125307970000,g10_1
15125307980000,g10_1
15125307980000,g10_1
15125308000000,g10_1
15125308020000,g10_1
15125308360000,g10_1
15125308640000,g10_1
15125309180000,g10_1
15125309460000,g10_1
15125309950000,g10_1
15125311200000,g10_1
15125311610000,g10_1
15125311920000,g10_1
15125311950000,g10_1
15125311980000,g10_1
15125312210000,g10_1
15125312680000,g10_1
15125312880000,g10_1
15125313170000,g10_1
15125314120000,g10_1
15125314450000,g10_1
15125314470000,g10_1
15125314550000,g10_1
15125314560000,g10_1
15125314940000,g10_1
15125314940000,g10_1
15125315440000,g10_1
15125315450000,g10_1
15125315460000,g10_1
15125315630001,g10_1
15125315630001,g10_1
15125315640001,g10_1
15125315720000,g10_1
15125315800000,g10_1
15125315860000,g10_1
15125315900000,g10_1
15125315910000,g10_1
15125315910000,g10_1
15125316180000,g10_1
15125316380000,g10_1
15125316790000,g10_1
15125317100000,g10_1
15125317350000,g10_1
15125317520000,g10_1
15125317530000,g10_1
15125317550000,g10_1
15125317570000,g10_1
15125317620000,g10_1
15125317770000,g10_1
15125317910000,g10_1
15125317910000,g10_1
15125317940000,g10_1
15125317940000,g10_1
15125317960000,g10_1
15125317970000,g10_1
15125318090000,g10_1
15125318140000,g10_1
15125318610000,g10_1
15125318610000,g10_1
15125318730000,g10_1
15125318750000,g10_1
15125318750000,g10_1
15125318760000,g10_1
15125318770000,g10_1
15125318780000,g10_1
15125318780000,g10_1
15125318790000,g10_1
15125318810000,g10_1
15125318840000,g10_1
15125318870000,g10_1
15125318870000,g10_1
15125319090000,g10_1
15125319190000,g10_1
15125319190000,g10_1
15125319440000,g10_1
15125319490000,g10_1
15125319580000,g10_1
15125319730000,g10_1
15125319740000,g10_1
15125319750000,g10_1
15125319760000,g10_1
15125319770000,g10_1
15125319780000,g10_1
15125319800000,g10_1
15125319810000,g10_1
15125319810000,g10_1
15125319820000,g10_1
15125319840000,g10_1
15125319900000,g10_1
15125319960000,g10_1
15125319960000,g10_1
15125319970000,g10_1
15125319980000,g10_1
15125319980000,g10_1
15125319990000,g10_1
15125319990000,g10_1
15125320000000,g10_1
15125320010000,g10_1
15125320010000,g10_1
15125320030000,g10_1
15125320030000,g10_1
15125320050000,g10_1
15125320050000,g10_1
15125320060000,g10_1
15125320080000,g10_1
15125320080000,g10_1
15125320090000,g10_1
15125320100000,g10_1
15125320140000,g10_1
15125320150000,g10_1
15125320160000,g10_1
15125320160000,g10_1
15125320170000,g10_1
15125320170000,g10_1
15125320180000,g10_1
15125320180000,g10_1
15125320190000,g10_1
15125320190000,g10_1
15125320210000,g10_1
15125320210000,g10_1
15125320220000,g10_1
15125320220000,g10_1
15125320230000,g10_1
15125320230000,g10_1
15125320240000,g10_1
15125320250000,g10_1
15125320250000,g10_1
15125320260000,g10_1
15125320270000,g10_1
15125320280000,g10_1
15125320300000,g10_1
15125320320000,g10_1
15125320340000,g10_1
15125320340000,g10_1
15125320480000,g10_1
15125320500000,g10_1
15125320510000,g10_1
15125320510000,g10_1
15125320530000,g10_1
15125320550000,g10_1
15125320550000,g10_1
15125320560000,g10_1
15125320560000,g10_1
15125320570000,g10_1
15125320580000,g10_1
15125320580000,g10_1
15125320600000,g10_1
15125320610000,g10_1
15125320620000,g10_1
15125320630000,g10_1
15125320640000,g10_1
15125320650000,g10_1
15125320660000,g10_1
15125320670000,g10_1
15125320700000,g10_1
15125320710000,g10_1
15125320710000,g10_1
15125320740000,g10_1
15125320750000,g10_1
15125320830000,g10_1
15125320870000,g10_1
15125320870000,g10_1
15125320870000,g10_1
15125320880000,g10_1
15125320880000,g10_1
15125320890000,g10_1
15125320890000,g10_1
15125320900000,g10_1
15125320900000,g10_1
15125320970000,g10_1
15125320970000,g10_1
15125320980000,g10_1
15125320990000,g10_1
15125320990000,g10_1
15125321000000,g10_1
15125321000000,g10_1
15125321010000,g10_1
15125321020000,g10_1
15125321020000,g10_1
15125321030000,g10_1
15125321030000,g10_1
15125321040000,g10_1
15125321040000,g10_1
15125321050000,g10_1
15125321050000,g10_1
15125321060000,g10_1
15125321060000,g10_1
15125321070000,g10_1
15125321100000,g10_1
15125321100000,g10_1
15125321120000,g10_1
15125321130000,g10_1
15125321130000,g10_1
15125321140000,g10_1
15125321190000,g10_1
15125321200000,g10_1
15125321200000,g10_1
15125321210000,g10_1
15125321210000,g10_1
15125321220000,g10_1
15125321220000,g10_1
15125321230000,g10_1
15125321230000,g10_1
15125321240000,g10_1
15125321240000,g10_1
15125321250000,g10_1
15125321270000,g10_1
15125321270000,g10_1
15125321280000,g10_1
15125321280000,g10_1
15125321290000,g10_1
15125321300000,g10_1
15125321300000,g10_1
15125321310000,g10_1
15125321320000,g10_1
15125321320000,g10_1
15125321350000,g10_1
15125321350000,g10_1
15125321380000,g10_1
15125321380000,g10_1
15125321390000,g10_1
15125321390000,g10_1
15125321400000,g10_1
15125321410000,g10_1
15125321410000,g10_1
15125321430000,g10_1
15125321430000,g10_1
15125321470000,g10_1
15125321520000,g10_1
15125321520000,g10_1
15125321540000,g10_1
15125321550000,g10_1
15125321550000,g10_1
15125321560000,g10_1
15125321570000,g10_1
15125321580000,g10_1
15125321610000,g10_1
15125321610000,g10_1
15125321620000,g10_1
15125321620000,g10_1
15125321630000,g10_1
15125321630000,g10_1
15125321650000,g10_1
15125321660000,g10_1
15125321700000,g10_1
15125321740000,g10_1
15125321740000,g10_1
15125321750000,g10_1
15125321760000,g10_1
15125321810000,g10_1
15125321820000,g10_1
15125321840000,g10_1
15125321860000,g10_1
15125321860000,g10_1
15125321870000,g10_1
15125321880000,g10_1
15125321900000,g10_1
15125321910000,g10_1
15125321920000,g10_1
15125322010000,g10_1
15125322030000,g10_1
15125322040000,g10_1
15125322050000,g10_1
15125322070000,g10_1
15125322080000,g10_1
15125322120000,g10_1
15125322130000,g10_1
15125322310000,g10_1
15125322320000,g10_1
15125322330000,g10_1
15125322340000,g10_1
15125322340000,g10_1
15125322370000,g10_1
15125322380000,g10_1
15125322400000,g10_1
15125322430000,g10_1
15125322440000,g10_1
15125322450000,g10_1
15125322460000,g10_1
15125322480000,g10_1
15125322480000,g10_1
15125322490000,g10_1
15125322510000,g10_1
15125322540000,g10_1
15125322580000,g10_1
15125322580000,g10_1
15125322590000,g10_1
15125322600000,g10_1
15125322610000,g10_1
15125322620000,g10_1
15125322650000,g10_1
15125322670000,g10_1
15125322700000,g10_1
15125322720000,g10_1
15125322750000,g10_1
15125322780000,g10_1
15125322870000,g10_1
15125322880000,g10_1
15125322890000,g10_1
15125322920000,g10_1
15125322950000,g10_1
15125322960000,g10_1
15125322970000,g10_1
15125322990000,g10_1
15125323010000,g10_1
15125323020000,g10_1
15125323140000,g10_1
15125323250000,g10_1
15125323350000,g10_1
15125323360000,g10_1
15125323440000,g10_1
15125323450000,g10_1
15125323450000,g10_1
15125323460000,g10_1
15125323470000,g10_1
15125323480000,g10_1
15125323520000,g10_1
15125323530000,g10_1
15125323540000,g10_1
15125323580000,g10_1
15125323580000,g10_1
15125323590000,g10_1
15125323590000,g10_1
15125323600000,g10_1
15125323600000,g10_1
15125323620000,g10_1
15125323620000,g10_1
15125323650000,g10_1
15125323650000,g10_1
15125323650000,g10_1
15125323650000,g10_1
15125323660000,g10_1
15125323660000,g10_1
15125323710000,g10_1
15125323710000,g10_1
15125323720000,g10_1
15125323780000,g10_1
15125323790000,g10_1
15125323790000,g10_1
15125323820000,g10_1
15125323850000,g10_1
15125323880000,g10_1
15125323890000,g10_1
15125323900000,g10_1
15125323920000,g10_1
15125323930000,g10_1
15125323940000,g10_1
15125323940000,g10_1
15125323950000,g10_1
15125323950000,g10_1
15125323960000,g10_1
15125323970000,g10_1
15125323990000,g10_1
15125323990000,g10_1
15125324000000,g10_1
15125324020000,g10_1
15125324020000,g10_1
15125324100000,g10_1
15125324100000,g10_1
15125324110000,g10_1
15125324110000,g10_1
15125324120000,g10_1
15125324120000,g10_1
15125324130000,g10_1
15125324130000,g10_1
15125324160000,g10_1
15125324160000,g10_1
15125324240000,g10_1
15125324250000,g10_1
15125324260000,g10_1
15125324340000,g10_1
15125324340000,g10_1
15125324350000,g10_1
15125324360000,g10_1
15125324370000,g10_1
15125324430000,g10_1
15125324440000,g10_1
15125324450000,g10_1
15125324460000,g10_1
15125324460000,g10_1
15125324530000,g10_1
15125324570000,g10_1
15125324570000,g10_1
15125324590000,g10_1
15125324590000,g10_1
15125324610000,g10_1
15125324620000,g10_1
15125324620000,g10_1
15125324850000,g10_1
15125324870000,g10_1
15125325020000,g10_1
15125325020000,g10_1
15125325020000,g10_1
15125325020000,g10_1
15133213300000,g10_1
15133258360000,g10_1
15133258970000,g10_1
15133259470000,g10_1
15133259490000,g10_1
15133259500000,g10_1
15133259610000,g10_1
15133259630000,g10_1
15133259650000,g10_1
15133259830000,g10_1
15133259860000,g10_1
15133259900000,g10_1
15133260120000,g10_1
15133260120000,g10_1
15133260140000,g10_1
15133260180000,g10_1
15133260190000,g10_1
15133260390000,g10_1
15133260550000,g10_1
15133260560000,g10_1
15133260570000,g10_1
15133260620000,g10_1
15133260630000,g10_1
15133260640000,g10_1
15133260710000,g10_1
15133260730000,g10_1
15133260740000,g10_1
15133260810000,g10_1
15133260820000,g10_1
15133260830000,g10_1
15133260860000,g10_1
15133260890000,g10_1
15133260900000,g10_1
15133260910000,g10_1
15133260930000,g10_1
15133260940000,g10_1
15133260950000,g10_1
15133260960000,g10_1
15133260970000,g10_1
15133260980000,g10_1
15133260990000,g10_1
15133261000000,g10_1
15133261010000,g10_1
15133261020000,g10_1
