rep_id,cell_id,url,las_path,status,thickness,expected_thickness,z_top,z_base,placed_z_top,placed_z_base,short_flag,missing_top_flag,missing_base_flag,condensed_flag,match_j_start,match_j_end,match_s_start,match_s_end,match_span,warp_ratio,dtw_cost_per_step,error
249,g1_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044772835.las,data/las/1044772835.las,ok,4864.0,4021.0,1590.0,6454.0,1590.0,6454.0,False,False,False,False,0,255,0.0,1.0,,,nan,
250,g1_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051325649.las,data/las/1051325649.las,ok,3547.5,4021.0,1510.0,5057.5,1510.0,5057.5,False,False,False,False,0,255,0.0,1.0,,,nan,
251,g1_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S40W/1008458894.las,data/las/1008458894.las,ok,3266.0,4021.0,2424.0,5690.0,2424.0,5690.0,False,False,False,False,0,255,0.0,1.0,,,nan,
252,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052103770.las,data/las/1052103770.las,ok,4120.0,3903.0,1502.0,5622.0,1502.0,5622.0,False,False,False,False,0,255,0.0,1.0,,,nan,
253,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053436538.las,data/las/1053436538.las,ok,5621.0,3903.0,0.0,5621.0,0.0,5621.0,False,False,False,False,0,255,0.0,1.0,,,nan,
254,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053436549.las,data/las/1053436549.las,ok,5568.5,3903.0,0.0,5568.5,0.0,5568.5,False,False,False,False,0,255,0.0,1.0,,,nan,
255,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051582070.las,data/las/1051582070.las,ok,5456.5,3903.0,0.0,5456.5,0.0,5456.5,False,False,False,False,0,255,0.0,1.0,,,nan,
256,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044817451.las,data/las/1044817451.las,ok,5656.5,3903.0,0.0,5656.5,0.0,5656.5,False,False,False,False,0,255,0.0,1.0,,,nan,
257,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046790493.las,data/las/1046790493.las,ok,5710.5,3903.0,0.0,5710.5,0.0,5710.5,False,False,False,False,0,255,0.0,1.0,,,nan,
258,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046922496.las,data/las/1046922496.las,ok,5582.5,3903.0,0.0,5582.5,0.0,5582.5,False,False,False,False,0,255,0.0,1.0,,,nan,
259,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044101561.las,data/las/1044101561.las,ok,5680.0,3903.0,0.0,5680.0,0.0,5680.0,False,False,False,False,0,255,0.0,1.0,,,nan,
260,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377614.las,data/las/1053377614.las,ok,2990.0,3903.0,2.5,2992.5,2.5,2992.5,False,False,False,False,0,255,0.0,1.0,,,nan,
261,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29_41W/1003578123.las,data/las/1003578123.las,ok,4218.0,3903.0,1647.0,5865.0,1647.0,5865.0,False,False,False,False,0,255,0.0,1.0,,,nan,
262,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044222890.las,data/las/1044222890.las,ok,4141.5,3903.0,1710.0,5851.5,1710.0,5851.5,False,False,False,False,0,255,0.0,1.0,,,nan,
263,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044243538.las,data/las/1044243538.las,ok,4163.5,3903.0,1700.0,5863.5,1700.0,5863.5,False,False,False,False,0,255,0.0,1.0,,,nan,
264,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044207928.las,data/las/1044207928.las,ok,4113.0,3903.0,1750.0,5863.0,1750.0,5863.0,False,False,False,False,0,255,0.0,1.0,,,nan,
265,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044638368.las,data/las/1044638368.las,ok,4393.0,3903.0,1610.0,6003.0,1610.0,6003.0,False,False,False,False,0,255,0.0,1.0,,,nan,
266,g1_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S41W/1006347032.las,data/las/1006347032.las,ok,1209.0,3903.0,4396.0,5605.0,3998.0470588235294,8696.788235294118,True,True,True,False,26,53,0.10196078431372549,0.20784313725490197,0.10588235294117647,0.35443037974683544,0.6206493730921577,
267,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045113292.las,data/las/1045113292.las,ok,3455.5,4002.75,1760.0,5215.5,1760.0,5215.5,False,False,False,False,0,255,0.0,1.0,,,nan,
268,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378017.las,data/las/1053378017.las,ok,2675.5,4002.75,0.0,2675.5,0.0,2675.5,False,False,False,False,0,255,0.0,1.0,,,nan,
269,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377966.las,data/las/1053377966.las,ok,2679.0,4002.75,0.0,2679.0,0.0,2679.0,False,False,False,False,0,255,0.0,1.0,,,nan,
270,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S38W/1042195358.las,data/las/1042195358.las,ok,3265.0,4002.75,1690.0,4955.0,1690.0,4955.0,False,False,False,False,0,255,0.0,1.0,,,nan,
271,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/24S38W/1029276138.las,data/las/1029276138.las,ok,530.0,4002.75,2450.0,2980.0,2450.0,6606.020588235295,True,False,True,False,9,24,0.03529411764705882,0.09411764705882353,0.058823529411764705,0.3333333333333333,0.6842372954654338,
272,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378500.las,data/las/1053378500.las,ok,2550.0,4002.75,245.0,2795.0,-508.4588235294118,4898.405882352941,True,True,True,False,48,121,0.18823529411764706,0.4745098039215686,0.28627450980392155,0.4539877300613497,0.6223699757691614,
273,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S38W/1044141063.las,data/las/1044141063.las,ok,5192.0,4002.75,130.0,5322.0,130.0,5322.0,False,False,False,False,0,255,0.0,1.0,,,nan,
274,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/24S36W/1029276140.las,data/las/1029276140.las,ok,570.0,4002.75,2400.0,2970.0,1662.2382352941177,5905.35,True,True,True,False,47,68,0.1843137254901961,0.26666666666666666,0.08235294117647059,0.4583333333333333,0.6455102788144004,
275,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S38W/1029276126.las,data/las/1029276126.las,ok,700.0,4002.75,2500.0,3200.0,2091.8764705882354,6496.382352941177,True,True,True,False,26,45,0.10196078431372549,0.17647058823529413,0.07450980392156863,0.4166666666666667,0.6679843921368883,
276,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S40W/1006347437.las,data/las/1006347437.las,ok,700.0,4002.75,2152.0,2852.0,2152.0,6619.294117647059,True,False,True,False,0,15,0.0,0.058823529411764705,0.058823529411764705,0.3333333333333333,0.6506591685316517,
277,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S41W/1006347441.las,data/las/1006347441.las,ok,730.0,4002.75,2250.0,2980.0,1449.4499999999998,5915.35,True,True,True,False,51,68,0.2,0.26666666666666666,0.06666666666666667,0.375,0.6483912146907367,
278,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S37W/1037028822.las,data/las/1037028822.las,ok,250.0,4002.75,4660.0,4910.0,1661.8617647058823,5537.882352941177,True,True,True,False,191,215,0.7490196078431373,0.8431372549019608,0.09411764705882353,0.5208333333333334,0.635798250140928,
279,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S41W/1006347438.las,data/las/1006347438.las,ok,796.0,4002.75,2052.0,2848.0,1408.420588235294,5893.229411764705,True,True,True,False,41,61,0.1607843137254902,0.23921568627450981,0.0784313725490196,0.4117647058823529,0.6634593008545082,
280,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S42W/1006347442.las,data/las/1006347442.las,ok,726.0,4002.75,2128.0,2854.0,-571.8941176470589,4062.673529411765,True,True,True,False,172,178,0.6745098039215687,0.6980392156862745,0.023529411764705882,0.14583333333333334,0.6695182373934627,
281,g1_3,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/23S37W/1037028817.las,data/las/1037028817.las,ok,250.0,4002.75,4660.0,4910.0,1536.285294117647,5537.882352941177,True,True,True,False,199,215,0.7803921568627451,0.8431372549019608,0.06274509803921569,0.3541666666666667,0.6307107472555599,
282,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054311062.las,data/las/1054311062.las,ok,5226.0,4620.0,0.0,5226.0,0.0,5226.0,False,False,False,False,0,255,0.0,1.0,,,nan,
283,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054310901.las,data/las/1054310901.las,ok,5226.0,4620.0,0.0,5226.0,0.0,5226.0,False,False,False,False,0,255,0.0,1.0,,,nan,
284,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044956263.las,data/las/1044956263.las,ok,5203.5,4620.0,0.0,5203.5,0.0,5203.5,False,False,False,False,0,255,0.0,1.0,,,nan,
285,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046102533.las,data/las/1046102533.las,ok,5214.0,4620.0,0.0,5214.0,0.0,5214.0,False,False,False,False,0,255,0.0,1.0,,,nan,
286,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646756.las,data/las/1051646756.las,ok,4986.5,4620.0,0.0,4986.5,0.0,4986.5,False,False,False,False,0,255,0.0,1.0,,,nan,
287,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054692917.las,data/las/1054692917.las,ok,5252.0,4620.0,0.0,5252.0,0.0,5252.0,False,False,False,False,0,255,0.0,1.0,,,nan,
288,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054692964.las,data/las/1054692964.las,ok,5252.0,4620.0,0.0,5252.0,0.0,5252.0,False,False,False,False,0,255,0.0,1.0,,,nan,
289,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051326051.las,data/las/1051326051.las,ok,5007.0,4620.0,0.0,5007.0,0.0,5007.0,False,False,False,False,0,255,0.0,1.0,,,nan,
290,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054310892.las,data/las/1054310892.las,ok,5248.0,4620.0,0.0,5248.0,0.0,5248.0,False,False,False,False,0,255,0.0,1.0,,,nan,
291,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661476.las,data/las/1051661476.las,ok,5407.0,4620.0,0.0,5407.0,0.0,5407.0,False,False,False,False,0,255,0.0,1.0,,,nan,
292,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1046943526.las,data/las/1046943526.las,ok,5051.5,4620.0,0.0,5051.5,0.0,5051.5,False,False,False,False,0,255,0.0,1.0,,,nan,
293,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051725817.las,data/las/1051725817.las,ok,5008.5,4620.0,0.0,5008.5,0.0,5008.5,False,False,False,False,0,255,0.0,1.0,,,nan,
294,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046817051.las,data/las/1046817051.las,ok,5105.5,4620.0,0.0,5105.5,0.0,5105.5,False,False,False,False,0,255,0.0,1.0,,,nan,
295,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/18S42W/1036556140.las,data/las/1036556140.las,ok,3200.0,4620.0,2600.0,5800.0,2600.0,5800.0,False,False,False,False,0,255,0.0,1.0,,,nan,
296,g1_4,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052086524.las,data/las/1052086524.las,ok,4857.0,4620.0,245.0,5102.0,245.0,5102.0,False,False,False,False,0,255,0.0,1.0,,,nan,
297,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045662898.las,data/las/1045662898.las,ok,5228.0,4616.5,0.0,5228.0,0.0,5228.0,False,False,False,False,0,255,0.0,1.0,,,nan,
298,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/11S41W/1044081074.las,data/las/1044081074.las,ok,253.0,4616.5,1000.0,1253.0,1000.0,5688.4607843137255,True,False,True,False,0,10,0.0,0.0392156862745098,0.0392156862745098,0.22916666666666666,0.6224261504945169,
299,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/11S41W/1044081073.las,data/las/1044081073.las,ok,1024.0,4616.5,230.0,1254.0,-1055.3784313725491,4494.601960784314,True,True,True,False,71,76,0.2784313725490196,0.2980392156862745,0.0196078431372549,0.10526315789473684,0.5885233000328448,
300,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044741229.las,data/las/1044741229.las,ok,4489.5,4616.5,466.0,4955.5,466.0,4955.5,False,False,False,False,0,255,0.0,1.0,,,nan,
301,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044741278.las,data/las/1044741278.las,ok,4462.5,4616.5,450.0,4912.5,450.0,4912.5,False,False,False,False,0,255,0.0,1.0,,,nan,
302,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127427.las,data/las/1052127427.las,ok,5037.5,4616.5,2.5,5040.0,2.5,5040.0,False,False,False,False,0,255,0.0,1.0,,,nan,
303,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050385448.las,data/las/1050385448.las,ok,4720.0,4616.5,295.0,5015.0,295.0,5015.0,False,False,False,False,0,255,0.0,1.0,,,nan,
304,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052404917.las,data/las/1052404917.las,ok,4530.0,4616.5,200.0,4730.0,200.0,4730.0,False,False,False,False,0,255,0.0,1.0,,,nan,
305,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646684.las,data/las/1051646684.las,ok,4530.0,4616.5,295.0,4825.0,295.0,4825.0,False,False,False,False,0,255,0.0,1.0,,,nan,
306,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646824.las,data/las/1051646824.las,ok,4530.0,4616.5,295.0,4825.0,295.0,4825.0,False,False,False,False,0,255,0.0,1.0,,,nan,
307,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127277.las,data/las/1052127277.las,ok,4790.0,4616.5,345.0,5135.0,345.0,5135.0,False,False,False,False,0,255,0.0,1.0,,,nan,
308,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051972592.las,data/las/1051972592.las,ok,4710.0,4616.5,295.0,5005.0,295.0,5005.0,False,False,False,False,0,255,0.0,1.0,,,nan,
309,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127271.las,data/las/1052127271.las,ok,4670.0,4616.5,345.0,5015.0,345.0,5015.0,False,False,False,False,0,255,0.0,1.0,,,nan,
310,g1_5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127374.las,data/las/1052127374.las,ok,4790.0,4616.5,345.0,5135.0,345.0,5135.0,False,False,False,False,0,255,0.0,1.0,,,nan,
311,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046531054.las,data/las/1046531054.las,ok,2404.5,4640.5,3250.0,5654.5,2085.325490196078,8438.8,True,True,True,False,64,102,0.25098039215686274,0.4,0.14901960784313725,0.2932330827067669,0.6441484191494843,
312,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052598757.las,data/las/1052598757.las,ok,5254.0,4640.5,-2.0,5252.0,-2.0,5252.0,False,False,False,False,0,255,0.0,1.0,,,nan,
313,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055282614.las,data/las/1055282614.las,ok,5168.0,4640.5,-3.0,5165.0,-3.0,5165.0,False,False,False,False,0,255,0.0,1.0,,,nan,
314,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051851127.las,data/las/1051851127.las,ok,5058.0,4640.5,-5.0,5053.0,-5.0,5053.0,False,False,False,False,0,255,0.0,1.0,,,nan,
315,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051704872.las,data/las/1051704872.las,ok,5110.0,4640.5,-5.0,5105.0,-5.0,5105.0,False,False,False,False,0,255,0.0,1.0,,,nan,
316,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052037118.las,data/las/1052037118.las,ok,4920.0,4640.5,-5.0,4915.0,-5.0,4915.0,False,False,False,False,0,255,0.0,1.0,,,nan,
317,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052961584.las,data/las/1052961584.las,ok,5158.0,4640.5,345.0,5503.0,345.0,5503.0,False,False,False,False,0,255,0.0,1.0,,,nan,
318,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661275.las,data/las/1051661275.las,ok,4736.0,4640.5,295.0,5031.0,295.0,5031.0,False,False,False,False,0,255,0.0,1.0,,,nan,
319,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052598781.las,data/las/1052598781.las,ok,5105.0,4640.5,0.0,5105.0,0.0,5105.0,False,False,False,False,0,255,0.0,1.0,,,nan,
320,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052451614.las,data/las/1052451614.las,ok,4905.0,4640.5,0.0,4905.0,0.0,4905.0,False,False,False,False,0,255,0.0,1.0,,,nan,
321,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052310169.las,data/las/1052310169.las,ok,4955.0,4640.5,0.0,4955.0,0.0,4955.0,False,False,False,False,0,255,0.0,1.0,,,nan,
322,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052631266.las,data/las/1052631266.las,ok,5110.0,4640.5,-5.0,5105.0,-5.0,5105.0,False,False,False,False,0,255,0.0,1.0,,,nan,
323,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674657.las,data/las/1051674657.las,ok,5110.0,4640.5,-5.0,5105.0,-5.0,5105.0,False,False,False,False,0,255,0.0,1.0,,,nan,
324,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053376101.las,data/las/1053376101.las,ok,5108.0,4640.5,-3.0,5105.0,-3.0,5105.0,False,False,False,False,0,255,0.0,1.0,,,nan,
325,g1_6,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045662437.las,data/las/1045662437.las,ok,5037.0,4640.5,0.0,5037.0,0.0,5037.0,False,False,False,False,0,255,0.0,1.0,,,nan,
326,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053580074.las,data/las/1053580074.las,ok,5157.5,4660.0,0.0,5157.5,0.0,5157.5,False,False,False,False,0,255,0.0,1.0,,,nan,
327,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051582092.las,data/las/1051582092.las,ok,5393.5,4660.0,0.0,5393.5,0.0,5393.5,False,False,False,False,0,255,0.0,1.0,,,nan,
328,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054311000.las,data/las/1054311000.las,ok,4813.0,4660.0,-3.0,4810.0,-3.0,4810.0,False,False,False,False,0,255,0.0,1.0,,,nan,
329,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052060688.las,data/las/1052060688.las,ok,4710.0,4660.0,-5.0,4705.0,-5.0,4705.0,False,False,False,False,0,255,0.0,1.0,,,nan,
330,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046531059.las,data/las/1046531059.las,ok,4828.5,4660.0,-2.0,4826.5,-2.0,4826.5,False,False,False,False,0,255,0.0,1.0,,,nan,
331,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046502045.las,data/las/1046502045.las,ok,4817.5,4660.0,-2.0,4815.5,-2.0,4815.5,False,False,False,False,0,255,0.0,1.0,,,nan,
332,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052170009.las,data/las/1052170009.las,ok,4778.0,4660.0,-3.0,4775.0,-3.0,4775.0,False,False,False,False,0,255,0.0,1.0,,,nan,
333,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055738083.las,data/las/1055738083.las,ok,4758.0,4660.0,-3.0,4755.0,-3.0,4755.0,False,False,False,False,0,255,0.0,1.0,,,nan,
334,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056599203.las,data/las/1056599203.las,ok,4944.0,4660.0,-3.0,4941.0,-3.0,4941.0,False,False,False,False,0,255,0.0,1.0,,,nan,
335,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045019428.las,data/las/1045019428.las,ok,4734.5,4660.0,-2.0,4732.5,-2.0,4732.5,False,False,False,False,0,255,0.0,1.0,,,nan,
336,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044956692.las,data/las/1044956692.las,ok,4967.5,4660.0,-2.0,4965.5,-2.0,4965.5,False,False,False,False,0,255,0.0,1.0,,,nan,
337,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045086674.las,data/las/1045086674.las,ok,4657.5,4660.0,-2.0,4655.5,-2.0,4655.5,False,False,False,False,0,255,0.0,1.0,,,nan,
338,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044839019.las,data/las/1044839019.las,ok,4844.5,4660.0,-4.0,4840.5,-4.0,4840.5,False,False,False,False,0,255,0.0,1.0,,,nan,
339,g1_7,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045027646.las,data/las/1045027646.las,ok,4689.5,4660.0,-4.0,4685.5,-4.0,4685.5,False,False,False,False,0,255,0.0,1.0,,,nan,
340,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044655469.las,data/las/1044655469.las,ok,4036.5,4014.0,1700.0,5736.5,1700.0,5736.5,False,False,False,False,0,255,0.0,1.0,,,nan,
341,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045386972.las,data/las/1045386972.las,ok,4010.5,4014.0,1790.0,5800.5,1790.0,5800.5,False,False,False,False,0,255,0.0,1.0,,,nan,
342,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044924952.las,data/las/1044924952.las,ok,5105.0,4014.0,1725.0,6830.0,1725.0,6830.0,False,False,False,False,0,255,0.0,1.0,,,nan,
343,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/30S33W/1001178926.las,data/las/1001178926.las,ok,5522.5,4014.0,103.5,5626.0,103.5,5626.0,False,False,False,False,0,255,0.0,1.0,,,nan,
344,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045113676.las,data/las/1045113676.las,ok,5342.0,4014.0,1455.0,6797.0,1455.0,6797.0,False,False,False,False,0,255,0.0,1.0,,,nan,
345,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044596546.las,data/las/1044596546.las,ok,4223.0,4014.0,1660.0,5883.0,1660.0,5883.0,False,False,False,False,0,255,0.0,1.0,,,nan,
346,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044683025.las,data/las/1044683025.las,ok,4515.0,4014.0,1690.0,6205.0,1690.0,6205.0,False,False,False,False,0,255,0.0,1.0,,,nan,
347,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055073616.las,data/las/1055073616.las,ok,4030.0,4014.0,1695.0,5725.0,1695.0,5725.0,False,False,False,False,0,255,0.0,1.0,,,nan,
348,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2010/1043562556.las,data/las/1043562556.las,ok,6119.0,4014.0,0.0,6119.0,0.0,6119.0,False,False,False,False,0,255,0.0,1.0,,,nan,
349,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/31S33W/1001178923.las,data/las/1001178923.las,ok,3900.5,4014.0,1786.5,5687.0,1786.5,5687.0,False,False,False,False,0,255,0.0,1.0,,,nan,
350,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046473079.las,data/las/1046473079.las,ok,4806.5,4014.0,1695.0,6501.5,1695.0,6501.5,False,False,False,False,0,255,0.0,1.0,,,nan,
351,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046506146.las,data/las/1046506146.las,ok,4810.5,4014.0,1695.0,6505.5,1695.0,6505.5,False,False,False,False,0,255,0.0,1.0,,,nan,
352,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1055936369.las,data/las/1055936369.las,ok,6620.0,4014.0,88.0,6708.0,88.0,6708.0,False,False,False,False,0,255,0.0,1.0,,,nan,
353,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046922694.las,data/las/1046922694.las,ok,4418.0,4014.0,1695.0,6113.0,1695.0,6113.0,False,False,False,False,0,255,0.0,1.0,,,nan,
354,g2_1,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/35S33W/1042553286.las,data/las/1042553286.las,ok,9008.0,4014.0,48.0,9056.0,48.0,9056.0,False,False,False,False,0,255,0.0,1.0,,,nan,
355,g2_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055044394.las,data/las/1055044394.las,ok,3884.5,4026.0,1765.0,5649.5,1765.0,5649.5,False,False,False,False,0,255,0.0,1.0,,,nan,
356,g2_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046088936.las,data/las/1046088936.las,ok,3588.0,4026.0,1930.0,5518.0,1930.0,5518.0,False,False,False,False,0,255,0.0,1.0,,,nan,
357,g2_2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052001690.las,data/las/1052001690.las,ok,1867.0,4026.0,3400.0,5267.0,1836.964705882353,6940.552941176471,True,True,True,False,99,149,0.38823529411764707,0.5843137254901961,0.19607843137254902,0.42857142857142855,0.6197249926736932,
