rep_id,cell_id,cell_tag,score,url,kgs_id,api,api_num_nodash,operator,lease,lat,lon,las_path,picked_gr,picked_por,picked_den,picked_neu,picked_pe,picked_dt
788,g6_5,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/10S10W/1043804616.las,1006089497,15-105-20009,15105200090000,"TERRA RESOURCES, INC.",OETTING 1,39.16329280,-98.40278460,data/las/1043804616.las,GR,DPHI,,NPHI,,DT
789,g6_5,,16.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045078928.las,1044254139,15-141-20461,15141204610000,"Russell Oil, Inc.",Brown 'A' 1-5,39.20701040,-98.68169800,data/las/1045078928.las,GR,DPOR,RHOB,,,
790,g6_6,,16.050,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S10W/1044253655.las,1006077319,15-089-20003,15089200030000,Coastal Oil and Gas Corp.,Schmitt 1-30,39.58385870,-98.50230060,data/las/1044253655.las,GR,DPHI,,NPHI,,
791,g6_6,,10.040,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/02S12W/1043804321.las,1006148148,15-183-20014,15183200140000,CENTER PETROLEUM INC.,OVERMILLER 1,39.87473370,-98.70320010,data/las/1043804321.las,GR,,,,,
792,g6_6,,10.030,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S10W/1044913837.las,1006077319,15-089-20003,15089200030000,Coastal Oil and Gas Corp.,Schmitt 1-30,39.58385870,-98.50230060,data/las/1044913837.las,GR,,,,,
793,g7_1,,24.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055123648.las,1052434390,15-191-22847,15191228470000,McCoy Petroleum Corporation,CARROLL 'A' 1-6,37.20721480,-97.35573140,data/las/1055123648.las,GR,DPOR,RHOB,CNPOR,PE,DT
794,g7_1,,24.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050385516.las,1046424181,15-191-22789,15191227890000,"B5 Operating, LLC",SIMONS BROS. UNIT 4,37.19724560,-97.63625550,data/las/1050385516.las,GR,DPOR,RHOC,NPOR,PE,DT
795,g7_1,,23.390,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044638996.las,1043234355,15-191-22590,15191225900000,BEREXCO LLC,WELLINGTON KGS 1-28,37.31948330,-97.43337800,data/las/1044638996.las,GR,DPHI,RHOB,NPHI,PE,
796,g7_1,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1047026685.las,1046118373,15-191-22783,15191227830000,Destiny Petroleum LLC,JAYHAWK 3203 SWD 1-32,37.22233600,-97.66603450,data/las/1047026685.las,GR,DPHI,RHOB,NPHI,PE,
797,g7_1,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046076477.las,1044799613,15-191-22725-0100,15191227250100,Source Energy MidCon LLC,Schmidt 33-42-28-41H,37.31245610,-97.31329770,data/las/1046076477.las,GR,DPHI,RHOB,NPHI,PE,
798,g7_1,,23.110,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046123361.las,1046070164,15-191-22776,15191227760000,"B5 Operating, LLC",Simons Bros. Unit 2,37.19239780,-97.63450790,data/las/1046123361.las,GR,DPOR,RHOC,NPOR,PE,
799,g7_1,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046846103.las,1046086554,15-077-22168,15077221680000,K3 Oil & Gas Operating Company,JELINEK 5-11,37.10405090,-97.83464440,data/las/1046846103.las,GR,DPOR,RHOB,CNPOR,,DT
800,g7_1,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054692861.las,1052103521,15-191-22838,15191228380000,"B5 Operating, LLC",BEAMS 1-20,37.42189140,-97.34024210,data/las/1054692861.las,GR,DPOR,RHOB,CNPOR,,
801,g7_1,,20.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046110539.las,1044935877,15-191-22763,15191227630000,Charles N. Griffin,Madi B 1,37.31511760,-97.51052590,data/las/1046110539.las,GR,DPOR,RHOC,NPOR,,
802,g7_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/35S01W/1044077548.las,1018923983,15-191-22352,15191223520000,"HRF EXPLORATION & PROD. , INC",Groucho 1,37.01251000,-97.43733000,data/las/1044077548.las,GR,DPHI,,NPHI,PE,DT
803,g7_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/31S02W/1043017946.las,1006163521,15-191-22129,15191221290000,"Viking Resources, Inc.",Cook 1,37.34411230,-97.51002150,data/las/1043017946.las,GR,DPHI,,NPHI,PE,DT
804,g7_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S01E/1043804224.las,1006162885,15-191-21796,15191217960000,ASSOCIATED PETROLEUM CONSULTANTS,THORPE 1,37.13940680,-97.35446900,data/las/1043804224.las,GR,DPHI,,NPHI,PE,DT
805,g7_1,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S02W/1043694748.las,1036127091,15-191-22490,15191224900000,"Hewitt Energy Group, Inc.",HEG Whitten 2-12,37.19424390,-97.48504050,data/las/1043694748.las,GR,DPHI,,NPHI,PE,
806,g7_1,,17.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044189687.las,1042763672,15-191-22583,15191225830000,Kaiser-Francis Oil Co.,Fink 1,37.45864250,-97.63722880,data/las/1044189687.las,GR,DPOR,RHOB,,,DT
807,g7_1,,17.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044223167.las,1042763682,15-191-22584,15191225840000,Kaiser-Francis Oil Co.,Friess 1,37.40813880,-97.67102680,data/las/1044223167.las,GR,DPOR,RHOB,,,DT
808,g7_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044740874.las,1043995054,15-173-21006,15173210060000,"Red Oak Energy, Inc.",Schuster 1,37.53568070,-97.66876880,data/las/1044740874.las,GR,DPOR,RHOB,CNPOR,PE,DT
809,g7_2,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051582294.las,1046521321,15-173-21056,15173210560000,"Anderson Energy, Inc.",LEIS 2,37.53395420,-97.40034300,data/las/1051582294.las,GR,DPOR,RHOB,CNPOR,,DT
810,g7_2,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046112775.las,1045643345,15-173-20173-0001,15173201730001,"Bear Petroleum, LLC",Thome 1-30,37.59100180,-97.47857230,data/las/1046112775.las,GR,DPOR,RHOB,CNPOR,,
811,g7_2,,19.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S05W/1043803733.las,1033763927,15-095-22011,15095220110000,"Woolsey Operating Co., LLC",RILEY 1,37.51990300,-97.91392020,data/las/1043803733.las,GR,DPHI,,NPHI,PE,
812,g7_2,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/27S04W/1043563751.las,1006142029,15-173-20604,15173206040000,DIAMOND CHEMICALS,LENTZ 'A' 1,37.68176800,-97.78627960,data/las/1043563751.las,GR,,RHOB,NPHI,PE,
813,g7_2,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S03W/1043800138.las,1006142352,15-173-20786,15173207860000,HAZELWOOD PROD. & EXPLOR. CO.,FARNSWORTH 1,37.52380690,-97.66800420,data/las/1043800138.las,GR,DPHI,,NPHI,PE,
814,g7_2,,17.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/25S04W/1044209139.las,1006117632,15-155-21063,15155210630000,Associated Petr Consultants Inc,Hill 1,37.89163670,-97.71664610,data/las/1044209139.las,GR,,RHOB,NPHI,,DT
815,g7_2,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/26S06W/1044077589.las,1006116763,15-155-20564,15155205640000,PLAINS RESOURCES,SCHWARTZ 1,37.75920740,-97.92234800,data/las/1044077589.las,GR,DPHI,,NPHI,,DT
816,g7_2,,16.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045627547.las,1044871691,15-079-20706,15079207060000,Lachenmayr Oil LLC,Huebert 1,37.92364480,-97.34962310,data/las/1045627547.las,GR,,RHOB,,PE,DT
817,g7_2,,16.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044597030.las,1043941573,15-095-22226,15095222260000,Lario Oil and Gas Co.,Messmer-Shipley Unit 1-24,37.51268070,-97.81631710,data/las/1044597030.las,GR,DPOR,RHOB,,,
818,g7_2,,16.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053579809.las,1053412217,15-155-21798,15155217980000,"Ressler Well Service, Inc.",MYERS 11,37.99577350,-97.75104430,data/las/1053579809.las,GR,DPOR,RHOB,,,
819,g7_2,,16.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/28S01W/1044236665.las,1037782847,,,VULCAN CHEMICALS,PLANT SITE DISPOSAL 10,37.58636350,-97.41725350,data/las/1044236665.las,GR,,RHOB,,PE,DT
820,g7_2,,16.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044152519.las,1038773145,15-095-22175,15095221750000,"Messenger Petroleum, Inc.",Kaufman 1,37.49360500,-97.90949010,data/las/1044152519.las,GR,DPOR,RHOB,,,
821,g7_2,,16.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044094812.las,1040793184,15-095-22190,15095221900000,"Bear Petroleum, Inc.",Viney 5,37.62141630,-97.87953170,data/las/1044094812.las,GR,DPOR,RHOB,,,
822,g7_3,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1047191268.las,1046244887,15-155-21744,15155217440000,Blue Ridge Petroleum Corporation,MCMILLIAN 1-14,38.05112080,-97.73379780,data/las/1047191268.las,GR,DPOR,RHOB,CNPOR,PE,DT
823,g7_3,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044101533.las,1041461857,15-113-21336,15113213360000,Vincent Oil Corp.,Goering 1-23,38.47653530,-97.72470350,data/las/1044101533.las,GR,DPOR,RHOB,CNPOR,PE,DT
824,g7_3,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052103790.las,1050384197,15-113-21395,15113213950000,"Woolsey Operating Company, LLC",HUXMAN 1,38.20712300,-97.46916470,data/las/1052103790.las,GR,DPOR,RHOB,CNPOR,PE,
825,g7_3,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1047174920.las,1046834739,15-155-21757,15155217570000,"Howell Oil Company, Inc.",SABIN B 14,38.05497090,-97.70396080,data/las/1047174920.las,GR,DPOR,RHOB,CNPOR,,
826,g7_3,,20.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377049.las,1052708724,15-155-21792,15155217920000,"Ressler Well Service, Inc.",TETEN B 18,38.06087210,-97.70282720,data/las/1053377049.las,GR,DPOR,RHOB,CNPOR,,
827,g7_3,,20.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045637484.las,1044595796,15-113-21360,15113213600000,King Oil Operation,Johnson 1,38.48407170,-97.61741620,data/las/1045637484.las,GR,DPOR,RHOC,NPOR,,
828,g7_3,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S04W/1044229428.las,1038699881,15-113-21322,15113213220000,Vincent Oil Corp.,Neufeldt 1-10,38.23741190,-97.75397830,data/las/1044229428.las,GR,DPHI,,NPHI,,DT
829,g7_3,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S03W/1044229426.las,1006092213,15-113-21185,15113211850000,"Jay Boy Oil, Inc.",Stucky 'A' 1,38.24132870,-97.60800730,data/las/1044229426.las,GR,DPHI,,NPHI,,DT
830,g7_3,,16.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044628301.las,1044226114,15-113-21357,15113213570000,"Marco Wind Operations, LLC",A. Goering 1,38.33551290,-97.54032450,data/las/1044628301.las,GR,DPOR,RHOB,,,
831,g7_3,,16.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044189789.las,1042536290,15-113-21338,15113213380000,Te-Pe Oil and Gas,Lovett 7,38.39508930,-97.49793380,data/las/1044189789.las,GR,DPOR,RHOB,,,
832,g7_3,,16.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2011/1043924598.las,1041229747,15-079-20683,15079206830000,"Cyclone Petroleum, Inc.",Neuway 14-2,38.05492450,-97.61148610,data/las/1043924598.las,GR,DPOR,RHOB,,,
833,g7_3,,16.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044892328.las,1043973143,15-155-21578,15155215780000,"Kahan and Assoc., Inc.",S. Sabin 1,38.06292610,-97.73051470,data/las/1044892328.las,GR,DPOR,RHOB,,,
834,g7_3,,16.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046076077.las,1044855583,15-113-21367,15113213670000,"Anderson, Kent",Nightingale 2,38.42492200,-97.48295640,data/las/1046076077.las,GR,DPOR,RHOB,,,
835,g7_3,,16.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045018874.las,1044582941,15-155-21666,15155216660000,"Howell Oil Company, Inc.",Sabin 'B' 15,38.05523390,-97.70868730,data/las/1045018874.las,GR,DPOR,RHOB,,,
836,g7_3,,16.090,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/24S05W/1044209117.las,1006117636,15-155-21065,15155210650000,Associated Petr Consultants,Stroud 1,37.99825300,-97.84927090,data/las/1044209117.las,GR,,RHOB,NPHI,,
837,g7_4,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045086031.las,1045002678,15-113-21376,15113213760000,"Chisholm Partners II, LLC",Evans 9-1,38.58535320,-97.65498160,data/las/1045086031.las,GR,DPOR,RHOB,CNPOR,,DT
838,g7_4,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044798522.las,1044027769,15-169-20331,15169203310000,"Mai Oil Operations, Inc.",Frost 1,38.71523960,-97.72148410,data/las/1044798522.las,GR,DPOR,RHOB,CNPOR,,DT
839,g7_4,,21.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046411392.las,1044942380,15-169-20357,15169203570000,"Tengasco, Inc.",Tinkler 1-26,38.72258140,-97.40591380,data/las/1046411392.las,GR,DPOR,RHOC,NPOR,,DT
840,g7_4,,20.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055413129.las,1055018068,15-113-21413,15113214130000,"Castle Resources, Inc.",SHIELDS 1,38.56450150,-97.69315900,data/las/1055413129.las,GR,DPOR,RHOB,CNPOR,,
841,g7_4,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1046943357.las,1046842566,15-169-20361,15169203610000,"Castle Resources, Inc.",HJP 1,38.61892810,-97.64802410,data/las/1046943357.las,GR,DPOR,RHOB,CNPOR,,
842,g7_4,,20.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046113979.las,1045056690,15-169-20358,15169203580000,Mustang Fuel Corporation,Commerford 1-13 SWD,38.75357570,-97.60474250,data/las/1046113979.las,GR,DPOR,RHOB,CNPOR,,
843,g7_4,,20.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046088626.las,1044911184,15-169-20354,15169203540000,"Scott's Production, LLC",GARY JOHNSON 4,38.77976700,-97.57357020,data/las/1046088626.las,GR,DPOR,RHOC,NPOR,,
844,g7_4,,20.090,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/17S01E/1044220893.las,1037995783,15-115-21387,15115213870000,"Metro Energy Group, Inc.",SCULLY 1-18,38.57657870,-97.36891910,data/las/1044220893.las,GR,,RHOB,NPHI,PE,DT
845,g7_4,,17.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045041713.las,1044577457,15-169-20345,15169203450000,"IA Operating, Inc.",Hedberg Unit 14-1,38.66390980,-97.73430350,data/las/1045041713.las,GR,DPOR,RHOB,,,DT
846,g7_4,,17.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044817419.las,1044101170,15-169-20338,15169203380000,"BOP West, LLC",R. Redden 16-1,38.66235320,-97.43923760,data/las/1044817419.las,GR,DPOR,RHOB,,,DT
847,g7_4,,17.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044175034.las,1042761244,15-113-21341,15113213410000,"L.D. Drilling, Inc.",Fritz 1-31,38.53012150,-97.47801660,data/las/1044175034.las,GR,DPOR,RHOB,,,DT
848,g7_4,,17.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/17S01E/1044243208.las,1037335709,15-115-20794-0001,15115207940001,"CMX, Inc.",WEIBERT 3 SWD,38.58854330,-97.36512010,data/las/1044243208.las,GR,DPHI,,NPHI,,DT
849,g7_4,,17.050,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/13S02W/1008459008.las,1006139601,15-169-20106,15169201060000,US Geological Survey & Kansas Geological Survey,GEIS 1,38.87195000,-97.57520000,data/las/1008459008.las,GR,,RHOB,NPHI,,DT
850,g7_4,,16.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046111207.las,1044862826,15-113-21369,15113213690000,"Torchlight Energy Operating, LLC",Evans 30-1T,38.53820830,-97.69174480,data/las/1046111207.las,GR,DPOR,RHOB,,,
851,g7_5,,17.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045027615.las,1044210272,15-143-20010,15143200100000,"Chisholm Partners II, LLC",Barrett 1-10,39.02892630,-97.41045080,data/las/1045027615.las,GR,DPOR,RHOB,,,DT
852,g7_5,,10.020,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/08S05W/1028091038.las,1002897999,15-029-20001,15029200010000,THOMPSON-WATERMAN,YENNI 1,39.32023910,-97.83438700,data/las/1028091038.las,GR,,,,,
853,g7_6,,19.120,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S04W/1020069098.las,1005425761,,,KANSAS GEOLOGICAL SURVEY,KENYON 1,39.68357270,-97.70882750,data/las/1020069098.las,GR,,RHOB,NPHI,PE,
854,g7_6,,19.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S04W/1044170361.las,1005425761,,,KANSAS GEOLOGICAL SURVEY,KENYON 1,39.68357270,-97.70882750,data/las/1044170361.las,GR,,RHOB,NPHI,PE,
855,g8_1,,24.400,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646721.las,1046532254,15-035-24682,15035246820000,"Lawco Holdings, LLC",SMITH 2-32,37.04400570,-96.68525040,data/las/1051646721.las,GR,DPOR,RHOB,NPOR,PE,DT
856,g8_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053271856.las,1051716141,15-035-24729,15035247290000,"Raney Oil Company, LLC",JARBOE 1A,37.10985260,-96.81374530,data/las/1053271856.las,GR,DPOR,RHOB,CNPOR,PE,DT
857,g8_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053076219.las,1051705532,15-035-24726,15035247260000,"Raney Oil Company, LLC",HOUSE 2A,37.12903340,-96.79587840,data/las/1053076219.las,GR,DPOR,RHOB,CNPOR,PE,DT
858,g8_1,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053376296.las,1052645342,15-035-24760,15035247600000,"Raney Oil Company, LLC",BRUCE 1,37.10181720,-96.84958220,data/las/1053376296.las,GR,DPOR,RHOB,CNPOR,PE,DT
859,g8_1,,23.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053429213.las,1051971797,15-035-24733,15035247330000,"Val Energy, Inc.",QUINT 1-11,37.11211050,-96.85003240,data/las/1053429213.las,GR,DPOR,RHOB,CNPOR,PE,
860,g8_1,,23.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053429165.las,1051979248,15-035-24735,15035247350000,"Val Energy, Inc.",G S TRUST 1-30,37.23947620,-96.80982960,data/las/1053429165.las,GR,DPOR,RHOB,CNPOR,PE,
861,g8_1,,23.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044094535.las,1041108359,15-035-24338,15035243380000,"Noble Petroleum, Inc.",Andes 3-10,37.19484070,-96.86342550,data/las/1044094535.las,GR,DPOR,RHOB,CNPOR,PE,
862,g8_1,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046585630.las,1045092247,15-035-24650,15035246500000,"American Warrior, Inc.",Houk 'B' 1,37.11573100,-97.13886100,data/las/1046585630.las,GR,DPOR,RHOB,CNPOR,,DT
863,g8_1,,20.240,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054418554.las,1052078559,15-191-22836,15191228360000,McCoy Petroleum Corporation,SHORT 'A' 1-28,37.23643000,-97.20625520,data/las/1054418554.las,GR,DPOR,RHOB,CNPOR,,
864,g8_1,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377347.las,1052675561,15-035-24767,15035247670000,McGowan Oil Co.,OLSEN 2-18,37.00338660,-96.70875780,data/las/1053377347.las,GR,DPOR,RHOB,CNPOR,,
865,g8_1,,20.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052103797.las,1050381779,15-035-24709,15035247090000,"Lawco Holdings, LLC",RADCLIFF 5-4,37.20910800,-96.67957230,data/las/1052103797.las,GR,DPOR,RHOB,NPOR,,
866,g8_1,,20.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051961823.las,1046834591,15-035-24694,15035246940000,"Lawco Holdings, LLC",RADCLIFF 3-5,37.20557630,-96.68085820,data/las/1051961823.las,GR,DPOR,RHOB,NPOR,,
867,g8_1,,20.080,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053432122.las,1052023558,15-035-24667-0001,15035246670001,"Val Energy, Inc.",BOW HUNTER 1-1 OWWO,37.12334900,-96.71695860,data/las/1053432122.las,GR,DPOR,RHOB,NPOR,,
868,g8_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/30S02E/1043799810.las,1006163095,15-191-21900,15191219000000,"Mull Drilling Co., Inc.",METZGER 1,37.40470310,-97.22790730,data/las/1043799810.las,GR,DPHI,,NPHI,PE,DT
869,g8_1,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/32S05E/1042553270.las,1002904619,15-035-23263,15035232630000,GERBER ENERGY CORP.,PAYNE 5,37.25725180,-96.93195120,data/las/1042553270.las,GR,,RHOB,NPHI,PE,
870,g8_2,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056595820.las,1052846770,15-015-24182,15015241820000,"Drake Exploration, LLC",QUITO LAND 1,37.70374070,-96.73662160,data/las/1056595820.las,GR,DPOR,RHOB,CNPOR,PE,DT
871,g8_2,,20.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674192.las,1051310957,15-015-24137,15015241370000,Blue Ox Partners LLC,STACKLEY 2,37.96674610,-96.77118590,data/las/1051674192.las,GR,DPOR,RHOB,CNPOR,,
872,g8_2,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050385229.las,1046845207,15-173-21059,15173210590000,Urban Oil and Gas Group LLC,CLARK 1,37.78649970,-97.19019170,data/las/1050385229.las,GR,DPOR,RHOB,CNPOR,,
873,g8_2,,20.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044094326.las,1041281878,15-015-23843,15015238430000,"Range Oil Co., Inc.",Phillips 4,37.93637860,-96.96773580,data/las/1044094326.las,GR,DPOR,RHOB,CNPOR,,
874,g8_2,,20.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044243665.las,1043061714,15-015-23885,15015238850000,"Range Oil Co., Inc.",Claassen 'H' 1,37.89939350,-97.11641560,data/las/1044243665.las,GR,DPOR,RHOB,CNPOR,,
875,g8_2,,20.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377798.las,1052107451,15-015-24158,15015241580000,Jordan Oil Management Inc.,MCCULLOCH 12A,37.83425730,-97.01670940,data/las/1053377798.las,GR,DPOR,RHOB,CNPOR,,
876,g8_2,,20.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/27S04E/1004755975.las,1002893396,15-015-23539,15015235390000,"D.C. Dudley & Associates, LLC",Bevins 31-6,37.73477900,-97.03299320,data/las/1004755975.las,GR,DPOR,RHOB,CNPOR,,
877,g8_2,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378601.las,1052003867,15-015-24146,15015241460000,"C & G Drilling, Inc.",HALL A 1,37.96366110,-96.95642690,data/las/1053378601.las,GR,DPOR,RHOB,CNPOR,,
878,g8_2,,20.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045141600.las,1044784300,15-015-24015,15015240150000,"Palomino Petroleum, Inc.",Cero 1,37.75833980,-97.10635570,data/las/1045141600.las,GR,DPOR,RHOC,NPOR,,
879,g8_2,,20.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045365229.las,1044814453,15-015-24024,15015240240000,"Palomino Petroleum, Inc.",De La Rosa-Whitson 1,37.82845340,-97.14023290,data/las/1045365229.las,GR,DPOR,RHOC,NPOR,,
880,g8_2,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/26S05E/1043800133.las,1002893112,15-015-23232,15015232320000,"Oxy USA, Inc.",KOOGLER 291,37.77404910,-96.91535660,data/las/1043800133.las,GR,DPHI,,NPHI,PE,
881,g8_2,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S04E/1037041028.las,1002892300,15-015-22396,15015223960000,"KENNEDY & MITCHELL, INC.",BLOOD 39-521-10,37.50627270,-96.96338680,data/las/1037041028.las,GR,DPHI,,NPHI,PE,
882,g8_2,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/28S03E/1044078782.las,1030667054,15-015-19091-0001,15015190910001,"Millennium Oil & Gas, Inc.",RODGERS 1,37.57129360,-97.14049920,data/las/1044078782.las,GR,DPHI,,NPHI,PE,
883,g8_2,,17.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046103742.las,1044855573,15-015-20877-0001,15015208770001,Phillips Oil Properties Inc.,Benrud 16-1,37.78661080,-96.66798060,data/las/1046103742.las,GR,DPOR,RHOB,,,DT
884,g8_2,,17.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/25S02E/1044077687.las,1034969906,15-173-20986,15173209860000,"Palomino Petroleum, Inc.",GEB 1,37.90364200,-97.17115080,data/las/1044077687.las,GR,DPHI,,NPHI,,DT
