rep_id,cell_id,cell_tag,score,url,kgs_id,api,api_num_nodash,operator,lease,lat,lon,las_path,picked_gr,picked_por,picked_den,picked_neu,picked_pe,picked_dt
244,g1_1,,24.320,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044876006.las,1044091197,15-129-21939,15129219390000,"Oxy USA, Inc.",Stanford 'A' 3,37.06086430,-101.74934710,data/las/1044876006.las,GR,DPHI,RHOB,NPHI,PE,DT
245,g1_1,,24.320,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044683031.las,1041344152,15-189-22691,15189226910000,"EOG Resources, Inc.",Claggett 22-2,37.24895620,-101.32278710,data/las/1044683031.las,GR,DPHI,RHOB,NPHI,PE,DTC
246,g1_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044753452.las,1039145076,15-189-22677,15189226770000,"EOG Resources, Inc.",Gwendolyn 28-1,37.23636260,-101.34879840,data/las/1044753452.las,GR,DPHI,RHOB,NPHI,PE,DT
247,g1_1,,24.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S37W/1006347098.las,1006158873,15-189-21777,15189217770000,Anadarko Petroleum Corp.,HIGGINS 'A' 1,37.19097050,-101.39155240,data/las/1006347098.las,GR,DPHI,RHOB,NPHI,PE,DT
248,g1_1,,24.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S37W/1006347085.las,1006158781,15-189-21609,15189216090000,Anadarko Petroleum Corp.,RATCLIFF 'B' 2,37.17272200,-101.38696140,data/las/1006347085.las,GR,DPHI,RHOB,NPHI,PE,DT
249,g1_1,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044772835.las,1039454596,15-129-21868,15129218680000,"EOG Resources, Inc.",Clinesmith 6-1,37.21338660,-101.60737310,data/las/1044772835.las,GR,DPHI,RHOB,NPHI,PE,
250,g1_1,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051325649.las,1047195394,15-129-21992,15129219920000,Williford Energy Company,ARCHIL CYR 3,37.03779620,-101.83791140,data/las/1051325649.las,GR,DPHI,RHOB,NPHI,PE,
251,g1_1,,23.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S40W/1008458894.las,1006096375,15-129-21144,15129211440000,Anadarko Petroleum Corp.,USA 'K' 2,37.20153800,-101.64353460,data/las/1008458894.las,GR,DPHI,RHOB,NPHI,PE,
252,g1_2,,24.330,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052103770.las,1051134275,15-187-21345-0100,15187213450100,"Merit Energy Company, LLC",PENNY 1-31,37.66253820,-101.72847700,data/las/1052103770.las,GR,DPHI,RHOB,NPHI,PE,DT
253,g1_2,,24.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053436538.las,1053274553,15-187-21359,15187213590000,BEREXCO LLC,ARNOLD UNIT 14-7,37.54438710,-101.73819380,data/las/1053436538.las,GR,DPOR,RHOB,CNPOR,PE,DT
254,g1_2,,24.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053436549.las,1053293105,15-187-21360,15187213600000,BEREXCO LLC,ARNOLD UNIT 13-12,37.54698500,-101.74608500,data/las/1053436549.las,GR,DPOR,RHOB,CNPOR,PE,DT
255,g1_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051582070.las,1046523170,15-075-20897,15075208970000,"Mull Drilling Company, Inc.",DIREWOLF 1-28,37.75700010,-101.69218830,data/las/1051582070.las,GR,DPOR,RHOB,CNPOR,PE,DT
256,g1_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044817451.las,1044054523,15-187-21203,15187212030000,"Coral Coast Petroleum, L.C.",Barnhardt 1,37.45555840,-101.85509440,data/las/1044817451.las,GR,DPOR,RHOB,CNPOR,PE,DT
257,g1_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046790493.las,1045124137,15-187-21324,15187213240000,"White Exploration, Inc.",Arnold 1,37.54953030,-101.73080970,data/las/1046790493.las,GR,DPOR,RHOB,CNPOR,PE,DT
258,g1_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046922496.las,1046071027,15-187-21331,15187213310000,"White Exploration, Inc.",Out of Sight 1,37.54737150,-101.73227960,data/las/1046922496.las,GR,DPOR,RHOB,CNPOR,PE,DT
259,g1_2,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044101561.las,1041341233,15-187-21152,15187211520000,"Coral Coast Petroleum, L.C.",Wilkerson 1,37.65191300,-101.88048380,data/las/1044101561.las,GR,DPOR,RHOB,CNPOR,PE,DT
260,g1_2,,24.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377614.las,1052631622,15-189-22868,15189228680000,Scout Energy Management LLC,SIMMONS 4-2 ATU-169P,37.37446590,-101.53737080,data/las/1053377614.las,GR,DPOR,RHOC,NPOR,PE,DT
261,g1_2,,24.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29_41W/1003578123.las,1006155563,15-187-20650,15187206500000,J.M. Huber Corp.,Santa Fe 22-2,37.50676340,-101.79083110,data/las/1003578123.las,GR,DPHI,RHOB,NPHI,PE,DT
262,g1_2,,23.330,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044222890.las,1042767722,15-187-21186,15187211860000,"Oxy USA, Inc.",Herrick 'A' 1,37.40431220,-101.64661620,data/las/1044222890.las,GR,DPHI,RHOB,NPHI,PE,
263,g1_2,,23.330,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044243538.las,1043124978,15-067-21720,15067217200000,"Oxy USA, Inc.",Hickok 'C' 2,37.43694810,-101.51812890,data/las/1044243538.las,GR,DPHI,RHOB,NPHI,PE,
264,g1_2,,23.330,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044207928.las,1042549197,15-067-21715,15067217150000,"Oxy USA, Inc.",Schartz 'M' 1,37.44746870,-101.52084460,data/las/1044207928.las,GR,DPHI,RHOB,NPHI,PE,
265,g1_2,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044638368.las,1040008033,15-067-21689,15067216890000,"EOG Resources, Inc.",Klepper Trust 16-1,37.44524890,-101.48712970,data/las/1044638368.las,GR,DPHI,RHOB,NPHI,PE,
266,g1_2,,23.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/29S41W/1006347032.las,1002950458,15-187-20689,15187206890000,J.M. Huber Corp.,Uney 24-1,37.51599250,-101.75923730,data/las/1006347032.las,GR,DPHI,RHOB,NPHI,PE,
267,g1_3,,24.330,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045113292.las,1044583528,15-093-21892,15093218920000,"Oxy USA, Inc.",Lyle Bryan 1,38.02262130,-101.38466610,data/las/1045113292.las,GR,DPHI,RHOB,NPHI,PE,DT
268,g1_3,,24.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378017.las,1052282731,15-075-20915,15075209150000,Plateau Operating Corporation,LEVENS 4-31,37.91774770,-101.74759300,data/las/1053378017.las,GR,DPOR,RHOB,CNPOR,PE,DT
269,g1_3,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053377966.las,1052075595,15-075-20910,15075209100000,Plateau Operating Corporation,WEAVER 1-15,37.88163010,-101.70198970,data/las/1053377966.las,GR,SPOR,RHOB,CNPOR,PE,DT
270,g1_3,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S38W/1042195358.las,1041869758,15-093-21852,15093218520000,"Berexco, Inc.",PATTERSON UNIT 4-25,38.10713270,-101.43662710,data/las/1042195358.las,GR,DPHI,RHOB,NPHI,PE,
271,g1_3,,23.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/24S38W/1029276138.las,1006079144,15-093-20984,15093209840000,PLAINS PETROLEUM OPERATING CO.,JACKSON 'A' 1-2,37.96195090,-101.50026340,data/las/1029276138.las,GR,DPHI,RHOB,NPHI,PE,
272,g1_3,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378500.las,1052087311,15-075-20911,15075209110000,Brooks Range Corporation,BOLTZ 35B,38.01372740,-101.78334450,data/las/1053378500.las,GR,DPOR,RHOB,CNPOR,,
273,g1_3,,20.110,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S38W/1044141063.las,1025687275,15-093-21697,15093216970000,"Osborn Heirs Company, LTD",Martin 1,38.19288680,-101.46617560,data/las/1044141063.las,GR,,RHOB,NPHI,PE,DT
274,g1_3,,20.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/24S36W/1029276140.las,1006078208,15-093-20449,15093204490000,KANSAS-NEBRASKA NAT GAS,MCDOWELL 1-2X,37.96236880,-101.28112870,data/las/1029276140.las,GR,DPHI,RHOB,NPHI,,
275,g1_3,,20.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S38W/1029276126.las,1006079628,15-093-21249,15093212490000,LANDMARK OIL EXPL,MCCORMICK 1-15,38.22606520,-101.48304020,data/las/1029276126.las,GR,DPHI,RHOB,NPHI,,
276,g1_3,,19.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S40W/1006347437.las,1006068379,15-075-20477,15075204770000,American Exploration Co.,HCU 1820-B,38.14258250,-101.74795180,data/las/1006347437.las,GR,DPHI,,NPHI,PE,
277,g1_3,,19.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/21S41W/1006347441.las,1006068357,15-075-20462,15075204620000,American Exploration Co.,HCU 2111-B,38.20775540,-101.83055160,data/las/1006347441.las,GR,DPHI,,NPHI,PE,
278,g1_3,,19.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S37W/1037028822.las,1006079476,15-093-21171,15093211710000,BEREXCO INC,PATTERSON UNIT was MODIE 4-31,38.09570970,-101.42552080,data/las/1037028822.las,GR,,RHOB,NPHI,PE,
279,g1_3,,19.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S41W/1006347438.las,1006068373,15-075-20471,15075204710000,American Exploration Co.,HCU 1821-E,38.13510030,-101.86749100,data/las/1006347438.las,GR,DPHI,,NPHI,PE,
280,g1_3,,19.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/22S42W/1006347442.las,1006068335,15-075-20449,15075204490000,American Exploration Co.,HCU 2522-B,38.11338990,-101.88536030,data/las/1006347442.las,GR,DPHI,,NPHI,PE,
281,g1_3,,19.100,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/23S37W/1037028817.las,1006079387,15-093-21111,15093211110000,"Berexco, Inc.",Irene 3-5,38.07708820,-101.40529300,data/las/1037028817.las,GR,,RHOB,NPHI,PE,
282,g1_4,,24.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054311062.las,1052103522,15-199-20454,15199204540000,"Stelbar Oil Corporation, Inc.",CLINE TRUST 1-16,38.83187020,-101.87560770,data/las/1054311062.las,GR,DPOR,RHOB,CNPOR,PE,DT
283,g1_4,,24.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054310901.las,1052103522,15-199-20454,15199204540000,"Stelbar Oil Corporation, Inc.",CLINE TRUST 1-16,38.83187020,-101.87560770,data/las/1054310901.las,GR,DPOR,RHOB,CNPOR,PE,DT
284,g1_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044956263.las,1044164624,15-203-20185,15203201850000,"White Exploration, Inc.",Oldham 1,38.47836720,-101.50629070,data/las/1044956263.las,GR,DPOR,RHOB,CNPOR,PE,DT
285,g1_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046102533.las,1044886458,15-199-20417,15199204170000,"White Exploration, Inc.",Mai Trust 1,38.89208730,-101.84962920,data/las/1046102533.las,GR,DPOR,RHOB,CNPOR,PE,DT
286,g1_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646756.las,1046526760,15-203-20325,15203203250000,"Mull Drilling Company, Inc.",REDDING 1-3,38.69818530,-101.39244090,data/las/1051646756.las,GR,DPOR,RHOB,CNPOR,PE,DT
287,g1_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054692917.las,1052121800,15-199-20456,15199204560000,"Stelbar Oil Corporation, Inc.",BPC TRUST 1-10,38.84470020,-101.86955710,data/las/1054692917.las,GR,DPOR,RHOB,CNPOR,PE,DT
288,g1_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054692964.las,1052121800,15-199-20456,15199204560000,"Stelbar Oil Corporation, Inc.",BPC TRUST 1-10,38.84470020,-101.86955710,data/las/1054692964.las,GR,DPOR,RHOB,CNPOR,PE,DT
289,g1_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051326051.las,1046500517,15-203-20322,15203203220000,Lario Oil & Gas Company,KNOBBE 1-4,38.43419710,-101.40962360,data/las/1051326051.las,GR,DPOR,RHOB,CNPOR,PE,DT
290,g1_4,,24.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054310892.las,1052103523,15-199-20455,15199204550000,"Stelbar Oil Corporation, Inc.",WILLOWAY FARMS 1-21,38.81828510,-101.87526760,data/las/1054310892.las,GR,DPOR,RHOB,CNPOR,PE,DT
291,g1_4,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661476.las,1046537177,15-203-20326,15203203260000,"Mull Drilling Company, Inc.",AMES 1-26,38.63851420,-101.38132560,data/las/1051661476.las,GR,DPOR,RHOB,CNPOR,PE,DT
292,g1_4,,23.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1046943526.las,1046845730,15-203-20347,15203203470000,"L. D. Drilling, Inc.",WILES TRUST 1-15,38.66695040,-101.39250830,data/las/1046943526.las,GR,DPOR,RHOB,CNPOR,PE,
293,g1_4,,23.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051725817.las,1046845497,15-203-20345,15203203450000,Lario Oil & Gas Company,KNOBBE UNIT 2-4,38.43738350,-101.40578540,data/las/1051725817.las,GR,DPOR,RHOB,CNPOR,PE,
294,g1_4,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046817051.las,1046643987,15-199-20446,15199204460000,"Red Oak Energy, Inc.",MAI 1-26,38.80607180,-101.84373880,data/las/1046817051.las,GR,DPOR,RHOB,CNPOR,PE,
295,g1_4,,23.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/18S42W/1036556140.las,1006067111,15-071-20446,15071204460000,Amoco Production Co.,Rebecca K. Bounds 1,38.48961380,-101.97409990,data/las/1036556140.las,GR,DPHI,RHOB,NPHI,PE,
296,g1_4,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052086524.las,1050373512,15-203-20360,15203203600000,"Ritchie Exploration, Inc.",MJW 10C 1,38.67212910,-101.50645780,data/las/1052086524.las,GR,DPOR,RHOB,CNPOR,,DT
297,g1_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045662898.las,1044819919,15-199-20407,15199204070000,"White Exploration, Inc.",Gunzelman 1,38.91383260,-102.01469120,data/las/1045662898.las,GR,DPOR,RHOB,CNPOR,PE,DT
298,g1_5,,23.310,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/11S41W/1044081074.las,1037346721,15-199-20351,15199203510000,Raven Resources LLC,Bergquist 2-10,39.10960610,-101.86508340,data/las/1044081074.las,GR,DPHI,RHOB,NPHI,PE,
299,g1_5,,23.310,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/11S41W/1044081073.las,1037346721,15-199-20351,15199203510000,Raven Resources LLC,Bergquist 2-10,39.10960610,-101.86508340,data/las/1044081073.las,GR,DPHI,RHOB,NPHI,PE,
300,g1_5,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044741229.las,1043936754,15-109-21019,15109210190000,"FIML Natural Resources, LLC",Stock 14A-7-1237,39.02174150,-101.47180950,data/las/1044741229.las,GR,DPHI,RHOB,NPHI,PE,
301,g1_5,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044741278.las,1043936753,15-109-21018,15109210180000,"FIML Natural Resources, LLC",Wright 12A-19-1237,38.99700230,-101.47627130,data/las/1044741278.las,GR,DPHI,RHOB,NPHI,PE,
302,g1_5,,23.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127427.las,1046936178,15-181-20618,15181206180000,"Chizum Oil, LLC",GASKILL 1-35,39.39823740,-101.42527540,data/las/1052127427.las,GR,DPOR,RHOB,CNPOR,PE,
303,g1_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050385448.las,1046461397,15-181-20607,15181206070000,"Brito Oil Company, Inc.",CARPENTER 'A' 1-23,39.42707600,-101.41556140,data/las/1050385448.las,GR,DPOR,RHOB,CNPOR,,DT
304,g1_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052404917.las,1051306869,15-109-21602,15109216020000,"Ritchie Exploration, Inc.",SALINE VALLEY 7D 1,39.02137230,-101.35530270,data/las/1052404917.las,GR,DPOR,RHOB,CNPOR,,DT
305,g1_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646684.las,1046528352,15-109-21529,15109215290000,"Black Rock Resources, LLC",WRIGHT 1-25,38.99023000,-101.37011000,data/las/1051646684.las,GR,DPOR,RHOB,CNPOR,,DT
306,g1_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051646824.las,1046528352,15-109-21529,15109215290000,"Black Rock Resources, LLC",WRIGHT 1-25,38.99023000,-101.37011000,data/las/1051646824.las,GR,DPOR,RHOB,CNPOR,,DT
307,g1_5,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127277.las,1050389393,15-181-20629,15181206290000,"GeoSouthern Operating II, LLC",SIECK 1-6,39.39160580,-101.49581430,data/las/1052127277.las,GR,DPOR,RHOB,CNPOR,,DT
308,g1_5,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051972592.las,1046814013,15-181-20614,15181206140000,"Val Energy, Inc.",WRIGHT FARMS 1-2,39.39183110,-101.41307090,data/las/1051972592.las,GR,DPOR,RHOB,CNPOR,,DT
309,g1_5,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127271.las,1050389392,15-181-20628,15181206280000,"GeoSouthern Operating II, LLC",CRESS 1-28,39.41371660,-101.45459520,data/las/1052127271.las,GR,DPOR,RHOB,CNPOR,,DT
310,g1_5,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052127374.las,1050389393,15-181-20629,15181206290000,"GeoSouthern Operating II, LLC",SIECK 1-6,39.39160580,-101.49581430,data/las/1052127374.las,GR,DPOR,RHOB,CNPOR,,DT
311,g1_6,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046531054.las,1045079797,15-023-21444,15023214440000,Coral Production Corporation,HILT-SAMLER 22-11D,39.89582300,-102.00570640,data/las/1046531054.las,GR,DPOR,RHOB,CNPOR,PE,
312,g1_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052598757.las,1051639266,15-023-21541,15023215410000,"Murfin Drilling Co., Inc.",DUNN 1-7,39.81238730,-101.85646840,data/las/1052598757.las,GR,DPOR,RHOB,CNPOR,,DT
313,g1_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055282614.las,1052656130,15-023-21576,15023215760000,"Murfin Drilling Co., Inc.",KAUS 1-21,39.77762560,-101.46682790,data/las/1055282614.las,GR,DPOR,RHOB,CNPOR,,DT
314,g1_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051851127.las,1046920993,15-023-21500,15023215000000,"Murfin Drilling Co., Inc.",MEARS 'D' 1-36,39.91934250,-101.52539040,data/las/1051851127.las,GR,DPOR,RHOB,CNPOR,,DT
315,g1_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051704872.las,1046811813,15-023-21489,15023214890000,"Murfin Drilling Co., Inc.",SMITH 'A' 1-21,39.86427270,-101.47086630,data/las/1051704872.las,GR,DPOR,RHOB,CNPOR,,DT
316,g1_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052037118.las,1046935929,15-023-21502,15023215020000,"Murfin Drilling Co., Inc.",CWA 'F' 1-12,39.89221370,-101.42755550,data/las/1052037118.las,GR,DPOR,RHOB,CNPOR,,DT
317,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052961584.las,1051694165,15-181-20639,15181206390000,"Brito Oil Company, Inc.",RICHARDSON 1-10,39.45754820,-101.98638110,data/las/1052961584.las,GR,DPOR,RHOB,CNPOR,,DT
318,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661275.las,1046773192,15-193-21014,15193210140000,"Gulf Exploration, LLC",CARPENTER TRUST 1-18,39.44251710,-101.38732440,data/las/1051661275.las,GR,DPOR,RHOB,CNPOR,,DT
319,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052598781.las,1051416850,15-023-31532,15023315320000,"Murfin Drilling Co., Inc.",CULWELL 'J' 2-19,39.86652300,-101.50893540,data/las/1052598781.las,GR,DPOR,RHOB,CNPOR,,DT
320,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052451614.las,1051322791,15-023-21531,15023215310000,"Murfin Drilling Co., Inc.",CULWELL 'H' 2-19,39.86380600,-101.50903150,data/las/1052451614.las,GR,DPOR,RHOB,CNPOR,,DT
321,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052310169.las,1051304674,15-023-21525,15023215250000,"Murfin Drilling Co., Inc.",SMITH 'B' 1-21,39.86637160,-101.46789480,data/las/1052310169.las,GR,DPOR,RHOB,CNPOR,,DT
322,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052631266.las,1046798874,15-023-21481,15023214810000,"Murfin Drilling Co., Inc.",CULWELL 'H' 1-19,39.86381780,-101.51255710,data/las/1052631266.las,GR,DPOR,RHOB,CNPOR,,DT
323,g1_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674657.las,1046773174,15-023-21479,15023214790000,"Murfin Drilling Co., Inc.",BANISTER 'A' 1-22,39.86456230,-101.45794490,data/las/1051674657.las,GR,DPOR,RHOB,CNPOR,,DT
324,g1_6,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053376101.las,1051972787,15-023-21549,15023215490000,"Murfin Drilling Co., Inc.",STEVENS 1-29,39.84519150,-101.71223950,data/las/1053376101.las,GR,DPOR,RHOB,CNPOR,,DT
325,g1_6,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045662437.las,1044881436,15-181-20599,15181205990000,"Raymond Oil Company, Inc.",Joan Deeds 1,39.55050040,-101.44785640,data/las/1045662437.las,GR,DPOR,RHOB,CNPOR,,DT
326,g1_7,,24.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053580074.las,1052063585,15-023-21557,15023215570000,"Palomino Petroleum, Inc.",ARIKAREE BREAKS 1,39.92232110,-101.84308840,data/las/1053580074.las,GR,DPOR,RHOB,CNPOR,PE,DT
327,g1_7,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051582092.las,1046532594,15-023-21474,15023214740000,"DNR Oil and Gas, Inc.",ROCKET 42-32D,39.92418390,-101.93768460,data/las/1051582092.las,GR,DPOR,RHOB,CNPOR,PE,DT
328,g1_7,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054311000.las,1052227205,15-023-21565,15023215650000,"Murfin Drilling Co., Inc.",SHONES 3-5,39.99051390,-101.50092660,data/las/1054311000.las,GR,DPOR,RHOB,CNPOR,,DT
329,g1_7,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052060688.las,1047185099,15-023-21509,15023215090000,"Murfin Drilling Co., Inc.",JEAN 'A' 1-7,39.97747550,-101.50577440,data/las/1052060688.las,GR,DPOR,RHOB,CNPOR,,DT
330,g1_7,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046531059.las,1045014694,15-023-21426,15023214260000,"Murfin Drilling Co., Inc.",DKN 1-4,39.98921140,-101.58114500,data/las/1046531059.las,GR,DPOR,RHOB,CNPOR,,DT
331,g1_7,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046502045.las,1045022293,15-023-21428,15023214280000,"Murfin Drilling Co., Inc.",Patricia 3-16,39.97186870,-101.47866870,data/las/1046502045.las,GR,DPOR,RHOB,CNPOR,,DT
332,g1_7,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052170009.las,1047201399,15-023-21516,15023215160000,"Murfin Drilling Co., Inc.",JONES 'A' 4-17,39.96486940,-101.49224970,data/las/1052170009.las,GR,DPOR,RHOB,CNPOR,,DT
333,g1_7,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055738083.las,1052657551,15-023-21577,15023215770000,"Murfin Drilling Co., Inc.",JEAN 'B' 1-8,39.98651620,-101.49472220,data/las/1055738083.las,GR,DPOR,RHOB,CNPOR,,
334,g1_7,,17.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056599203.las,1052983209,15-023-21598,15023215980000,"Murfin Drilling Co., Inc.",HILT 1-15,39.96510570,-101.67560210,data/las/1056599203.las,GR,DPOR,RHOB,,,DT
335,g1_7,,17.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045019428.las,1044177482,15-023-21355,15023213550000,"Murfin Drilling Co., Inc.",Jones 1-12,39.97758880,-101.53613170,data/las/1045019428.las,GR,DPOR,RHOB,,,DT
336,g1_7,,17.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044956692.las,1044140031,15-023-21353,15023213530000,"Murfin Drilling Co., Inc.",Shones Unit 1-5,39.99547430,-101.48806460,data/las/1044956692.las,GR,DPOR,RHOB,,,DT
