src_rep_id,dst_rep_id,dtw_cost,dtw_steps,dtw_cost_per_step,dtw_status,dtw_error,dist_km,source,sim
242,251,285.57244429000815,80,3.569655553625102,OK,,13.71470762586401,quadrant,6.293223606301797e-07
242,249,287.516314016849,80,3.593953925210612,OK,,12.244176019326536,quadrant,5.710347900615877e-07
243,342,266.16555460758747,80,3.3270694325948433,OK,,22.76642407389115,quadrant,1.6606894169810575e-06
243,248,281.48459189875297,80,3.518557398734412,OK,,6.590794598446494,quadrant,7.72039907243071e-07
244,250,284.91763586801846,80,3.5614704483502306,OK,,8.26775657170018,quadrant,6.50267647515146e-07
244,251,280.6911397496504,80,3.5086392468706302,OK,,18.239253462703495,quadrant,8.032844211791024e-07
245,246,263.3740035164578,80,3.292175043955722,OK,,2.694918347518313,quadrant,1.909440719457663e-06
245,346,270.77737180404193,80,3.384717147550524,OK,,18.161950540263923,quadrant,1.318694151487033e-06
245,247,276.5966120457944,80,3.4574576505724304,OK,,8.868393466848856,quadrant,9.85781999836278e-07
245,265,286.51983913093875,80,3.5814979891367344,OK,,26.219352571059392,quadrant,6.002065706613684e-07
246,247,280.4003182932638,80,3.5050039786657976,OK,,6.309529380156664,quadrant,8.150503759263497e-07
247,248,260.83276311698546,80,3.2604095389623184,OK,,2.0695040725696825,quadrant,2.168145951502084e-06
247,342,277.07350660295975,80,3.463418832536997,OK,,26.977437905004795,quadrant,9.625543256456883e-07
247,346,277.8854059869928,80,3.4735675748374097,OK,,26.859980545752943,quadrant,9.242619596690712e-07
247,249,287.80851987595287,80,3.597606498449411,OK,,19.27655799408004,quadrant,5.627524554872808e-07
248,342,276.8961607269339,80,3.4612020090866737,OK,,25.274742607511897,quadrant,9.711275320458036e-07
249,262,279.41890633931655,80,3.492736329241457,OK,,21.511821130884616,quadrant,8.560429242022309e-07
249,251,279.931577695643,80,3.4991447211955373,OK,,3.462935714463316,quadrant,8.343783463307663e-07
252,265,282.2455939401264,80,3.52806992425158,OK,,32.19356530921603,quadrant,7.432155720168868e-07
252,274,317.6582714704949,80,3.9707283933811865,OK,,51.534983991072636,quadrant,1.2651391010437292e-07
252,264,288.1026081985309,80,3.6012826024816365,OK,,30.11507105982543,quadrant,5.545380512227534e-07
252,259,292.3345103837838,80,3.654181379797298,OK,,13.433350876683479,quadrant,4.4878337834847666e-07
252,253,296.6370014349223,80,3.7079625179365285,OK,,13.165677845886634,quadrant,3.619173117668619e-07
252,254,298.78192818750375,80,3.734774102343797,OK,,12.942236654490449,quadrant,3.2511189896272074e-07
252,255,304.6027595317125,80,3.807534494146406,OK,,10.978079636852986,quadrant,2.430161398718932e-07
252,257,297.0772310775539,80,3.713465388469424,OK,,12.567602597846436,quadrant,3.540380109975517e-07
253,257,263.38233622967743,80,3.2922792028709678,OK,,0.8665218183470621,quadrant+radius,1.908645344063786e-06
253,258,265.831751920005,80,3.3228968990000625,OK,,0.618057825093883,quadrant,1.6886391400245982e-06
253,254,276.93511557056746,80,3.461688944632093,OK,,0.7533013012247096,quadrant,9.692378668755321e-07
253,266,308.4753237355603,80,3.855941546694504,OK,,3.662267997219139,quadrant+radius,2.0023659655863023e-07
254,258,275.849628698981,80,3.4481203587372624,OK,,1.2178594500552826,radius,1.0232963405881734e-06
254,259,286.3061063114681,80,3.5788263288933515,OK,,16.623059884546503,quadrant,6.066551582911235e-07
254,257,283.1942606922868,80,3.5399282586535845,OK,,1.3760893992321799,radius,7.087854010259517e-07
254,261,302.44494774232174,80,3.7805618467790216,OK,,5.964330303968558,quadrant,2.7070196345108637e-07
254,266,311.51688709119236,80,3.8939610886399043,OK,,3.636130726405023,quadrant,1.719874454168275e-07
255,259,286.30829339053963,80,3.5788536673817455,OK,,20.27192954808458,quadrant,6.065888217782533e-07
255,269,300.10669682573416,80,3.751333710321677,OK,,13.884959849308109,quadrant,3.0427472551336734e-07
255,267,301.9471280361491,80,3.7743391004518636,OK,,40.00780976634436,quadrant,2.7752456037861445e-07
255,271,302.9116421967605,80,3.7863955274595065,OK,,28.34178255909072,quadrant,2.644583381332153e-07
255,274,320.9174697386317,80,4.011468371732897,OK,,42.70540355674453,quadrant,1.0748941203451689e-07
256,261,291.891238936663,80,3.6486404867082873,OK,,8.035782030858572,quadrant,4.5884106666667724e-07
256,266,309.18630196682545,80,3.8648287745853183,OK,,10.802454004017754,quadrant,1.93243439493704e-07
257,258,268.37041642819906,80,3.354630205352488,OK,,0.27279211044968743,quadrant,1.4873406647328517e-06
257,264,292.6534866275017,80,3.6581685828437713,OK,,21.723030691810994,quadrant,4.4168259160719985e-07
257,266,308.6549082964446,80,3.8581863537055576,OK,,4.493411373930571,radius,1.9844667458039612e-07
258,264,294.2904518057462,80,3.678630647571828,OK,,21.71013347799879,quadrant,4.0697153591050103e-07
258,266,307.17711463046703,80,3.839713932880838,OK,,4.221982707210055,quadrant+radius,2.1366515758075908e-07
260,265,311.8764130003534,80,3.8984551625044177,OK,,9.035448559794107,quadrant,1.689233711469362e-07
260,262,315.99682275623263,80,3.949960284452908,OK,,10.206210956338804,quadrant,1.3747261025722624e-07
260,263,316.4199370734614,80,3.9552492134182677,OK,,7.1525779520312796,quadrant,1.3459482689145323e-07
261,262,278.00381988392303,80,3.475047748549038,OK,,17.08292383606923,quadrant,9.188058545528212e-07
261,266,305.44608092863353,80,3.818076011607919,OK,,2.9696402144694343,quadrant,2.32982138193804e-07
262,263,268.06082407453135,80,3.350760300931642,OK,,11.912981631806334,quadrant,1.5105432498489727e-06
262,264,269.38215142293615,80,3.367276892786702,OK,,12.098591322422221,quadrant,1.4139723132221869e-06
262,266,310.6019486970844,80,3.8825243587135554,OK,,15.90677538322424,quadrant,1.800380832444923e-07
263,264,259.3598292544314,80,3.2419978656803927,OK,,1.1941550222254136,quadrant,2.3338496051027153e-06
263,265,281.23051860441876,80,3.5153814825552345,OK,,2.8882663879422643,quadrant,7.819102051087305e-07
264,265,285.3086421326477,80,3.5663580266580963,OK,,2.9865796048965745,quadrant+radius,6.376781763617459e-07
264,266,309.79271253687233,80,3.872408906710904,OK,,22.372882617211097,quadrant,1.8747213295087667e-07
265,355,287.0458816369885,80,3.5880735204623564,OK,,44.2034649886202,quadrant,5.846256659180323e-07
265,363,291.7445775581415,80,3.6468072194767687,OK,,48.215356096546046,quadrant,4.622181468824356e-07
265,346,291.7977677390822,80,3.6474720967385275,OK,,32.07471803421295,quadrant,4.609905067227438e-07
267,372,275.4791176791773,80,3.4434889709897165,OK,,10.422372928791766,quadrant,1.0424301541253455e-06
267,281,300.5984447588923,80,3.7574805594861536,OK,,6.320032837478471,quadrant,2.968846260942605e-07
267,271,306.206805122053,80,3.827585064025663,OK,,12.170847237720833,quadrant,2.242867979374819e-07
267,274,319.0596359873326,80,3.9882454498416577,OK,,11.278723077988206,quadrant,1.1795274021392286e-07
268,269,283.71565064612014,80,3.5464456330765017,OK,,5.66920503811356,quadrant,6.905464941669754e-07
268,272,294.2905239993822,80,3.6786315499922773,OK,,11.123142007091614,quadrant,4.06970066875407e-07
268,271,304.453369659186,80,3.8056671207398254,OK,,22.23945290846183,quadrant,2.4483814363119577e-07
269,271,302.41395040092,80,3.7801743800114997,OK,,19.8209285280113,quadrant,2.7112184080303934e-07
270,372,280.03386290057966,80,3.500423286257246,OK,,16.19599138192251,quadrant,8.301220116023222e-07
270,281,296.84856259347515,80,3.7106070324184395,OK,,4.322064643434396,radius,3.581091066948585e-07
270,273,293.0570592896608,80,3.66321324112076,OK,,9.879303037112965,quadrant,4.328593603965754e-07
270,278,302.9044490780286,80,3.7863056134753577,OK,,1.5993101675689165,quadrant,2.6455346925071715e-07
270,276,332.05588589260697,80,4.150698573657587,OK,,27.51646182531211,quadrant,6.158827689709184e-08
271,272,301.34654464219034,80,3.766831808027379,OK,,25.467778386909284,quadrant,2.859847834936823e-07
271,281,303.4504685789889,80,3.7931308572373608,OK,,15.268299731765168,quadrant,2.5742860203271104e-07
272,280,314.94590692342877,80,3.9368238365428594,OK,,14.23291945224137,quadrant,1.448893707357425e-07
272,276,318.12372493385305,80,3.976546561673163,OK,,14.659130403556194,quadrant,1.2360359004258542e-07
273,382,284.31213175723127,80,3.553901646965391,OK,,27.304268980127677,quadrant,6.702556783611277e-07
273,372,286.08098795374707,80,3.5760123494218385,OK,,23.806779022555133,quadrant,6.135221938302434e-07
273,275,297.63779332336514,80,3.7204724165420644,OK,,3.9726483756001674,quadrant,3.4425276542966985e-07
273,276,342.9681780748058,80,4.287102225935072,OK,,25.260558129797502,quadrant,3.568951446598032e-08
274,375,317.8719355452815,80,3.9733991943160185,OK,,17.24055227343392,quadrant,1.2516953015556064e-07
274,372,324.52932707303376,80,4.056616588412922,OK,,9.268374697944907,quadrant,8.972949051313869e-08
274,363,324.67135059203446,80,4.05839188240043,OK,,38.213467593597656,quadrant,8.909456264844688e-08
275,382,299.5258858192663,80,3.7440735727408287,OK,,25.562492354357772,quadrant,3.1324058767022777e-07
275,284,300.8134231555337,80,3.7601677894441714,OK,,28.127905163236363,quadrant,2.9371052668010695e-07
275,372,301.1878480188947,80,3.764848100236184,OK,,27.466811507489556,quadrant,2.8826305134819483e-07
275,276,321.29000954767156,80,4.016125119345895,OK,,24.945388607518332,quadrant,1.0550574005737526e-07
275,277,316.3863709008056,80,3.95482963626007,OK,,30.427852978792234,quadrant,1.3482090821540564e-07
275,289,305.29736732114594,80,3.816217091514324,OK,,24.012906029281776,quadrant,2.3472097561440328e-07
276,280,245.00376556891985,80,3.0625470696114983,OK,,12.449719271386629,quadrant,4.784216542470473e-06
276,277,256.65439773802035,80,3.2081799717252544,OK,,10.22988553740613,quadrant,2.6719022477071526e-06
276,279,261.878296203401,80,3.273478702542513,OK,,10.48756456623398,quadrant,2.0577141850157327e-06
276,281,326.4081047581539,80,4.080101309476924,OK,,30.851587456447337,quadrant,8.16842005168959e-08
276,278,329.80861943077167,80,4.122607742884646,OK,,28.683868987580823,quadrant,6.891231266107391e-08
277,279,255.78590018036374,80,3.1973237522545466,OK,,8.700339751447022,quadrant,2.790485371399459e-06
277,295,323.60841031575876,80,4.045105128946984,OK,,33.74872623157059,quadrant,9.395776014881256e-08
278,281,265.6167100409946,80,3.3202088755124324,OK,,2.724248058077961,quadrant,1.7068935071804915e-06
278,372,297.8330014525899,80,3.7229125181573735,OK,,14.795248662605193,quadrant,3.409090630059664e-07
279,280,262.09318793344335,80,3.2761648491680417,OK,,2.875955912482577,quadrant,2.0357232502721446e-06
281,372,298.1994633957162,80,3.7274932924464523,OK,,12.434674688940587,quadrant,3.3471943289245067e-07
282,290,261.1514810888337,80,3.264393513610421,OK,,1.5108835679021058,quadrant,2.133868444327426e-06
282,294,275.4109226610551,80,3.442636533263189,OK,,3.981479269636871,quadrant+radius,1.045990648036958e-06
282,296,293.7660865875424,80,3.6720760823442804,OK,,36.609267766490625,quadrant,4.177827278561142e-07
282,287,276.6022645832032,80,3.4575283072900396,OK,,1.5198402463887621,quadrant,9.85503430722144e-07
282,288,276.6022645832032,80,3.4575283072900396,OK,,1.5198402463887621,quadrant+radius,9.85503430722144e-07
282,297,290.9380059643246,80,3.6367250745540574,OK,,15.100787886768813,quadrant,4.812397269275897e-07
283,290,261.1514810888337,80,3.264393513610421,OK,,1.5108835679021058,quadrant+radius,2.133868444327426e-06
283,294,275.4109226610551,80,3.442636533263189,OK,,3.981479269636871,radius,1.045990648036958e-06
283,287,276.6022645832032,80,3.4575283072900396,OK,,1.5198402463887621,quadrant+radius,9.85503430722144e-07
283,288,276.6022645832032,80,3.4575283072900396,OK,,1.5198402463887621,radius,9.85503430722144e-07
283,296,293.7660865875424,80,3.6720760823442804,OK,,36.609267766490625,quadrant,4.177827278561142e-07
283,297,290.9380059643246,80,3.6367250745540574,OK,,15.100787886768813,quadrant,4.812397269275897e-07
284,289,268.3809428235766,80,3.354761785294708,OK,,9.745433550103103,quadrant,1.4865580539077858e-06
284,293,270.55369473677075,80,3.3819211842096344,OK,,9.866773606691922,quadrant,1.3335250120083885e-06
284,291,285.298210630707,80,3.5662276328838374,OK,,20.860892112631486,quadrant,6.380108601707124e-07
284,296,288.0106546612528,80,3.6001331832656596,OK,,21.545374913576037,quadrant,5.570935080718622e-07
284,295,293.6682267297502,80,3.6708528341218774,OK,,40.73797681416329,quadrant,4.1983194508716507e-07
285,297,260.9835491757742,80,3.2622943646971776,OK,,14.486559836889048,quadrant,2.1518611076795277e-06
285,287,265.0988786048199,80,3.3137359825602486,OK,,5.544468889963033,quadrant,1.7516647609638053e-06
285,288,265.0988786048199,80,3.3137359825602486,OK,,5.544468889963033,quadrant,1.7516647609638053e-06
285,299,301.80491531920757,80,3.7725614414900948,OK,,24.223859981039425,quadrant,2.795049691044217e-07
285,301,301.3811305536261,80,3.7672641319203266,OK,,34.331742511068505,quadrant,2.854906586410855e-07
285,298,335.54190374215943,80,4.194273796776993,OK,,24.223859981039425,quadrant,5.173686843196106e-08
286,292,275.9268317646692,80,3.449085397058365,OK,,3.4731721389536894,quadrant,1.0193538740162553e-06
286,305,279.42822134707063,80,3.492852766838383,OK,,32.53147039179446,quadrant,8.556443147118603e-07
286,306,279.42822134707063,80,3.492852766838383,OK,,32.53147039179446,quadrant,8.556443147118603e-07
286,301,286.6464150874534,80,3.5830801885931676,OK,,34.01082284969052,quadrant,5.964199795456875e-07
286,408,281.83097744925453,80,3.522887218115682,OK,,29.06293018426733,quadrant,7.587838577813413e-07
286,296,281.9635437809893,80,3.5245442972623664,OK,,10.311838918069284,quadrant,7.53771029809484e-07
286,392,285.09801213245555,80,3.5637251516556945,OK,,9.669166596567301,quadrant,6.444293717903761e-07
287,290,273.5737095831001,80,3.419671369788751,OK,,2.9785883722841504,radius,1.1466275615190672e-06
287,297,267.66725463726056,80,3.3458406829657568,OK,,14.728352967489194,quadrant,1.5405628337267745e-06
287,294,294.73161239931824,80,3.684145154991478,OK,,4.842704296504829,radius,3.980928290790254e-07
287,296,297.2303967447151,80,3.715379959308939,OK,,36.870847792454256,quadrant,3.5133704317906667e-07
288,297,267.66725463726056,80,3.3458406829657568,OK,,14.728352967489194,quadrant,1.5405628337267745e-06
288,290,273.5737095831001,80,3.419671369788751,OK,,2.9785883722841504,radius,1.1466275615190672e-06
288,294,294.73161239931824,80,3.684145154991478,OK,,4.842704296504829,radius,3.980928290790254e-07
289,293,257.6648911054462,80,3.2208111388180773,OK,,0.4871319451406461,quadrant,2.5402588942134995e-06
289,382,279.7473981409006,80,3.4968424767612576,OK,,13.213314962828528,quadrant,8.420976066418833e-07
290,294,277.7806211698087,80,3.4722577646226087,OK,,3.0507224666586223,quadrant,9.29117098206899e-07
291,292,277.7744154158298,80,3.4721801926978726,OK,,3.3077204595660388,quadrant,9.29405436544958e-07
291,382,283.53279793660437,80,3.5441599742075547,OK,,29.752452219884066,quadrant,6.968888578230938e-07
291,392,284.1671430724195,80,3.5520892884052437,OK,,7.973714484607156,quadrant,6.751323078709603e-07
291,393,284.1671430724195,80,3.5520892884052437,OK,,7.973714484607156,quadrant,6.751323078709603e-07
291,293,287.62924134856456,80,3.595365516857057,OK,,22.46570062280409,quadrant,5.67819603905569e-07
291,296,290.2257290260564,80,3.627821612825705,OK,,11.490685428491972,quadrant,4.986873696306834e-07
292,392,278.35443700352283,80,3.4794304625440353,OK,,8.670308928960198,quadrant,9.028387687137093e-07
292,296,281.41724211319803,80,3.5177155264149755,OK,,9.90949524960274,quadrant,7.746441257306387e-07
293,382,281.85186856844774,80,3.5231483571055966,OK,,13.062990096416941,quadrant,7.579916793899613e-07
293,392,285.4320356838923,80,3.567900446048654,OK,,26.482875485915987,quadrant,6.337560192887428e-07
293,393,285.4320356838923,80,3.567900446048654,OK,,26.482875485915987,quadrant,6.337560192887428e-07
294,296,296.4274187228816,80,3.7053427340360203,OK,,32.82642985407937,quadrant,3.6572983343093e-07
296,408,283.0507694388461,80,3.538134617985576,OK,,35.71470786578321,quadrant,7.138889121451807e-07
297,298,337.12695331755134,80,4.214086916469392,OK,,25.317530393699737,quadrant,4.7794863285136785e-08
298,300,312.39759163316205,80,3.9049698954145255,OK,,35.33082330507134,quadrant,1.6457826881031105e-07
298,317,318.6455025741934,80,3.9830687821774178,OK,,40.07320144618377,quadrant,1.2042061127760825e-07
299,317,318.2945936186428,80,3.978682420233035,OK,,40.07320144618377,quadrant,1.225520890100249e-07
299,300,323.0567111350355,80,4.038208889187944,OK,,35.33082330507134,quadrant,9.658565972960939e-08
300,301,267.4572677027206,80,3.343215846284008,OK,,2.777759440819763,quadrant,1.5568229479905949e-06
300,411,290.67429934416924,80,3.6334287418021156,OK,,11.730446207455124,quadrant,4.876270489612187e-07
300,305,293.8685044073275,80,3.673356305091594,OK,,9.4604105324117,quadrant,4.1564877657881197e-07
300,307,299.02411189688763,80,3.7378013987110954,OK,,41.17906487479828,quadrant,3.2119879872369703e-07
301,305,293.42296383882814,80,3.667787047985352,OK,,9.205587936287998,quadrant,4.2501210250656463e-07
301,306,293.42296383882814,80,3.667787047985352,OK,,9.205587936287998,quadrant,4.2501210250656463e-07
302,303,267.68150431153384,80,3.346018803894173,OK,,3.3135190732148954,quadrant,1.5394655987253173e-06
302,308,268.5175626662061,80,3.3564695333275765,OK,,1.267788933331387,quadrant,1.4764379919226696e-06
302,309,276.1725606282746,80,3.4521570078534323,OK,,3.0509422122261767,quadrant,1.0069062655666235e-06
302,401,279.6824005908022,80,3.496030007385028,OK,,36.77512472278533,quadrant,8.448387725247099e-07
302,318,283.34863796895195,80,3.5418579746118994,OK,,5.905080818823951,quadrant,7.033354438265902e-07
303,309,264.0423869071861,80,3.300529836339826,OK,,3.667300043512801,quadrant+radius,1.846683287690445e-06
303,318,276.4447891040652,80,3.455559863800815,OK,,2.97132487581128,quadrant,9.932936910967803e-07
303,308,266.10320088901125,80,3.3262900111126408,OK,,3.9248959619894337,quadrant+radius,1.6658750043245398e-06
303,325,279.43845501289906,80,3.4929806876612384,OK,,14.001208953256905,quadrant,8.55206607805828e-07
304,305,287.4156712751371,80,3.5926958909392135,OK,,3.691680260527628,quadrant,5.739155575352469e-07
304,306,287.4156712751371,80,3.5926958909392135,OK,,3.691680260527628,quadrant+radius,5.739155575352469e-07
304,401,297.08366471076954,80,3.713545808884619,OK,,12.448416590654858,quadrant,3.5392414177799624e-07
304,408,307.08328113905975,80,3.838541014238247,OK,,9.51949945378335,quadrant,2.146699602275404e-07
304,411,312.7144386525512,80,3.9089304831568903,OK,,3.6583855191806944,quadrant,1.6199150641467265e-07
305,408,280.9387226039649,80,3.511734032549561,OK,,7.825855295536282,quadrant,7.934017444250593e-07
306,408,280.9387226039649,80,3.511734032549561,OK,,7.825855295536282,quadrant,7.934017444250593e-07
307,309,270.7436445386577,80,3.384295556733221,OK,,4.311331060464715,quadrant,1.3209198249869931e-06
307,401,281.8501703562264,80,3.52312712945283,OK,,39.04993328063162,quadrant,7.580560436592078e-07
307,325,282.55144712715656,80,3.531893089089457,OK,,18.14151682382388,quadrant,7.319362943434625e-07
307,317,286.50276631072984,80,3.581284578884123,OK,,42.76985880351014,quadrant,6.007191503532205e-07
308,309,264.4281842093246,80,3.3053523026165577,OK,,4.318727164135394,radius,1.811402392026526e-06
308,412,273.2654912448889,80,3.415818640561111,OK,,26.69399286156408,quadrant,1.164435005686015e-06
308,401,275.02646115680636,80,3.4378307644600796,OK,,35.69891588276151,quadrant,1.0662923099595227e-06
308,419,282.53211218756553,80,3.5316514023445693,OK,,17.536616098896612,quadrant,7.326442336892176e-07
309,310,270.7436445386577,80,3.384295556733221,OK,,4.311331060464715,quadrant+radius,1.3209198249869931e-06
309,325,278.29120983403567,80,3.4786401229254458,OK,,15.220677297417057,quadrant,9.056974820340761e-07
309,401,279.4902468282733,80,3.4936280853534165,OK,,39.41616821841765,quadrant,8.529948376946504e-07
310,401,281.8501703562264,80,3.52312712945283,OK,,39.04993328063162,quadrant,7.580560436592078e-07
310,325,282.55144712715656,80,3.531893089089457,OK,,18.14151682382388,quadrant,7.319362943434625e-07
310,317,286.50276631072984,80,3.581284578884123,OK,,42.76985880351014,quadrant,6.007191503532205e-07
311,327,297.5818920036979,80,3.7197736500462235,OK,,6.603443546839889,quadrant,3.452163205968306e-07
311,312,301.99043377022616,80,3.774880422127827,OK,,15.759550415217205,quadrant,2.7692429025102575e-07
311,317,302.54256888791446,80,3.7817821110989307,OK,,48.76205764725937,quadrant,2.6938387112078436e-07
312,327,259.5052289440613,80,3.243815361800766,OK,,14.23302935779587,quadrant,2.316944080600322e-06
312,324,265.4956815392555,80,3.3186960192406936,OK,,12.845027094731162,quadrant,1.7172539615108138e-06
312,326,267.2194179901842,80,3.340242724877302,OK,,12.277318715478332,quadrant,1.5754479719250066e-06
312,317,284.0283443449801,80,3.5503543043122514,OK,,40.99472763187545,quadrant,6.798339789087453e-07
312,325,274.64216132251136,80,3.433027016531392,OK,,45.5052448398624,quadrant,1.0869792207801139e-06
313,322,260.0206254535294,80,3.2502578181691177,OK,,10.349316092608968,quadrant,2.2579995925672686e-06
313,321,271.687748712114,80,3.396096858901425,OK,,9.868539229631885,quadrant,1.260014365839831e-06
313,325,273.7940680611879,80,3.4224258507648484,OK,,25.307360265218207,quadrant,1.134063448620575e-06
313,324,269.2183284783845,80,3.365229105979806,OK,,22.267574021290862,quadrant,1.4256019335577626e-06
313,323,269.235194405817,80,3.365439930072713,OK,,9.69665552602653,quadrant,1.4244002353848782e-06
313,315,269.5014841473145,80,3.3687685518414314,OK,,9.640902288919465,quadrant,1.4055607740574284e-06
313,320,272.74531699996646,80,3.409316462499581,OK,,10.238262163249274,quadrant,1.1951177402860028e-06
313,426,292.9906447972855,80,3.6623830599660687,OK,,11.555396841595623,quadrant,4.3429915639103205e-07
314,331,258.63167504931175,80,3.232895938116397,OK,,7.069445616376142,quadrant,2.420385452792638e-06
314,330,261.37126963814956,80,3.2671408704768696,OK,,9.107340053244128,quadrant,2.1105468321270647e-06
314,315,261.91406125275074,80,3.273925765659384,OK,,7.689978021438136,quadrant,2.0540377607141347e-06
314,335,262.20807867114905,80,3.2776009833893633,OK,,6.541105543900529,quadrant,2.0240624878793504e-06
314,316,262.8385230994439,80,3.2854815387430483,OK,,8.873585355989412,quadrant,1.961254663714826e-06
314,332,263.50967750917164,80,3.2938709688646455,OK,,5.797417221888545,quadrant,1.89653148284192e-06
314,319,264.17987947013813,80,3.3022484933767267,OK,,6.038712205594303,quadrant,1.8340315645543772e-06
314,322,264.1363883279104,80,3.3017048540988805,OK,,6.270402143955779,quadrant,1.8380241103717374e-06
314,334,270.77075685870614,80,3.384634460733827,OK,,13.779895178709934,quadrant,1.3191303781097726e-06
315,323,255.91622769341438,80,3.1989528461676797,OK,,1.1033020967083431,radius,2.7723606383870403e-06
315,316,262.14956654115593,80,3.276869581764449,OK,,4.828227024913169,radius,2.029992768854026e-06
315,319,260.25720295122625,80,3.253215036890328,OK,,3.2587442855140765,quadrant+radius,2.2314473490832935e-06
315,320,261.403469476518,80,3.267543368456475,OK,,3.2578032348888812,quadrant,2.1071516026632796e-06
315,322,264.40087019650565,80,3.3050108774563207,OK,,3.5586581224464613,radius,1.813877915461536e-06
315,321,282.0296155394086,80,3.5253701942426074,OK,,0.34465737960926096,quadrant,7.512849896273806e-07
316,416,263.1137833545762,80,3.2889222919322023,OK,,15.042642129221209,quadrant,1.934446792458261e-06
316,323,262.23445269294604,80,3.2779306586618255,OK,,4.022236361114752,quadrant,2.0213951135918924e-06
316,431,269.37042225739043,80,3.36713027821738,OK,,6.069940823435496,quadrant,1.4148017921927603e-06
316,436,272.83592084786955,80,3.410449010598369,OK,,11.88267756052972,quadrant,1.1897158719773937e-06
316,321,282.7243384965663,80,3.5340542312070786,OK,,4.483939074241839,quadrant+radius,7.256362905704368e-07
316,418,290.6455700881298,80,3.633069626101622,OK,,17.043052380595174,quadrant,4.883280104102798e-07
318,409,282.4497285923482,80,3.5306216074043526,OK,,15.724667425052093,quadrant,7.356683511542637e-07
318,325,286.63233518580495,80,3.5829041898225618,OK,,13.08244286419489,quadrant,5.968400041086127e-07
318,427,290.9791106255251,80,3.6372388828190636,OK,,10.041354066358247,quadrant,4.802516828092692e-07
319,322,255.32226238978407,80,3.191528279872301,OK,,0.43131213992665746,quadrant+radius,2.8559297261221084e-06
319,323,259.12439255304855,80,3.2390549069131067,OK,,4.357388213218967,radius,2.3614856420240227e-06
319,320,264.4758415248613,80,3.3059480190607666,OK,,0.30222834749302285,quadrant,1.8070912017922498e-06
319,321,274.8529141010429,80,3.4356614262630365,OK,,3.502722043495406,radius,1.0755851648888288e-06
320,323,260.6580234394844,80,3.258225292993555,OK,,4.361029706134159,radius,2.1871720018374826e-06
320,322,266.57388724433764,80,3.3321735905542207,OK,,0.3009129025265685,quadrant,1.627127508935782e-06
320,321,288.5010475004384,80,3.60626309375548,OK,,3.5225241420144844,radius,5.435998802163955e-07
321,322,274.4437666933835,80,3.4305470836672938,OK,,3.822419782455979,radius,1.0978154199843324e-06
321,323,283.0741944972707,80,3.538427431215884,OK,,0.8727098317463635,quadrant,7.130532571486052e-07
322,324,266.50128478503996,80,3.3312660598129993,OK,,17.170576545027895,quadrant,1.6330449158319046e-06
322,323,262.473682781833,80,3.2809210347729127,OK,,4.661861874764867,radius,1.99736022026906e-06
323,436,277.83193933116144,80,3.472899241639518,OK,,15.754777892262837,quadrant,9.267361251341753e-07
324,326,271.3698706279822,80,3.3921233828497774,OK,,14.078559890757512,quadrant,1.2802009100169213e-06
324,334,273.75536419100143,80,3.421942052387518,OK,,13.69519688324012,quadrant,1.136260205734993e-06
324,325,274.4294317614124,80,3.4303678970176548,OK,,39.81704450620724,quadrant,1.0986025575078219e-06
325,427,266.52808783094093,80,3.331601097886762,OK,,14.98888364371363,quadrant,1.6308578527661577e-06
325,426,287.9853143926669,80,3.599816429908336,OK,,20.273738143201246,quadrant,5.57799800374392e-07
326,334,266.9532139151325,80,3.3369151739391563,OK,,15.050014504362327,quadrant,1.5965576810462707e-06
326,327,267.8152959844035,80,3.347691199805044,OK,,8.069447582563713,quadrant,1.5292015841051838e-06
328,329,253.1936264611083,80,3.1649203307638536,OK,,1.5074927814062478,quadrant+radius,3.1766565201263657e-06
328,333,254.2153920871672,80,3.17769240108959,OK,,0.6906525999748053,quadrant,3.018442450888823e-06
328,332,262.84568660760226,80,3.285571082595028,OK,,2.9458311481524864,radius,1.960552316314908e-06
328,338,267.6118548527548,80,3.345148185659435,OK,,2.257649773072227,radius,1.5448360918842668e-06
328,335,277.9910136228925,80,3.4748876702861566,OK,,3.3260289715544777,quadrant+radius,9.193943663290871e-07
328,337,275.70733856998186,80,3.446341732124773,OK,,3.5461123969063277,radius,1.0306025482164729e-06
329,332,248.5215697958775,80,3.106519622448469,OK,,1.814711827371192,quadrant+radius,4.0125705392235145e-06
329,333,253.34334960402558,80,3.1667918700503197,OK,,1.3774430628290804,quadrant,3.152964362473228e-06
329,338,258.7538817530295,80,3.2344235219128685,OK,,1.9719165331644557,radius,2.405641178500596e-06
329,337,264.4665722108587,80,3.305832152635734,OK,,3.8724530541087394,radius,1.8079289206932818e-06
329,331,267.16019539754967,80,3.339502442469371,OK,,2.3923921155605767,radius,1.580119991411785e-06
329,335,268.6506488916079,80,3.3581331111450985,OK,,2.586727469431428,quadrant,1.4666459298006673e-06
330,335,264.0077202941773,80,3.3000965036772163,OK,,4.047079629174379,quadrant,1.8498869761582527e-06
330,334,271.58636652207764,80,3.3948295815259706,OK,,8.483183018631587,quadrant,1.2664177326061281e-06
331,337,249.23981890902414,80,3.115497736362802,OK,,1.9107365068777808,quadrant,3.871026094179808e-06
331,338,249.26108868102185,80,3.115763608512773,OK,,0.5535025109522558,quadrant,3.866911490363723e-06
