src_rep_id,dst_rep_id,dtw_cost,dtw_steps,dtw_cost_per_step,dtw_status,dtw_error,dist_km,source
916,918,295.72141184726934,80,3.696517648090867,OK,,0.022437772381152046,quadrant
917,918,294.3694981899943,80,3.679618727374929,OK,,0.022437772381152046,quadrant+radius
229,234,229.0609998893775,80,2.863262498617219,OK,,0.030287291098311995,quadrant
232,236,229.4327400476037,80,2.867909250595046,OK,,0.06933055945087782,quadrant
229,236,225.48406251471346,80,2.818550781433918,OK,,0.07209270147996648,quadrant
170,175,229.5770819575267,80,2.8697135244690837,OK,,0.0723818361725932,quadrant
233,234,236.10354971986547,80,2.951294371498318,OK,,0.08029192292515103,quadrant
229,233,231.22339923177142,80,2.890292490397143,OK,,0.08237536359933877,quadrant+radius
234,236,233.06875595918655,80,2.913359449489832,OK,,0.08878290969106986,radius
227,232,233.77480249562527,80,2.922185031195316,OK,,0.08991536595501336,quadrant
231,236,223.93722657373772,80,2.7992153321717215,OK,,0.09139557211747296,quadrant
226,227,235.34746033811348,80,2.9418432542264186,OK,,0.09410948515602954,quadrant
132,134,302.56171528826434,80,3.7820214411033044,OK,,0.10215553038819784,quadrant
231,232,227.2598911626855,80,2.840748639533569,OK,,0.10383275027184716,quadrant+radius
228,233,224.10786893566944,80,2.801348361695868,OK,,0.10406180250322561,quadrant
201,202,295.83547846027847,80,3.697943480753481,OK,,0.12161509064720576,quadrant
229,232,226.78023300390487,80,2.8347529125488107,OK,,0.12512115014872627,quadrant+radius
232,234,228.56215918373644,80,2.8570269897967053,OK,,0.12701858427808005,quadrant+radius
230,235,239.21429877893942,80,2.990178734736743,OK,,0.12984442371325447,quadrant
233,236,229.5013150992218,80,2.8687664387402725,OK,,0.15396224914172982,radius
227,236,233.01605254636348,80,2.9127006568295437,OK,,0.15845700683327868,radius
229,231,229.49668640652393,80,2.8687085800815493,OK,,0.1600801495007337,radius
228,229,228.42013569895897,80,2.855251696236987,OK,,0.16483623377875412,quadrant+radius
196,198,242.9385319662343,80,3.036731649577929,OK,,0.17377915054640564,quadrant
196,199,242.9385319662343,80,3.036731649577929,OK,,0.17377915054640564,quadrant+radius
197,198,242.9385319662343,80,3.036731649577929,OK,,0.17377915054640564,quadrant+radius
197,199,242.9385319662343,80,3.036731649577929,OK,,0.17377915054640564,radius
228,234,227.9261931544132,80,2.849077414430165,OK,,0.17610314767322321,radius
227,231,231.90045141449409,80,2.8987556426811762,OK,,0.1768643919561165,quadrant+radius
188,189,246.0726651970458,80,3.0759083149630726,OK,,0.17762993679867914,quadrant
231,234,235.28337810767914,80,2.9410422263459894,OK,,0.17997625325527003,radius
226,232,233.50142059544152,80,2.918767757443019,OK,,0.1832316902007253,radius
227,234,222.14440228379277,80,2.7768050285474097,OK,,0.19430666293023027,radius
89,90,256.76270653516906,80,3.209533831689613,OK,,0.20140764882699372,quadrant
30,32,303.421287059209,80,3.792766088240113,OK,,0.20141883585662276,quadrant
30,38,295.0687172450658,80,3.688358965563322,OK,,0.20141883585662276,quadrant+radius
30,39,309.1592545622327,80,3.864490682027909,OK,,0.20141883585662276,quadrant+radius
32,40,304.74633224183975,80,3.809329153022997,OK,,0.20141883585662276,quadrant+radius
38,40,295.6586112870966,80,3.695732641088708,OK,,0.20141883585662276,radius
39,40,309.01295820338254,80,3.862661977542282,OK,,0.20141883585662276,radius
645,648,274.04634901454114,80,3.425579362681764,OK,,0.2016122928344406,quadrant
227,229,229.20195439135352,80,2.865024429891919,OK,,0.20249805448524474,radius
232,233,230.03372032127302,80,2.875421504015913,OK,,0.20507764250376778,radius
887,897,270.01387149519985,80,3.375173393689998,OK,,0.22390554921745215,quadrant
228,236,226.31361209290722,80,2.8289201511613404,OK,,0.22434556209402684,quadrant+radius
646,648,275.9923482370324,80,3.4499043529629048,OK,,0.22499213761192333,quadrant
961,964,264.9796904334084,80,3.3122461304176047,OK,,0.22512358285430714,quadrant
231,233,229.69334283332975,80,2.871166785416622,OK,,0.23827458739546,radius
226,236,237.02556361627714,80,2.9628195452034642,OK,,0.25228069952478405,radius
226,231,232.27124059017717,80,2.903390507377215,OK,,0.2585416602172508,radius
540,541,262.0031685817336,80,3.27503960727167,OK,,0.2646804901125279,quadrant
778,779,277.2785676646953,80,3.465982095808691,OK,,0.2720230932559035,quadrant
257,258,268.37041642819906,80,3.354630205352488,OK,,0.27279211044968743,quadrant
227,233,239.34060194677676,80,2.9917575243347097,OK,,0.27441529368443884,radius
168,174,214.04880449211788,80,2.6756100561514735,OK,,0.2803735191127823,quadrant
226,234,236.3198662182732,80,2.953998327728415,OK,,0.2841227981236577,radius
228,232,225.63711808693864,80,2.820463976086733,OK,,0.2879240583522131,radius
31,32,287.5588461573832,80,3.5944855769672897,OK,,0.2891129736614513,quadrant
31,38,272.94481443770593,80,3.411810180471324,OK,,0.2891129736614513,quadrant+radius
31,39,312.32341282715475,80,3.9040426603394343,OK,,0.2891129736614513,quadrant+radius
32,35,281.2150501900286,80,3.5151881273753576,OK,,0.2891129736614513,quadrant+radius
35,38,272.9881264370907,80,3.412351580463634,OK,,0.2891129736614513,radius
35,39,314.44444326883655,80,3.930555540860457,OK,,0.2891129736614513,radius
228,231,229.56580997875994,80,2.8695726247344995,OK,,0.289352081368901,quadrant+radius
226,229,241.8007606825073,80,3.0225095085313414,OK,,0.2950323319379121,radius
320,322,266.57388724433764,80,3.3321735905542207,OK,,0.3009129025265685,quadrant
319,320,264.4758415248613,80,3.3059480190607666,OK,,0.30222834749302285,quadrant
980,983,271.1089102800994,80,3.3888613785012422,OK,,0.3055656200268067,quadrant
636,639,273.6500751663925,80,3.4206259395799066,OK,,0.3298071530981599,quadrant
707,711,290.74451829948305,80,3.634306478743538,OK,,0.3352989954677534,quadrant
12,8,312.2834492532368,80,3.9035431156654603,OK,,0.3406329262888235,quadrant
315,321,282.0296155394086,80,3.5253701942426074,OK,,0.34465737960926096,quadrant
5,6,282.55788049641683,80,3.5319735062052104,OK,,0.3612061346628099,quadrant
226,233,237.52724121588818,80,2.9690905151986025,OK,,0.3631646829709311,radius
645,646,279.4147385345438,80,3.4926842316817974,OK,,0.3636272133383926,quadrant+radius
435,437,241.6759144634149,80,3.0209489307926862,OK,,0.3638709822268834,quadrant
227,228,231.56608605260567,80,2.8945760756575707,OK,,0.36722309176405876,radius
707,709,275.0113413852805,80,3.4376417673160065,OK,,0.36834454713298925,quadrant
190,194,255.37215323883876,80,3.1921519154854847,OK,,0.3791321250651941,quadrant
194,195,257.6384656553989,80,3.2204808206924858,OK,,0.3791321250651941,quadrant+radius
633,638,272.42168092252854,80,3.4052710115316067,OK,,0.3875251356762099,quadrant
132,133,332.7398384027792,80,4.15924798003474,OK,,0.3952534919784245,quadrant
373,377,271.3119608321849,80,3.3913995104023114,OK,,0.39605198581605733,quadrant
185,186,233.778632036433,80,2.9222329004554126,OK,,0.4000211448306867,quadrant
2,4,276.2002359526817,80,3.452502949408521,OK,,0.4082655574780566,quadrant
3,4,305.3248861978189,80,3.8165610774727363,OK,,0.4082655574780566,quadrant+radius
865,866,273.2949748857655,80,3.4161871860720687,OK,,0.4088866252406285,quadrant
825,835,288.7990652628318,80,3.6099883157853974,OK,,0.41487035502672936,quadrant
1,2,277.87700872587925,80,3.473462609073491,OK,,0.42408541549865125,quadrant
1,3,308.28840607547784,80,3.853605075943473,OK,,0.42408541549865125,quadrant+radius
319,322,255.32226238978407,80,3.191528279872301,OK,,0.43131213992665746,quadrant+radius
652,653,285.0859744193602,80,3.5635746802420023,OK,,0.43343558422445916,quadrant
221,222,264.867573564993,80,3.3108446695624125,OK,,0.4357697021997755,quadrant
226,228,235.2798541586969,80,2.9409981769837112,OK,,0.4591120236630193,radius
602,610,275.8027875167798,80,3.4475348439597475,OK,,0.4656770681175396,quadrant
633,637,265.77898618731774,80,3.3222373273414716,OK,,0.4811788886413578,quadrant
289,293,257.6648911054462,80,3.2208111388180773,OK,,0.4871319451406461,quadrant
228,230,236.4724816679035,80,2.955906020848794,OK,,0.4883401626842949,quadrant+radius
30,31,277.19561700604237,80,3.46494521257553,OK,,0.4898796392623482,radius
30,35,291.63291491238743,80,3.645411436404843,OK,,0.4898796392623482,radius
31,40,277.52413364526166,80,3.469051670565771,OK,,0.4898796392623482,radius
35,40,291.8143702361527,80,3.6476796279519084,OK,,0.4898796392623482,radius
228,235,256.19464060122914,80,3.2024330075153644,OK,,0.49008936281554233,quadrant
644,654,275.3227925914534,80,3.441534907393167,OK,,0.49240285591351457,quadrant
133,134,308.49817343260605,80,3.8562271679075755,OK,,0.497408798597773,radius
909,913,306.27362764296083,80,3.8284203455370105,OK,,0.5084411030782766,quadrant
911,913,276.5105889792579,80,3.4563823622407233,OK,,0.5084411030782766,quadrant+radius
172,173,276.9343282681635,80,3.4616791033520435,OK,,0.5130272566170215,quadrant
632,636,283.99459164031674,80,3.5499323955039594,OK,,0.5151381255420473,quadrant
634,636,283.99459164031674,80,3.5499323955039594,OK,,0.5151381255420473,quadrant+radius
554,555,284.0411530400113,80,3.5505144130001414,OK,,0.5195063954196393,quadrant
233,235,258.9803131099453,80,3.2372539138743166,OK,,0.5440209542137339,quadrant+radius
664,665,265.40412374089425,80,3.317551546761178,OK,,0.5517314298864604,quadrant
331,338,249.26108868102185,80,3.115763608512773,OK,,0.5535025109522558,quadrant
794,798,286.2967994292507,80,3.578709992865634,OK,,0.5608371467664093,quadrant
230,233,234.9539476444007,80,2.936924345555009,OK,,0.562591588096769,radius
461,462,250.2132818641766,80,3.1276660233022073,OK,,0.5706427312802383,quadrant
709,711,288.24537292700114,80,3.6030671615875143,OK,,0.5994236950211849,quadrant+radius
704,713,283.758388624857,80,3.5469798578107126,OK,,0.6017689884244094,quadrant
1,4,278.91420109705575,80,3.486427513713197,OK,,0.6054977507396171,quadrant+radius
253,258,265.831751920005,80,3.3228968990000625,OK,,0.618057825093883,quadrant
234,235,248.447446999903,80,3.1055930874987876,OK,,0.62038544318624,radius
453,456,280.60902110744826,80,3.5076127638431034,OK,,0.6217622172854073,quadrant
454,456,280.60902110744826,80,3.5076127638431034,OK,,0.6217622172854073,quadrant+radius
61,64,280.43756231880815,80,3.5054695289851017,OK,,0.6225228177200713,quadrant
632,639,275.6975117241854,80,3.4462188965523177,OK,,0.625236248529667,quadrant+radius
634,639,275.6975117241854,80,3.4462188965523177,OK,,0.625236248529667,quadrant+radius
