rep_id,status,n_raw,n_finite_gr,z_min,z_max,z_fin_min,z_fin_max,n_samples,p_lo,p_hi,p_lo_val,p_hi_val,fill_nans,max_gap_depth,imputed_frac_rs
259,OK,11361,11291,0.0,5680.0,0.0,5645.0,400,1.0,99.0,19.202101263157957,168.05837771428767,True,,0.0075
260,OK,5981,5892,2.5,2992.5,3.0,2948.5,400,1.0,99.0,7.9865804912279055,134.0050111679186,True,,0.0175
261,OK,8437,8433,1647.0,5865.0,1648.0,5864.0,400,1.0,99.0,16.961428571428588,175.93285714286097,True,,0.005
262,OK,8284,8166,1710.0,5851.5,1710.0,5792.5,400,1.0,99.0,13.42731277443601,189.52937787970058,True,,0.015
263,OK,8328,8210,1700.0,5863.5,1700.0,5804.5,400,1.0,99.0,14.028782639097397,228.50353835337177,True,,0.015
264,OK,8227,8108,1750.0,5863.0,1750.0,5803.5,400,1.0,99.0,17.240668796992516,219.04548356392363,True,,0.015
265,OK,8787,8669,1610.0,6003.0,1610.0,5944.0,400,1.0,99.0,13.800772694235683,141.80680818798555,True,,0.015
266,OK,2419,2419,4396.0,5605.0,4396.0,5605.0,400,1.0,99.0,17.85353383458676,161.77578947367527,True,,0.0
267,OK,6912,6783,1760.0,5215.5,1760.0,5151.0,400,1.0,99.0,16.29989990225561,164.59174240351757,True,,0.02
268,OK,5352,5265,0.0,2675.5,0.0,2632.0,400,1.0,99.0,7.640388210526346,100.87552872180461,True,,0.0175
269,OK,5359,5271,0.0,2679.0,0.0,2635.0,400,1.0,99.0,12.65531428571444,142.8873702857141,True,,0.0175
270,OK,6531,6446,1690.0,4955.0,1690.0,4912.5,400,1.0,99.0,12.941220413533472,149.7133694335947,True,,0.015
271,OK,1061,1041,2450.0,2980.0,2450.0,2970.0,400,1.0,99.0,25.427550451127832,136.33267446115383,True,,0.02
272,OK,5101,4999,245.0,2795.0,245.0,2744.0,400,1.0,99.0,26.958196060150456,133.4661340676684,True,,0.02
273,OK,10385,10352,130.0,5322.0,130.0,5309.5,400,1.0,99.0,14.463016842105008,186.5546181620697,True,,0.0025
274,OK,1141,1141,2400.0,2970.0,2400.0,2970.0,400,1.0,99.0,1.288,112.14929857142835,True,,0.0
275,OK,1401,1401,2500.0,3200.0,2500.0,3200.0,400,1.0,99.0,27.986550526314627,131.56256333334497,True,,0.0
276,OK,351,351,2152.0,2852.0,2152.0,2852.0,400,1.0,99.0,0.0,117.82050000000032,True,,0.0
277,OK,366,366,2250.0,2980.0,2250.0,2980.0,400,1.0,99.0,0.0,117.29478947368516,True,,0.0
278,OK,501,501,4660.0,4910.0,4660.0,4910.0,400,1.0,99.0,21.856572498746118,193.35040593483802,True,,0.0
279,OK,399,399,2052.0,2848.0,2052.0,2848.0,400,1.0,99.0,0.0,120.77944611528827,True,,0.0
280,OK,364,364,2128.0,2854.0,2128.0,2854.0,400,1.0,99.0,0.0,117.23540375939847,True,,0.0
281,OK,501,501,4660.0,4910.0,4660.0,4910.0,400,1.0,99.0,23.627824927318215,176.56621005262247,True,,0.0
282,OK,10453,10366,0.0,5226.0,0.0,5182.5,400,1.0,99.0,12.622968571428101,184.6314964661784,True,,0.01
283,OK,10453,10366,0.0,5226.0,0.0,5182.5,400,1.0,99.0,12.622968571428101,184.6314964661784,True,,0.01
284,OK,10408,10330,0.0,5203.5,0.0,5164.5,400,1.0,99.0,13.298044270676714,173.41299473684484,True,,0.0075
285,OK,10429,10355,0.0,5214.0,0.0,5177.0,400,1.0,99.0,10.706814947368823,213.33130514286037,True,,0.0075
286,OK,9974,9896,0.0,4986.5,0.0,4947.5,400,1.0,99.0,14.87604334586481,164.89051924808777,True,,0.01
287,OK,10505,10419,0.0,5252.0,0.0,5209.0,400,1.0,99.0,16.53584071428637,222.07655793232908,True,,0.01
288,OK,10505,10419,0.0,5252.0,0.0,5209.0,400,1.0,99.0,16.53584071428637,222.07655793232908,True,,0.01
289,OK,10015,9942,0.0,5007.0,0.0,4970.5,400,1.0,99.0,15.186978556390258,188.48895774440845,True,,0.0075
290,OK,10497,10439,0.0,5248.0,0.0,5219.0,400,1.0,99.0,12.467086977443488,189.7083605012853,True,,0.0075
291,OK,10815,10737,0.0,5407.0,0.0,5368.0,400,1.0,99.0,10.96397955889722,143.2278971428401,True,,0.0075
292,OK,10104,10026,0.0,5051.5,0.0,5012.5,400,1.0,99.0,13.34280307017541,129.2854160025093,True,,0.01
293,OK,10018,9940,0.0,5008.5,0.0,4969.5,400,1.0,99.0,18.704881315788132,172.77268447368,True,,0.01
294,OK,10212,10134,0.0,5105.5,0.0,5066.5,400,1.0,99.0,12.90933187969912,159.66337354636337,True,,0.01
295,OK,6401,6237,2600.0,5800.0,2622.0,5740.0,400,1.0,99.0,157.6988589756289,339.2448135232031,True,,0.0275
296,OK,9715,9655,245.0,5102.0,245.0,5072.0,400,1.0,99.0,23.051091699248325,159.68589515789412,True,,0.0075
297,OK,10457,10383,0.0,5228.0,0.0,5191.0,400,1.0,99.0,13.39207182957435,231.48456721804513,True,,0.0075
298,OK,507,398,1000.0,1253.0,1000.0,1198.5,400,1.0,99.0,75.37784474436106,218.81688036090273,True,,0.215
299,OK,2049,1939,230.0,1254.0,230.0,1199.0,400,1.0,99.0,77.19246864912282,256.53685729824457,True,,0.055
300,OK,8980,8893,466.0,4955.5,466.0,4912.0,400,1.0,99.0,18.756608458644727,189.35741041353558,True,,0.01
301,OK,8926,8840,450.0,4912.5,450.0,4869.5,400,1.0,99.0,10.195184473683907,194.80447394736925,True,,0.01
302,OK,10076,10000,2.5,5040.0,3.0,5002.5,400,1.0,99.0,16.20077884711783,211.6964445864659,True,,0.01
303,OK,9441,9373,295.0,5015.0,295.0,4981.0,400,1.0,99.0,24.129956872180117,197.6548612330827,True,,0.0075
304,OK,9061,8991,200.0,4730.0,200.0,4695.0,400,1.0,99.0,23.490326015037812,392.1709613157896,True,,0.01
305,OK,9061,9004,295.0,4825.0,295.0,4796.5,400,1.0,99.0,20.18600772931853,201.03517816543152,True,,0.0075
306,OK,9061,9004,295.0,4825.0,295.0,4796.5,400,1.0,99.0,20.18600772931853,201.03517816543152,True,,0.0075
307,OK,9581,9517,345.0,5135.0,345.0,5103.0,400,1.0,99.0,22.671463007518685,214.75761476684312,True,,0.0075
308,OK,9421,9346,295.0,5005.0,295.0,4967.5,400,1.0,99.0,26.51122894736838,246.6799020676595,True,,0.01
309,OK,9341,9279,345.0,5015.0,345.0,4984.0,400,1.0,99.0,23.8650738947411,255.35359879699863,True,,0.0075
310,OK,9581,9517,345.0,5135.0,345.0,5103.0,400,1.0,99.0,22.671463007518685,214.75761476684312,True,,0.0075
311,OK,4810,4736,3250.0,5654.5,3250.0,5617.5,400,1.0,99.0,16.685064210526278,155.66403200004888,True,,0.0175
312,OK,10509,10429,-2.0,5252.0,-2.0,5212.0,400,1.0,99.0,21.432024711779164,212.25312488721602,True,,0.01
313,OK,10337,10267,-3.0,5165.0,-3.0,5130.0,400,1.0,99.0,21.7864382857108,268.02394152380975,True,,0.0075
314,OK,10117,10046,-5.0,5053.0,-5.0,5017.5,400,1.0,99.0,18.414189624060477,218.63657272180478,True,,0.0075
315,OK,10221,10143,-5.0,5105.0,-5.0,5066.0,400,1.0,99.0,20.350960087719027,200.6352683333333,True,,0.01
316,OK,9841,9768,-5.0,4915.0,-5.0,4878.5,400,1.0,99.0,26.29661575939752,213.7257798195492,True,,0.0075
317,OK,10317,10231,345.0,5503.0,345.0,5460.0,400,1.0,99.0,19.50818964912349,197.74181812029641,True,,0.01
318,OK,9473,9399,295.0,5031.0,295.0,4994.0,400,1.0,99.0,23.1429290100249,267.7860711904813,True,,0.01
319,OK,10211,10132,0.0,5105.0,0.0,5065.5,400,1.0,99.0,21.956619849625742,230.02820562656717,True,,0.01
320,OK,9811,9732,0.0,4905.0,0.0,4865.5,400,1.0,99.0,17.705374323308188,208.80588943609047,True,,0.01
321,OK,9911,9848,0.0,4955.0,0.0,4923.5,400,1.0,99.0,25.79737590977402,299.2702189774437,True,,0.0075
322,OK,10221,10146,-5.0,5105.0,-5.0,5067.5,400,1.0,99.0,23.152315999999697,220.60362940350896,True,,0.0075
323,OK,10221,10164,-5.0,5105.0,-5.0,5076.5,400,1.0,99.0,22.685185333333568,203.52601270175495,True,,0.0075
324,OK,10217,10140,-3.0,5105.0,-3.0,5066.5,400,1.0,99.0,23.846161240601003,253.3472680827069,True,,0.01
325,OK,10075,9997,0.0,5037.0,0.0,4998.0,400,1.0,99.0,18.788198684210826,220.36460601499746,True,,0.01
326,OK,10316,10232,0.0,5157.5,0.0,5115.5,400,1.0,99.0,15.729886428571174,221.12147655387972,True,,0.01
327,OK,10788,10711,0.0,5393.5,0.0,5355.0,400,1.0,99.0,15.97414168421213,229.61266799999953,True,,0.0075
328,OK,9627,9553,-3.0,4810.0,-3.0,4773.0,400,1.0,99.0,22.158089824561397,315.45013055137855,True,,0.01
329,OK,9421,9349,-5.0,4705.0,-5.0,4669.0,400,1.0,99.0,22.03979804511352,250.78697954887238,True,,0.01
330,OK,9658,9590,-2.0,4826.5,-2.0,4826.5,400,1.0,99.0,24.14067183458595,226.2302767216925,True,,0.0
331,OK,9636,9636,-2.0,4815.5,-2.0,4815.5,400,1.0,99.0,15.749704804511277,196.5082387744359,True,,0.0
332,OK,9557,9471,-3.0,4775.0,-3.0,4732.0,400,1.0,99.0,22.87207634085184,226.73337969924785,True,,0.01
333,OK,9517,9438,-3.0,4755.0,-3.0,4715.5,400,1.0,99.0,24.981911203003797,272.4526771428572,True,,0.01
334,OK,9889,9815,-3.0,4941.0,-3.0,4904.0,400,1.0,99.0,19.881683639096035,219.3475369624045,True,,0.0075
335,OK,9470,9418,-2.0,4732.5,-2.0,4732.5,400,1.0,99.0,23.36025277192992,216.69965419549357,True,,0.0
336,OK,9936,9884,-2.0,4965.5,-2.0,4965.5,400,1.0,99.0,18.496463443608995,185.5594596015038,True,,0.0
337,OK,9316,9259,-2.0,4655.5,-2.0,4655.5,400,1.0,99.0,18.78584715789421,226.4253799924812,True,,0.0
338,OK,9690,9635,-4.0,4840.5,-4.0,4840.5,400,1.0,99.0,21.199611248120252,234.49804970426018,True,,0.0
339,OK,9380,9324,-4.0,4685.5,-4.0,4685.5,400,1.0,99.0,15.031720774435719,171.73511754887213,True,,0.0
340,OK,8074,7956,1700.0,5736.5,1700.0,5677.5,400,1.0,99.0,10.936087601503688,159.39220622556456,True,,0.015
341,OK,8022,7893,1790.0,5800.5,1790.0,5736.0,400,1.0,99.0,12.543474385965498,238.16140145363045,True,,0.0175
342,OK,10211,10081,1725.0,6830.0,1725.0,6765.0,400,1.0,99.0,10.22981263157923,210.1219995313357,True,,0.015
343,OK,33138,13143,-0.18805,9696.0,-0.18805,9696.0,400,1.0,99.0,-0.10518260769011234,46.759371906792396,True,,0.0
344,OK,10685,10557,1455.0,6797.0,1455.0,6733.0,400,1.0,99.0,13.104490350876592,256.23352075187023,True,,0.0125
345,OK,8447,8318,1660.0,5883.0,1660.0,5818.5,400,1.0,99.0,13.689793032579912,183.45030525313902,True,,0.0175
346,OK,9031,8875,1690.0,6205.0,1690.0,6127.0,400,1.0,99.0,14.812236210526068,252.9905646316296,True,,0.0175
347,OK,8061,7977,1695.0,5725.0,1695.0,5683.0,400,1.0,99.0,18.444855829574085,218.98614222556398,True,,0.0125
348,OK,12239,12171,0.0,6119.0,0.0,6085.0,400,1.0,99.0,13.369249714284043,154.93067422557115,True,,0.0075
349,OK,7802,7796,1786.5,5687.0,1786.5,5684.0,400,1.0,99.0,17.91571380751856,200.06396616539368,True,,0.0025
350,OK,9614,9552,1695.0,6501.5,1695.0,6501.5,400,1.0,99.0,19.796004614035404,138.5387115037581,True,,0.0
351,OK,9622,9556,1695.0,6505.5,1695.0,6505.5,400,1.0,99.0,14.180883338681848,160.55938853383458,True,,0.0
352,OK,13241,13241,88.0,6708.0,88.0,6708.0,400,1.0,99.0,13.236202556391014,161.50615030076318,True,,0.0
353,OK,8837,8759,1695.0,6113.0,1695.0,6074.0,400,1.0,99.0,23.953816428571038,204.23150703007605,True,,0.01
354,OK,18017,17884,48.0,9056.0,48.0,8989.5,400,1.0,99.0,9.598828471178042,174.70246576441355,True,,0.0075
355,OK,7770,7640,1765.0,5649.5,1765.0,5584.5,400,1.0,99.0,13.383805794486355,194.3983945162647,True,,0.0175
356,OK,7177,7047,1930.0,5518.0,1930.0,5453.0,400,1.0,99.0,14.326069796993481,139.5007241954881,True,,0.02
357,OK,3735,3618,3400.0,5267.0,3400.0,5208.5,400,1.0,99.0,15.245601458646307,156.10201460652195,True,,0.0325
358,OK,3811,3695,3450.0,5355.0,3450.0,5297.0,400,1.0,99.0,13.347595368421281,181.42323939849567,True,,0.0325
359,OK,6629,6497,1890.0,5204.0,1890.0,5138.0,400,1.0,99.0,10.057745689222665,144.59681048119955,True,,0.02
360,OK,8001,7953,1496.0,5496.0,1496.0,5472.0,400,1.0,99.0,11.616973413533797,145.22573679198078,True,,0.0075
361,OK,7718,7600,1790.0,5648.5,1790.0,5589.5,400,1.0,99.0,11.53031659147874,217.0242487217969,True,,0.0175
362,OK,8039,7911,1635.0,5654.0,1635.0,5590.0,400,1.0,99.0,11.147233954887236,148.43349463659007,True,,0.0175
363,OK,7043,6925,1910.0,5431.0,1910.0,5372.0,400,1.0,99.0,12.142394035087774,138.87759557895382,True,,0.0175
364,OK,7580,7451,1995.5,5785.0,1995.5,5720.5,400,1.0,99.0,15.501521443610097,181.0019524310603,True,,0.0175
365,OK,7786,7668,1690.0,5582.5,1690.0,5523.5,400,1.0,99.0,11.829698796991904,210.87157007513457,True,,0.0175
366,OK,7763,7638,1684.5,5565.5,1684.5,5503.0,400,1.0,99.0,6.723445343358405,213.73130559400354,True,,0.0175
367,OK,7496,7334,1598.0,5345.5,1598.0,5264.5,400,1.0,99.0,14.424286090225598,163.25682681701903,True,,0.0225
368,OK,8086,7958,1790.0,5832.5,1790.0,5768.5,400,1.0,99.0,10.283497684210513,148.9379686315779,True,,0.0175
369,OK,7103,7016,1710.0,5261.0,1710.0,5217.5,400,1.0,99.0,13.641411784461207,118.3973362005016,True,,0.0125
370,OK,6350,6233,1784.0,4958.5,1784.0,4900.0,400,1.0,99.0,15.010365754385868,140.80849426315714,True,,0.02
371,OK,6458,6311,1539.5,4768.0,1548.0,4703.0,400,1.0,99.0,12.461549303257993,119.04627482706772,True,,0.0275
372,OK,6923,6798,1780.0,5241.0,1780.0,5178.5,400,1.0,99.0,13.503908115288022,204.63344238605396,True,,0.02
373,OK,6240,6079,1790.0,4909.5,1790.0,4829.0,400,1.0,99.0,14.199839388471597,131.13733007518277,True,,0.0275
374,OK,6836,6706,1645.0,5062.5,1645.0,4997.5,400,1.0,99.0,10.950374097744358,129.1909874586466,True,,0.02
375,OK,6891,6762,1630.0,5075.0,1630.0,5010.5,400,1.0,99.0,15.424413804511875,138.88092962907297,True,,0.02
376,OK,782,653,4500.0,4890.5,4500.0,4826.0,400,1.0,99.0,17.542798689222423,191.70256025814632,True,,0.165
377,OK,6184,6054,1806.0,4897.5,1806.0,4832.5,400,1.0,99.0,13.840907443609314,146.94637187968755,True,,0.0225
378,OK,6164,6078,1770.0,4851.5,1770.0,4808.5,400,1.0,99.0,12.537221375939511,151.5167307067708,True,,0.015
379,OK,6164,6078,1770.0,4851.5,1770.0,4808.5,400,1.0,99.0,12.537221375939511,151.5167307067708,True,,0.015
380,OK,1101,1101,2550.0,3100.0,2550.0,3100.0,400,1.0,99.0,22.497030476188897,128.28810418545964,True,,0.0
381,OK,8901,8843,245.0,4695.0,245.0,4666.0,400,1.0,99.0,18.5272502556401,135.95265370426134,True,,0.0075
382,OK,10397,10327,0.0,5198.0,0.0,5163.0,400,1.0,99.0,17.51749425563899,142.40862299749546,True,,0.0075
383,OK,9975,9901,0.0,4987.0,0.0,4950.0,400,1.0,99.0,16.46464938345917,153.1168744761908,True,,0.0075
384,OK,8941,8861,345.0,4815.0,345.0,4775.0,400,1.0,99.0,19.74197466165501,175.49239045112955,True,,0.01
385,OK,9213,9095,280.0,4886.0,280.0,4827.0,400,1.0,99.0,14.45158661403554,152.35529166666763,True,,0.015
386,OK,8947,8829,250.0,4723.0,250.0,4664.0,400,1.0,99.0,10.314812947368242,161.80758626315315,True,,0.015
387,OK,10075,9987,0.0,5037.0,0.0,4993.0,400,1.0,99.0,12.015495714285615,191.5737175563738,True,,0.01
388,OK,8885,8808,0.0,4442.0,0.0,4403.5,400,1.0,99.0,9.328648822055081,148.22381300752087,True,,0.01
389,OK,9457,9379,0.0,4728.0,0.0,4689.0,400,1.0,99.0,17.666636390976933,141.00512327064413,True,,0.01
390,OK,10124,10045,0.0,5061.5,0.0,5022.0,400,1.0,99.0,15.285588358395975,207.86561754385963,True,,0.01
391,OK,9024,8950,0.0,4511.5,0.0,4474.5,400,1.0,99.0,12.730630438596481,150.85757140350842,True,,0.01
392,OK,19172,18997,212.5,5005.25,212.75,4961.75,400,1.0,99.0,13.412833428571567,135.1577760952404,True,,0.0125
393,OK,19172,18997,212.5,5005.25,212.75,4961.75,400,1.0,99.0,13.412833428571567,135.1577760952404,True,,0.0125
394,OK,8812,8725,382.0,4787.5,382.0,4744.0,400,1.0,99.0,13.227945112782002,135.9195582330846,True,,0.01
395,OK,9310,9223,250.0,4904.5,250.0,4861.0,400,1.0,99.0,19.468133157894716,354.17549421051183,True,,0.01
396,OK,8889,8802,354.0,4798.0,354.0,4754.5,400,1.0,99.0,12.04139759398489,196.37206107774662,True,,0.01
397,OK,9664,9576,0.0,4831.5,0.0,4787.5,400,1.0,99.0,23.56780913533778,161.64317210528418,True,,0.01
398,OK,8950,8788,320.0,4794.5,320.0,4713.5,400,1.0,99.0,11.80312314285843,151.62870885722336,True,,0.02
399,OK,9179,9111,0.0,4589.0,0.0,4555.0,400,1.0,99.0,20.826694115288323,164.63058954384223,True,,0.0075
400,OK,9024,8906,294.0,4805.5,294.0,4746.5,400,1.0,99.0,14.777822491227603,170.575294789474,True,,0.015
401,OK,9909,9823,0.0,4954.0,0.0,4911.0,400,1.0,99.0,20.866549786966747,204.67963051378374,True,,0.01
402,OK,9426,9347,0.0,4712.5,0.0,4673.0,400,1.0,99.0,12.629818508772692,171.6373761905028,True,,0.01
403,OK,9456,9381,0.0,4727.5,0.0,4690.0,400,1.0,99.0,19.31673164160403,131.74612416039912,True,,0.01
404,OK,9517,9443,0.0,4758.0,0.0,4721.0,400,1.0,99.0,23.006347518796975,230.91861101503812,True,,0.01
405,OK,9575,9501,0.0,4787.0,0.0,4750.0,400,1.0,99.0,14.124663170426963,192.1209805764411,True,,0.01
406,OK,9495,9419,1.5,4748.5,2.0,4711.0,400,1.0,99.0,16.703332360901825,197.89431261654127,True,,0.0125
407,OK,9117,9026,295.0,4853.0,295.0,4807.5,400,1.0,99.0,23.15662021303255,171.19101146617993,True,,0.01
408,OK,8721,8641,345.0,4705.0,345.0,4665.0,400,1.0,99.0,24.507139110269186,177.7263467042668,True,,0.01
409,OK,9041,8957,295.0,4815.0,295.0,4773.0,400,1.0,99.0,20.279543671679058,232.7101909649128,True,,0.01
410,OK,9251,9165,0.0,4625.0,0.0,4582.0,400,1.0,99.0,23.568678746866986,189.06453612781672,True,,0.01
411,OK,9809,9734,0.0,4904.0,0.0,4866.5,400,1.0,99.0,17.559762343358393,148.1041239724207,True,,0.01
412,OK,9953,9883,0.0,4976.0,0.0,4941.0,400,1.0,99.0,28.737054947368552,210.08579605012534,True,,0.0075
413,OK,8801,8718,345.0,4745.0,345.0,4703.5,400,1.0,99.0,25.366590388471273,160.14661640350923,True,,0.01
414,OK,8861,8767,295.0,4725.0,295.0,4678.0,400,1.0,99.0,23.870654340852205,219.20092815037577,True,,0.0125
415,OK,8981,8902,295.0,4785.0,295.0,4745.5,400,1.0,99.0,22.332142218045213,216.41933823303611,True,,0.01
416,OK,9821,9761,-5.0,4905.0,-5.0,4875.0,400,1.0,99.0,24.327938235588256,225.8603065162913,True,,0.0075
417,OK,9557,9483,-3.0,4775.0,-3.0,4738.0,400,1.0,99.0,24.930723471185157,384.3515087468684,True,,0.01
418,OK,9047,8980,345.0,4868.0,345.0,4834.5,400,1.0,99.0,20.818401072681677,187.20383371428596,True,,0.0075
419,OK,10241,10174,295.0,5415.0,295.0,5381.5,400,1.0,99.0,17.58220243609007,216.09111124812043,True,,0.0075
420,OK,9136,9069,-2.0,4565.5,-2.0,4565.5,400,1.0,99.0,21.30706687616074,282.21879268421054,True,,0.0
421,OK,9057,8977,-3.0,4525.0,-3.0,4485.0,400,1.0,99.0,21.81459026315944,236.14292964912283,True,,0.01
422,OK,9727,9653,0.0,4863.0,0.0,4826.0,400,1.0,99.0,17.82705958646614,243.28760033834513,True,,0.01
423,OK,8721,8645,245.0,4605.0,245.0,4567.0,400,1.0,99.0,23.46675756892282,196.06403377192967,True,,0.01
424,OK,8772,8708,195.0,4580.5,195.0,4580.5,400,1.0,99.0,14.146474633198546,214.69351257895866,True,,0.0
425,OK,9021,8945,295.0,4805.0,295.0,4767.0,400,1.0,99.0,21.465064774436,206.54303868422002,True,,0.01
426,OK,9021,8940,345.0,4855.0,345.0,4814.5,400,1.0,99.0,23.761696102756574,213.3556394862159,True,,0.01
427,OK,9701,9627,0.0,4850.0,0.0,4813.0,400,1.0,99.0,12.998250927318296,258.87536380952514,True,,0.01
428,OK,8739,8654,0.0,4369.0,0.0,4326.5,400,1.0,99.0,18.98575850877285,154.73446447368494,True,,0.01
429,OK,8683,8606,3.5,4344.5,4.0,4306.5,400,1.0,99.0,17.83876278195515,170.11141897744358,True,,0.0125
430,OK,8351,8264,290.0,4465.0,290.0,4421.5,400,1.0,99.0,14.307785348371029,186.72846777446708,True,,0.0125
431,OK,10201,10121,-3.0,5097.0,-3.0,5057.0,400,1.0,99.0,26.963355526315567,233.80399868420304,True,,0.01
432,OK,9897,9826,-3.0,4945.0,-3.0,4909.5,400,1.0,99.0,23.8085339849623,242.8728350075184,True,,0.0075
433,OK,8189,8122,295.0,4389.0,295.0,4355.5,400,1.0,99.0,23.453252819549064,168.16917421052705,True,,0.01
434,OK,9176,9111,-2.0,4585.5,-2.0,4585.5,400,1.0,99.0,20.333164611529114,197.96694808270678,True,,0.0
435,OK,9072,9004,-2.0,4533.5,-2.0,4533.5,400,1.0,99.0,20.423880578947532,219.8590929999995,True,,0.0
436,OK,9568,9499,-2.0,4781.5,-2.0,4781.5,400,1.0,99.0,16.275734330825447,192.0633849022557,True,,0.0
437,OK,9044,8974,-2.0,4519.5,-2.0,4519.5,400,1.0,99.0,21.484633365914274,216.87264340852118,True,,0.0
438,OK,8367,8293,0.0,4183.0,0.0,4146.0,400,1.0,99.0,20.971417243107734,185.7994034335838,True,,0.01
439,OK,8224,8145,0.0,4111.5,0.0,4072.0,400,1.0,99.0,21.177122406014693,195.62642951127722,True,,0.01
440,OK,8388,8304,0.0,4193.5,0.0,4151.5,400,1.0,99.0,19.345229072681768,169.4392458521307,True,,0.01
441,OK,8271,8190,200.0,4335.0,200.0,4294.5,400,1.0,99.0,20.878045062655918,165.73196068922283,True,,0.01
442,OK,8562,8509,245.0,4525.5,245.0,4525.5,400,1.0,99.0,17.993766017543948,155.63026091228159,True,,0.0
443,OK,7812,7753,295.0,4200.5,295.0,4200.5,400,1.0,99.0,11.79813171428568,152.9536313258148,True,,0.0
444,OK,9416,9363,-2.0,4705.5,-2.0,4705.5,400,1.0,99.0,18.406274210526348,200.59420194736887,True,,0.0
445,OK,9433,9303,1580.0,6296.0,1580.0,6231.0,400,1.0,99.0,10.119383684210321,178.63496893239505,True,,0.015
446,OK,8905,8786,1030.0,5482.0,1030.0,5422.5,400,1.0,99.0,10.029992947368665,125.8689022631588,True,,0.015
447,OK,12342,12255,0.0,6170.5,0.0,6127.0,400,1.0,99.0,13.233173684209856,166.4290183157892,True,,0.0075
448,OK,12609,12541,0.0,6304.0,0.0,6270.0,400,1.0,99.0,12.464430015037742,141.48493965912965,True,,0.0075
449,OK,10449,10373,1377.0,6601.0,1377.0,6563.0,400,1.0,99.0,9.856132761904787,174.06906021051014,True,,0.0075
450,OK,12478,12399,0.0,6238.5,0.0,6199.0,400,1.0,99.0,12.934043338345818,165.32477729324555,True,,0.0075
451,OK,9671,9607,1355.0,6190.0,1355.0,6158.0,400,1.0,99.0,19.098700751881612,153.23992395990462,True,,0.0075
452,OK,12595,12527,0.0,6297.0,0.0,6263.0,400,1.0,99.0,10.696022586466336,133.7030725112784,True,,0.0075
453,OK,18998,18817,1498.25,6247.5,1498.25,6202.25,400,1.0,99.0,10.509559210526263,223.6718272180118,True,,0.01
454,OK,18998,18817,1498.25,6247.5,1498.25,6202.25,400,1.0,99.0,10.509559210526263,223.6718272180118,True,,0.01
455,OK,18819,18638,1498.25,6202.75,1498.25,6157.5,400,1.0,99.0,11.993486516291087,176.30405142856938,True,,0.01
456,OK,12499,12451,0.0,6249.0,0.0,6225.0,400,1.0,99.0,20.10395840601466,196.00714503759556,True,,0.005
457,OK,9221,9151,1695.0,6305.0,1695.0,6270.0,400,1.0,99.0,13.152247468670918,170.8156702381645,True,,0.01
458,OK,12513,12355,954.0,7210.0,960.0,7137.0,400,1.0,99.0,11.176785537017508,145.35092214526378,True,,0.015
459,OK,10469,10395,0.0,5234.0,0.0,5197.0,400,1.0,99.0,11.832261634085848,186.2499459348372,True,,0.0075
460,OK,10510,10435,0.0,5254.5,0.0,5217.0,400,1.0,99.0,17.09684574436208,187.49730285713952,True,,0.0075
461,OK,2001,2000,4500.0,5500.0,4500.5,5500.0,400,1.0,99.0,18.304410010024316,231.06400059644002,True,,0.0025
462,OK,2001,1959,4500.0,5500.0,4500.0,5479.0,400,1.0,99.0,19.443896340851847,227.24619842105452,True,,0.0225
463,OK,18993,14070,680.0,5428.0,1874.0,5391.25,400,1.0,99.0,15.39544433082689,121.68496377443742,True,,0.2625
464,OK,10922,10829,4.5,5465.0,5.0,5419.0,400,1.0,99.0,19.57067018045055,158.4470466466623,True,,0.0125
465,OK,8401,8326,1195.0,5395.0,1195.0,5357.5,400,1.0,99.0,20.845313947371874,182.20343657904291,True,,0.01
466,OK,9401,9340,695.0,5395.0,695.0,5364.5,400,1.0,99.0,14.729864761905041,135.0108174436109,True,,0.0075
467,OK,1020,1020,27.5,537.0,27.5,537.0,400,1.0,99.0,41.308801177944765,151.1673110526314,True,,0.0
468,OK,10423,10350,0.0,5211.0,0.0,5174.5,400,1.0,99.0,11.377619127819678,216.67610748872195,True,,0.0075
469,OK,11039,10851,1493.0,7012.0,1506.0,6947.5,400,1.0,99.0,9.05270461152874,118.18653097745752,True,,0.015
470,OK,9601,9501,1700.0,6500.0,1700.0,6450.0,400,1.0,99.0,8.633334600751901,149.75142771546334,True,,0.0125
471,OK,11481,11361,1600.0,7340.0,1600.0,7280.0,400,1.0,99.0,7.66741824561399,122.384101754386,True,,0.0125
472,OK,10460,10400,-4.0,5225.5,-4.0,5225.5,400,1.0,99.0,19.90107187969793,161.06975359900423,True,,0.0
473,OK,10784,10719,-2.0,5389.5,-2.0,5389.5,400,1.0,99.0,11.243974513784485,148.87793935338317,True,,0.0
474,OK,9336,9248,0.0,4667.5,0.0,4623.5,400,1.0,99.0,21.682802706766918,154.7646899999945,True,,0.01
475,OK,9245,9194,0.0,4622.0,0.0,4596.5,400,1.0,99.0,15.116307127819372,117.4479913984761,True,,0.0075
476,OK,9332,9274,1.0,4666.5,1.0,4637.5,400,1.0,99.0,20.42061354385978,93.83910715789455,True,,0.0075
477,OK,7003,6892,1445.0,4946.0,1445.0,4890.5,400,1.0,99.0,12.019383759395726,160.14736956395,True,,0.0175
478,OK,8519,8432,360.0,4619.0,360.0,4575.5,400,1.0,99.0,13.721725964912626,136.69531557895365,True,,0.0125
