src_rep_id,dst_rep_id,dist_km,source
228,232,0.2879240583522131,radius
31,32,0.2891129736614513,quadrant
31,38,0.2891129736614513,quadrant+radius
31,39,0.2891129736614513,quadrant+radius
32,35,0.2891129736614513,quadrant+radius
35,38,0.2891129736614513,radius
35,39,0.2891129736614513,radius
228,231,0.289352081368901,quadrant+radius
226,229,0.2950323319379121,radius
320,322,0.3009129025265685,quadrant
319,320,0.30222834749302285,quadrant
980,983,0.3055656200268067,quadrant
636,639,0.3298071530981599,quadrant
707,711,0.3352989954677534,quadrant
12,8,0.3406329262888235,quadrant
315,321,0.34465737960926096,quadrant
5,6,0.3612061346628099,quadrant
226,233,0.3631646829709311,radius
645,646,0.3636272133383926,quadrant+radius
435,437,0.3638709822268834,quadrant
227,228,0.36722309176405876,radius
707,709,0.36834454713298925,quadrant
190,194,0.3791321250651941,quadrant
194,195,0.3791321250651941,quadrant+radius
633,638,0.3875251356762099,quadrant
132,133,0.3952534919784245,quadrant
373,377,0.39605198581605733,quadrant
185,186,0.4000211448306867,quadrant
2,4,0.4082655574780566,quadrant
3,4,0.4082655574780566,quadrant+radius
865,866,0.4088866252406285,quadrant
825,835,0.41487035502672936,quadrant
1,2,0.42408541549865125,quadrant
1,3,0.42408541549865125,quadrant+radius
319,322,0.43131213992665746,quadrant+radius
652,653,0.43343558422445916,quadrant
221,222,0.4357697021997755,quadrant
226,228,0.4591120236630193,radius
602,610,0.4656770681175396,quadrant
633,637,0.4811788886413578,quadrant
289,293,0.4871319451406461,quadrant
228,230,0.4883401626842949,quadrant+radius
30,31,0.4898796392623482,radius
30,35,0.4898796392623482,radius
31,40,0.4898796392623482,radius
35,40,0.4898796392623482,radius
228,235,0.49008936281554233,quadrant
644,654,0.49240285591351457,quadrant
133,134,0.497408798597773,radius
909,913,0.5084411030782766,quadrant
911,913,0.5084411030782766,quadrant+radius
172,173,0.5130272566170215,quadrant
632,636,0.5151381255420473,quadrant
634,636,0.5151381255420473,quadrant+radius
554,555,0.5195063954196393,quadrant
233,235,0.5440209542137339,quadrant+radius
664,665,0.5517314298864604,quadrant
331,338,0.5535025109522558,quadrant
794,798,0.5608371467664093,quadrant
230,233,0.562591588096769,radius
461,462,0.5706427312802383,quadrant
709,711,0.5994236950211849,quadrant+radius
704,713,0.6017689884244094,quadrant
1,4,0.6054977507396171,quadrant+radius
253,258,0.618057825093883,quadrant
234,235,0.62038544318624,radius
453,456,0.6217622172854073,quadrant
454,456,0.6217622172854073,quadrant+radius
61,64,0.6225228177200713,quadrant
632,639,0.625236248529667,quadrant+radius
634,639,0.625236248529667,quadrant+radius
229,235,0.6263457859379015,radius
198,203,0.6348304765651406,quadrant
199,203,0.6348304765651406,quadrant+radius
229,230,0.6423507110177946,radius
230,234,0.6425088442868764,radius
825,826,0.6636480282891077,quadrant
637,639,0.6722529206113037,quadrant
332,339,0.6827614971433912,quadrant
328,333,0.6906525999748053,quadrant
235,236,0.6972133380457902,radius
230,236,0.7093489296030863,radius
637,653,0.7102979194009797,quadrant
42,43,0.7434009355433451,quadrant
232,235,0.7474004784286105,radius
253,254,0.7533013012247096,quadrant
785,789,0.7593124562319225,quadrant
637,638,0.7632075112336009,radius
230,232,0.7671671489912406,radius
537,540,0.7672406759430284,quadrant
231,235,0.7749700628867862,radius
230,231,0.7775136978052688,radius
196,203,0.7928663795513623,radius
197,203,0.7928663795513623,radius
227,235,0.8044124943800779,radius
826,835,0.8101216600163389,quadrant+radius
537,541,0.8129379326289282,quadrant+radius
963,964,0.8215121759991917,quadrant
227,230,0.8346431726099542,radius
173,175,0.8534244753997805,quadrant
253,257,0.8665218183470621,quadrant+radius
321,323,0.8727098317463635,quadrant
632,638,0.8794149572908527,quadrant
634,638,0.8794149572908527,quadrant+radius
226,235,0.8809566689126033,radius
171,172,0.8906074988076873,quadrant
688,689,0.8986327713024815,quadrant
5,7,0.9092897439976446,quadrant
698,777,0.9243807194375631,quadrant
170,173,0.9255793193432607,radius
633,639,0.9276010408832547,quadrant+radius
638,639,0.9304873168196941,radius
171,173,0.9372164525013187,quadrant+radius
517,518,0.9509358567946811,quadrant
635,640,0.9721195787620112,quadrant
905,908,0.9944347449229914,quadrant
905,910,0.9944347449229914,quadrant+radius
343,349,0.9989889669897996,quadrant
636,637,1.0011619054594354,radius
961,963,1.0037208332213425,radius
637,652,1.0074400243565935,quadrant+radius
342,344,1.0373340889536276,quadrant
994,996,1.0390160628946707,quadrant
150,164,1.0506332811638668,quadrant
338,339,1.058721305959989,quadrant
633,653,1.0626428442920428,quadrant+radius
651,653,1.0716297932655297,quadrant
315,323,1.1033020967083431,radius
632,633,1.114382438285894,radius
633,634,1.114382438285894,radius
908,913,1.1179263919970426,quadrant+radius
910,913,1.1179263919970426,radius
632,637,1.1208409321684143,radius
634,637,1.1208409321684143,radius
636,638,1.1354022744993193,radius
402,404,1.1357562683016529,quadrant
858,859,1.1452603892174917,quadrant
333,336,1.1462513646325807,quadrant
144,51,1.1473332216602787,quadrant
712,714,1.1526342566904104,quadrant
362,368,1.1577814643176332,quadrant
644,651,1.1781456016037357,quadrant
263,264,1.1941550222254136,quadrant
908,912,1.2118848387054775,quadrant
910,912,1.2118848387054775,quadrant+radius
633,636,1.212373224015359,radius
254,258,1.2178594500552826,radius
328,336,1.2267010306323285,quadrant+radius
146,149,1.2413433463700763,quadrant
639,653,1.2480428148880722,radius
970,971,1.2523125116736564,quadrant
6,7,1.2602414338033816,radius
331,339,1.265306060280141,quadrant+radius
302,308,1.267788933331387,quadrant
329,339,1.2760172714701412,quadrant
525,532,1.2782552753582417,quadrant
505,512,1.2838542944955356,quadrant
50,70,1.314481863854295,quadrant
907,912,1.318150984348938,quadrant
808,813,1.322028580370597,quadrant
905,909,1.3367841257608337,quadrant
905,911,1.3367841257608337,quadrant+radius
526,530,1.3405864361891449,quadrant
822,833,1.3437955426789945,quadrant
54,57,1.353874271143444,quadrant
172,175,1.3659118688693823,radius
639,652,1.3691160593048806,radius
844,848,1.370773673304572,quadrant
905,913,1.3736440814370738,quadrant+radius
254,257,1.3760893992321799,radius
329,333,1.3774430628290804,quadrant
651,652,1.3889458054761548,radius
901,902,1.3890741212591016,quadrant
331,332,1.394717867687694,quadrant+radius
638,653,1.424829444725046,radius
629,636,1.4303539557981126,quadrant
633,652,1.4338601867532315,radius
170,172,1.43792011702516,radius
908,909,1.4455758434821464,radius
908,911,1.4455758434821464,radius
909,910,1.4455758434821464,radius
910,911,1.4455758434821464,radius
171,175,1.4487141569665771,radius
34,37,1.4503161032306517,quadrant
332,338,1.4556607499552932,radius
637,651,1.4636317271474208,quadrant+radius
453,455,1.4646143346849883,quadrant
454,455,1.4646143346849883,quadrant+radius
633,651,1.4692427046805892,radius
774,775,1.4894988221555183,quadrant
117,119,1.5019718876154367,quadrant
170,171,1.5026939584975245,radius
328,329,1.5074927814062478,quadrant+radius
282,290,1.5108835679021058,quadrant
283,290,1.5108835679021058,quadrant+radius
604,611,1.5109560939032367,quadrant
282,287,1.5198402463887621,quadrant
282,288,1.5198402463887621,quadrant+radius
283,287,1.5198402463887621,quadrant+radius
283,288,1.5198402463887621,radius
435,444,1.5329917827469546,quadrant
388,391,1.545868777531899,quadrant
636,653,1.5602908455299245,radius
437,444,1.5602957596723352,quadrant+radius
897,898,1.5638433065489046,quadrant
553,561,1.5670511448317415,quadrant
333,338,1.5735779756145116,quadrant+radius
651,654,1.596606973462435,radius
270,278,1.5993101675689165,quadrant
629,632,1.6023770837119253,radius
629,634,1.6023770837119253,radius
777,780,1.6064371664917685,quadrant
900,903,1.6159370208581656,quadrant
644,653,1.620779463615109,quadrant+radius
644,652,1.6264534485117266,quadrant+radius
439,440,1.6364263184637085,quadrant
636,652,1.6373992565891082,radius
900,901,1.6537747391000719,quadrant
74,75,1.6554246857857573,quadrant
483,484,1.6568049964834743,quadrant
905,912,1.669078313101629,radius
447,451,1.6728167867459716,quadrant
14,4,1.6758590563345799,quadrant
708,709,1.7200457518033305,quadrant
333,339,1.7354834507968124,quadrant+radius
887,898,1.7406214262525956,radius
436,444,1.7494012713581455,quadrant
629,639,1.7534384264299943,quadrant+radius
638,652,1.76635631254346,radius
119,129,1.773105721760529,quadrant
434,435,1.794718641514026,quadrant
632,653,1.799406501866111,radius
634,653,1.799406501866111,radius
52,65,1.8066091428075988,quadrant
673,677,1.810127102292438,quadrant
329,332,1.814711827371192,quadrant+radius
638,651,1.8333371464124923,radius
30,41,1.8447174608736738,quadrant
40,41,1.8447174608736738,quadrant+radius
438,440,1.8644482850266018,quadrant
552,562,1.8745738947203399,quadrant
711,715,1.8757598217299538,quadrant
963,965,1.8875514853768676,quadrant
945,947,1.899889018237352,quadrant
331,337,1.9107365068777808,quadrant
440,443,1.9121780059105746,quadrant
485,488,1.9153808111532482,quadrant
460,566,1.9369849319279864,quadrant
905,907,1.9437859102518944,quadrant+radius
180,182,1.9456597006266447,quadrant
181,182,1.9456597006266447,quadrant+radius
190,203,1.9536297042646373,quadrant
195,203,1.9536297042646373,quadrant+radius
943,948,1.9545599681234556,quadrant
32,41,1.9628310045451423,quadrant+radius
38,41,1.9628310045451423,quadrant+radius
39,41,1.9628310045451423,quadrant+radius
329,338,1.9719165331644557,radius
632,652,1.9777083525266776,radius
634,652,1.9777083525266776,radius
187,188,1.9790793976475167,quadrant
34,41,1.9816677256598558,quadrant
428,429,1.9854552686094005,quadrant
337,338,2.0068455786888504,quadrant+radius
194,198,2.0124384134724935,quadrant
194,199,2.0124384134724935,quadrant+radius
537,538,2.0247140151569374,quadrant
190,198,2.031230557345441,radius
190,199,2.031230557345441,radius
195,198,2.031230557345441,radius
195,199,2.031230557345441,radius
721,730,2.041622542137383,quadrant
194,203,2.0536701899956102,radius
247,248,2.0695040725696825,quadrant
707,708,2.077138573765212,radius
455,456,2.077901835990774,radius
14,2,2.079052426068211,radius
14,3,2.079052426068211,radius
833,835,2.093720712397754,quadrant
187,189,2.094893173766129,quadrant+radius
652,654,2.098053272358212,radius
964,965,2.106623628303624,quadrant+radius
194,196,2.1119828316603377,quadrant+radius
194,197,2.1119828316603377,quadrant+radius
653,654,2.1123905333823916,radius
434,437,2.119039489501036,quadrant+radius
331,333,2.1269229924312127,radius
55,58,2.1306402491226812,quadrant
639,651,2.132355505977145,radius
463,473,2.1348948117253164,quadrant
41,42,2.1449777307767244,quadrant
907,908,2.1512931620412514,quadrant+radius
907,910,2.1512931620412514,quadrant+radius
190,196,2.15493683432883,radius
190,197,2.15493683432883,radius
195,196,2.15493683432883,radius
195,197,2.15493683432883,radius
707,715,2.172688808746077,radius
31,41,2.1747094026846394,quadrant+radius
35,41,2.1747094026846394,quadrant+radius
371,375,2.1834666810566623,quadrant
41,43,2.197375671739453,quadrant+radius
1,14,2.202716728474327,radius
336,338,2.2401003826684294,radius
822,835,2.2457239050436386,quadrant+radius
328,338,2.257649773072227,radius
328,339,2.2676027546256794,radius
637,644,2.2855807176132266,radius
708,711,2.305591445891439,quadrant+radius
961,965,2.315453910340635,quadrant+radius
912,913,2.3296671510092057,radius
57,58,2.3904857394038137,quadrant
510,514,2.392286135854085,quadrant
329,331,2.3923921155605767,radius
438,443,2.3957845164493694,quadrant+radius
332,333,2.4162205059946933,radius
629,637,2.4236226353102035,quadrant+radius
350,351,2.4284361024957857,quadrant
31,43,2.4305202456261923,quadrant+radius
35,43,2.4305202456261923,radius
30,34,2.4317373997216643,quadrant+radius
34,40,2.4317373997216643,quadrant+radius
826,833,2.4347465203685044,quadrant+radius
516,603,2.4413507411603406,quadrant
956,958,2.4473599549852443,quadrant
183,186,2.453097838820259,quadrant
355,364,2.4617561163347625,quadrant
636,651,2.462158726382519,radius
225,231,2.464175624481707,quadrant
183,185,2.464618655633739,quadrant+radius
629,638,2.4684468247374203,radius
709,715,2.4744269375427788,radius
633,644,2.4761656889068866,radius
120,124,2.476793068647538,quadrant
225,226,2.477090002213885,quadrant+radius
32,43,2.4818380061152707,radius
38,43,2.4818380061152707,radius
39,43,2.4818380061152707,radius
483,503,2.4821974170040186,quadrant
698,780,2.4851736805348374,radius
825,833,2.4874581792299697,radius
329,336,2.506405829557671,radius
225,227,2.5081533473720627,quadrant+radius
149,159,2.520747274598759,quadrant
225,232,2.5247754154464355,radius
632,651,2.5379814514380006,radius
634,651,2.5379814514380006,radius
225,236,2.5528451847201703,radius
30,43,2.5562435027405055,radius
40,43,2.5562435027405055,radius
527,612,2.5589278717738613,quadrant
706,713,2.569946961276148,quadrant
329,335,2.586727469431428,quadrant
1,10,2.6070699648051314,quadrant
1,11,2.6070699648051314,quadrant+radius
177,180,2.611690199831555,quadrant
177,181,2.611690199831555,quadrant+radius
909,912,2.6218000671980604,radius
911,912,2.6218000671980604,radius
225,229,2.6239086719494455,radius
629,633,2.6252064100809216,radius
968,973,2.629130246679563,quadrant
32,34,2.6328067373375124,radius
34,38,2.6328067373375124,radius
34,39,2.6328067373375124,radius
225,234,2.6407188987517936,radius
822,825,2.6473577844434613,radius
856,857,2.656774580784362,quadrant
631,717,2.6690368202914296,quadrant
245,246,2.694918347518313,quadrant
37,41,2.695011419288709,radius
225,233,2.701994253413639,radius
558,566,2.7234555716614435,quadrant
278,281,2.724248058077961,quadrant
403,404,2.7269849332975498,quadrant
225,228,2.7317922380931,quadrant+radius
619,620,2.734561618660178,quadrant
331,336,2.744189327855167,radius
538,540,2.753913536111829,radius
522,531,2.7552492606142787,quadrant
336,337,2.756321935010774,quadrant+radius
336,339,2.7668410468734366,radius
637,654,2.7771203046996273,radius
300,301,2.777759440819763,quadrant
684,694,2.795511308219245,quadrant
901,903,2.8013400469816907,quadrant+radius
328,331,2.809793320901093,radius
430,434,2.813095944933974,quadrant
787,789,2.81407174450232,quadrant
371,374,2.8253597133767663,quadrant
514,515,2.8297026453544567,quadrant
629,652,2.8363154632399117,radius
538,541,2.8372105126449845,radius
638,644,2.8628672360271876,radius
639,644,2.8688216154371875,radius
279,280,2.875955912482577,quadrant
263,265,2.8882663879422643,quadrant
629,653,2.891818731473297,radius
434,444,2.9125457074293974,radius
822,826,2.9204116351813854,radius
31,34,2.921616990592823,radius
34,35,2.921616990592823,radius
438,439,2.924318841974976,quadrant+radius
840,850,2.926259782159028,quadrant
333,337,2.9344326488333365,quadrant+radius
708,710,2.944261468913977,quadrant
524,525,2.945341414127995,quadrant
328,332,2.9458311481524864,radius
915,919,2.9478774061945345,quadrant
811,820,2.9502031445542016,quadrant
633,654,2.9556416368713156,radius
929,936,2.9661657112561515,quadrant
261,266,2.9696402144694343,quadrant
303,318,2.97132487581128,quadrant
32,42,2.974194421265694,radius
38,42,2.974194421265694,radius
39,42,2.974194421265694,radius
287,290,2.9785883722841504,radius
288,290,2.9785883722841504,radius
31,42,2.9793587959335808,radius
35,42,2.9793587959335808,radius
45,46,2.9796485457496136,quadrant
264,265,2.9865796048965745,quadrant+radius
888,894,2.997545228604893,quadrant
30,42,3.008043546151645,radius
40,42,3.008043546151645,radius
981,992,3.0090716901149785,quadrant
663,670,3.0103792133178193,quadrant
900,902,3.021349039929107,radius
10,4,3.022304664430116,quadrant+radius
11,4,3.022304664430116,radius
90,91,3.022453107244484,quadrant
10,2,3.026598149138628,radius
10,3,3.026598149138628,radius
11,2,3.026598149138628,radius
11,3,3.026598149138628,radius
704,706,3.0318589645850356,radius
290,294,3.0507224666586223,quadrant
302,309,3.0509422122261767,quadrant
337,339,3.0562927275865768,radius
493,576,3.083111835446852,quadrant
493,497,3.0981275407139086,quadrant
907,913,3.1367675925855556,radius
597,607,3.1378190427026973,quadrant
585,588,3.1606172057201007,quadrant
689,695,3.169687251239312,quadrant
117,129,3.1741560397195796,radius
147,153,3.17597669652907,quadrant
435,436,3.178621715455,quadrant+radius
636,644,3.1786845101610166,radius
225,230,3.1849840984082953,quadrant+radius
873,877,3.1916251629050505,quadrant
225,235,3.217362064722345,radius
89,91,3.2234782605081875,radius
801,803,3.2243764362815606,quadrant
856,859,3.2275223257785215,quadrant
907,909,3.245694891319213,radius
907,911,3.245694891319213,radius
315,320,3.2578032348888812,quadrant
315,319,3.2587442855140765,quadrant+radius
433,439,3.2637167033460956,quadrant
590,594,3.2734894632918734,quadrant
436,437,3.2796345154368662,radius
783,784,3.2970292488220454,quadrant
856,858,3.3012506419616066,quadrant+radius
332,337,3.30432834807057,radius
291,292,3.3077204595660388,quadrant
302,303,3.3135190732148954,quadrant
356,369,3.3182528496728994,quadrant
952,954,3.3187329318447554,quadrant
328,335,3.3260289715544777,quadrant+radius
367,369,3.3391461073912185,quadrant
638,654,3.3410364648943296,radius
639,654,3.3603271121694998,radius
221,223,3.3614868849539548,quadrant
996,998,3.3784059426305806,quadrant
996,999,3.3784059426305806,quadrant+radius
929,932,3.395041050867643,quadrant
632,644,3.40387360155294,radius
634,644,3.40387360155294,radius
332,336,3.4217458660410576,radius
467,472,3.425848879723446,quadrant
583,584,3.433989678496296,quadrant
785,787,3.443094285677623,radius
762,763,3.455268664734028,quadrant
962,965,3.4596363021061,quadrant
249,251,3.462935714463316,quadrant
286,292,3.4731721389536894,quadrant
941,942,3.484500012936748,quadrant
319,321,3.502722043495406,radius
320,321,3.5225241420144844,radius
439,443,3.5296935298568957,radius
222,223,3.5391061387151184,quadrant+radius
328,337,3.5461123969063277,radius
315,322,3.5586581224464613,radius
831,834,3.5647089670197087,quadrant
682,772,3.5659553366462737,quadrant
376,378,3.5687029588586383,quadrant
376,379,3.5687029588586383,quadrant+radius
994,997,3.5716343415864062,quadrant
893,898,3.572015992205515,quadrant
210,219,3.6114496231871316,quadrant
210,220,3.6114496231871316,quadrant+radius
211,219,3.6114496231871316,quadrant+radius
211,220,3.6114496231871316,radius
666,667,3.6197359450278306,quadrant
146,159,3.634082878658209,quadrant+radius
254,266,3.636130726405023,quadrant
430,435,3.6379578504027874,quadrant+radius
341,349,3.63888487603558,quadrant
409,419,3.6467468804671843,quadrant
709,710,3.6499276374321665,quadrant+radius
304,411,3.6583855191806944,quadrant
54,58,3.6610076426647975,radius
253,266,3.662267997219139,quadrant+radius
333,335,3.6651930216649915,radius
303,309,3.667300043512801,quadrant+radius
636,654,3.6688375185396533,radius
304,305,3.691680260527628,quadrant
304,306,3.691680260527628,quadrant+radius
335,339,3.709995870906793,radius
430,437,3.7268021672628517,radius
573,579,3.735089449310988,quadrant
598,601,3.740158650731848,quadrant
30,37,3.7622338551636982,radius
37,40,3.7622338551636982,radius
445,450,3.763736270602407,quadrant
10,14,3.779068146111794,quadrant+radius
11,14,3.779068146111794,quadrant+radius
837,841,3.7820024271510775,quadrant
707,710,3.8014734031825244,quadrant+radius
321,322,3.822419782455979,radius
402,403,3.831016124806948,radius
794,796,3.8390721847647877,quadrant
887,888,3.840275741919379,quadrant
629,651,3.870705611787678,radius
329,337,3.8724530541087394,radius
749,750,3.8813731932604787,quadrant
996,997,3.8879727453808854,quadrant+radius
431,432,3.8899268779484295,quadrant
632,654,3.895962501296672,radius
634,654,3.895962501296672,radius
165,166,3.907459643399422,quadrant
303,308,3.9248959619894337,quadrant+radius
524,532,3.9531891989563723,radius
32,37,3.9575887071212077,radius
37,38,3.9575887071212077,radius
37,39,3.9575887071212077,radius
994,998,3.9594086748186106,quadrant+radius
994,999,3.9594086748186106,radius
273,275,3.9726483756001674,quadrant
842,843,3.9731400480456873,quadrant
476,479,3.9798174640317265,quadrant
282,294,3.981479269636871,quadrant+radius
283,294,3.981479269636871,radius
521,526,3.9914701764118266,quadrant
888,897,3.99552260614587,quadrant+radius
332,335,3.9979870612517434,quadrant+radius
1,12,4.002125629654837,quadrant
316,323,4.022236361114752,quadrant
117,124,4.027208079627958,quadrant
484,503,4.0388345037382,radius
330,335,4.047079629174379,quadrant
837,840,4.048519857968793,quadrant
966,976,4.0516692617638785,quadrant
12,2,4.057637503175417,quadrant+radius
12,3,4.057637503175417,quadrant+radius
688,695,4.06800388386733,radius
539,546,4.0687599698934775,quadrant
434,436,4.069955953843246,quadrant+radius
555,559,4.075449654553782,quadrant
34,43,4.0935102798184975,radius
387,399,4.102318070361731,quadrant
34,42,4.1246251030530745,radius
710,711,4.136771983146012,radius
902,903,4.149798623766183,radius
708,715,4.15073454131049,radius
19,256,4.16235143761624,quadrant
447,449,4.172164293471125,quadrant
1,8,4.175972139960059,quadrant+radius
2,8,4.200502344012324,radius
3,8,4.200502344012324,radius
258,266,4.221982707210055,quadrant+radius
430,441,4.223665738459155,quadrant
31,37,4.244253375956406,radius
35,37,4.244253375956406,radius
596,607,4.280094334782411,quadrant
307,309,4.311331060464715,quadrant
309,310,4.311331060464715,quadrant+radius
308,309,4.318727164135394,radius
270,281,4.322064643434396,radius
779,780,4.34254227197242,quadrant
796,798,4.3448390246427975,radius
59,69,4.355315596825884,quadrant
319,323,4.357388213218967,radius
320,323,4.361029706134159,radius
16,19,4.3681755517420235,quadrant
19,20,4.3681755517420235,quadrant+radius
554,559,4.391657039055201,radius
888,898,4.4097326524436,quadrant+radius
664,753,4.418075505473549,quadrant
177,182,4.427991348326591,quadrant+radius
15,22,4.435729953367681,quadrant
169,170,4.4482610786836085,quadrant
12,4,4.462998126444661,radius
381,394,4.465684479491876,quadrant
417,418,4.474722746328343,quadrant
316,321,4.483939074241839,quadrant+radius
257,266,4.493411373930571,radius
55,57,4.509904326842528,radius
169,175,4.520589127761162,radius
335,336,4.552554336773992,radius
335,338,4.553854502533495,radius
373,378,4.567698991669209,quadrant
373,379,4.567698991669209,quadrant+radius
377,378,4.573828516301219,quadrant+radius
377,379,4.573828516301219,radius
44,933,4.5746153944871155,quadrant
642,656,4.595125156472583,quadrant
341,343,4.59620274995681,radius
4,8,4.608297394146839,radius
778,780,4.609728221608776,radius
360,471,4.614411254095255,quadrant
460,558,4.65099891638798,radius
322,323,4.661861874764867,radius
984,990,4.666320302792444,quadrant
521,530,4.681255916600314,quadrant+radius
123,995,4.692040203553032,quadrant
37,42,4.696874514782344,radius
519,520,4.712247803882901,quadrant
433,440,4.729306061654672,quadrant+radius
464,465,4.7353990709940765,quadrant
737,742,4.759597569113597,quadrant
462,466,4.782011487321984,quadrant
665,753,4.804527637274259,radius
337,432,4.807031550149977,quadrant
874,884,4.825670712309905,quadrant
315,316,4.828227024913169,radius
287,294,4.842704296504829,radius
288,294,4.842704296504829,radius
28,29,4.87201033046994,quadrant
776,786,4.875565691010888,quadrant
37,43,4.879213865742836,radius
374,375,4.9088331340396225,radius
79,83,4.9268373734855935,quadrant
673,679,4.93306586730791,quadrant
539,547,4.937502171538175,quadrant
331,335,4.937668395776808,radius
508,511,4.9411936935862695,quadrant
10,12,4.946352938499246,quadrant+radius
11,12,4.946352938499246,radius
855,864,4.975465784978222,quadrant
78,83,5.006000400984768,quadrant
627,720,5.027411324984308,quadrant
986,997,5.068412347485097,quadrant
394,396,5.071639347286815,quadrant
925,934,5.114014142510006,quadrant
889,961,5.147265177064564,quadrant
36,37,5.147535647606609,quadrant
857,859,5.157044101251703,quadrant
646,732,5.1577674299849825,quadrant
886,892,5.189764809710075,quadrant
886,895,5.189764809710075,quadrant
167,169,5.195940733995583,quadrant
962,963,5.1991467269813105,quadrant
207,214,5.246791107533391,quadrant
496,501,5.257831130556695,quadrant
783,785,5.2745767883122765,quadrant
154,212,5.292741484521305,quadrant
154,213,5.292741484521305,quadrant
619,706,5.293343321607922,quadrant
889,964,5.322933157491035,quadrant
474,479,5.332918295261454,quadrant
450,456,5.337913679128019,quadrant
648,732,5.360062081750522,quadrant
24,26,5.367527239658675,quadrant
355,363,5.375253909860423,quadrant
924,951,5.3823113897900665,quadrant
416,417,5.397447829165837,quadrant
337,431,5.427065304688189,quadrant
810,819,5.427489602474195,quadrant
940,942,5.464441252064536,quadrant
556,565,5.480951252453306,quadrant
543,551,5.507704974811708,quadrant
285,287,5.544468889963033,quadrant
285,288,5.544468889963033,quadrant
889,963,5.548215495460591,quadrant
568,577,5.551211781970354,quadrant
357,358,5.567468226005455,quadrant
446,466,5.580674339117098,quadrant
972,973,5.581753622421247,quadrant
522,523,5.589092255454683,quadrant
781,784,5.5976343745247545,quadrant
268,269,5.66920503811356,quadrant
894,898,5.6946672529462505,quadrant
387,388,5.702045477665847,quadrant
388,399,5.702437190445599,quadrant
592,595,5.704507505372929,quadrant
215,217,5.7046629889125935,quadrant
215,218,5.7046629889125935,quadrant
216,217,5.7046629889125935,quadrant
767,775,5.720727276925118,quadrant
740,741,5.722135363179216,quadrant
135,140,5.7341915358141495,quadrant
237,241,5.786529556659363,quadrant
238,241,5.786529556659363,quadrant
314,332,5.797417221888545,quadrant
23,27,5.814206715268153,quadrant
838,845,5.815056774024701,quadrant
477,575,5.82799923745821,quadrant
194,202,5.843712849723389,quadrant
121,122,5.844816850051702,quadrant
535,614,5.851787020740513,quadrant
194,201,5.873691766714644,quadrant
386,396,5.878542064541678,quadrant
122,125,5.893723411436516,quadrant
491,492,5.898357756882116,quadrant
302,318,5.905080818823951,quadrant
602,608,5.910229013833828,quadrant
497,576,5.91478451561374,quadrant
166,169,5.916510086608833,quadrant
331,431,5.929418410313003,quadrant
254,261,5.964330303968558,quadrant
86,88,5.9647221730831115,quadrant
668,671,5.968692901500674,quadrant
184,188,5.973521053952532,quadrant
207,208,6.005709731671184,quadrant
507,518,6.010878395688086,quadrant
809,819,6.015267098167222,quadrant
76,81,6.0337326826592825,quadrant
314,319,6.038712205594303,quadrant
507,517,6.049732080169961,quadrant
316,431,6.069940823435496,quadrant
495,496,6.074119244122905,quadrant
529,533,6.075924545402934,quadrant
190,202,6.089514197396333,quadrant
195,202,6.089514197396333,quadrant
101,95,6.090941952108063,quadrant
93,95,6.090941952108063,quadrant
93,99,6.090941952108063,quadrant
94,95,6.090941952108063,quadrant
