rep_id,lat,lon,bin_id
166,38.1984895,-95.0842489,g11_3
167,38.281099,-95.1518081,g11_3
168,38.3319855,-94.8821499,g11_3
169,38.2475987,-95.1103175,g11_3
170,38.2220894,-95.1495491,g11_3
171,38.2229,-95.16672,g11_3
172,38.2152881,-95.1635482,g11_3
173,38.21755,-95.15843,g11_3
174,38.3337716,-94.8844188,g11_3
175,38.221694,-95.1502073,g11_3
176,38.6821385,-94.797671,g11_4
177,38.9791104,-95.1774826,g11_4
178,38.8247704,-95.1650755,g11_4
179,38.8247704,-95.1650755,g11_4
180,38.9976687,-95.1589612,g11_4
181,38.9976687,-95.1589612,g11_4
182,39.0049291,-95.1384752,g11_4
183,38.8527105,-94.9569832,g11_4
184,38.6463603,-95.1088674,g11_4
185,38.8492068,-94.9850863,g11_4
186,38.8457387,-94.9838587,g11_4
187,38.6298445,-95.0403633,g11_4
188,38.6476416,-95.0401027,g11_4
189,38.6486276,-95.0384934,g11_4
190,39.3255032,-95.0542906,g11_5
191,39.5332342,-95.2654156,g11_5
192,39.5332342,-95.2654156,g11_5
193,39.5332342,-95.2654156,g11_5
194,39.324036,-95.0503119,g11_5
195,39.3255032,-95.0542906,g11_5
196,39.3409733,-95.0391993,g11_5
197,39.3409733,-95.0391993,g11_5
198,39.3407021,-95.0411894,g11_5
199,39.3407021,-95.0411894,g11_5
200,39.4342842,-95.0374842,g11_5
201,39.2729355,-95.0330211,g11_5
202,39.2729389,-95.0344339,g11_5
203,39.3424343,-95.0482235,g11_5
204,39.558486,-95.134577,g11_6
205,39.558486,-95.134577,g11_6
206,39.8848839,-95.3202482,g11_6
207,37.4515051,-94.6492117,g12_1
208,37.3974958,-94.6496782,g12_1
209,37.3386339,-94.631467,g12_1
210,37.6586764,-94.6478926,g12_2
211,37.6586764,-94.6478926,g12_2
212,37.5721833,-94.6707942,g12_2
213,37.5721833,-94.6707942,g12_2
214,37.4986661,-94.6511259,g12_2
215,37.8777316,-94.6692297,g12_2
216,37.8777316,-94.6692297,g12_2
217,37.8361864,-94.6311064,g12_2
218,37.8361864,-94.6311064,g12_2
219,37.6878971,-94.6299805,g12_2
220,37.6878971,-94.6299805,g12_2
221,37.9516218,-94.6371037,g12_2
222,37.9507469,-94.6419482,g12_2
223,37.9264411,-94.6158935,g12_2
224,38.6955065,-94.6661391,g12_4
225,38.6145246,-94.6243544,g12_4
226,38.6071602,-94.6512605,g12_4
227,38.606314,-94.6512404,g12_4
228,38.6030949,-94.6521842,g12_4
229,38.6045303,-94.6517103,g12_4
230,38.5996607,-94.655687,g12_4
231,38.6050558,-94.6499952,g12_4
232,38.6055222,-94.6510304,g12_4
233,38.6040164,-94.6523931,g12_4
234,38.6046726,-94.6520075,g12_4
235,38.6004924,-94.6567358,g12_4
236,38.6048987,-94.6510276,g12_4
237,37.3339204,-101.4633661,g1_1
238,37.3339204,-101.4633661,g1_1
239,36.9980167,-101.2668172,g1_1
240,37.0331424,-101.5717415,g1_1
241,37.3173649,-101.5254079,g1_1
242,37.129415,-101.5179795,g1_1
243,37.1150239,-101.403985,g1_1
244,37.0608643,-101.7493471,g1_1
245,37.2489562,-101.3227871,g1_1
246,37.2363626,-101.3487984,g1_1
247,37.1909705,-101.3915524,g1_1
248,37.172722,-101.3869614,g1_1
249,37.2133866,-101.6073731,g1_1
250,37.0377962,-101.8379114,g1_1
251,37.201538,-101.6435346,g1_1
252,37.6625382,-101.728477,g1_2
253,37.5443871,-101.7381938,g1_2
254,37.546985,-101.746085,g1_2
255,37.7570001,-101.6921883,g1_2
256,37.4555584,-101.8550944,g1_2
257,37.5495303,-101.7308097,g1_2
258,37.5473715,-101.7322796,g1_2
259,37.651913,-101.8804838,g1_2
260,37.3744659,-101.5373708,g1_2
261,37.5067634,-101.7908311,g1_2
262,37.4043122,-101.6466162,g1_2
263,37.4369481,-101.5181289,g1_2
264,37.4474687,-101.5208446,g1_2
265,37.4452489,-101.4871297,g1_2
266,37.5159925,-101.7592373,g1_2
267,38.0226213,-101.3846661,g1_3
268,37.9177477,-101.747593,g1_3
269,37.8816301,-101.7019897,g1_3
270,38.1071327,-101.4366271,g1_3
271,37.9619509,-101.5002634,g1_3
272,38.0137274,-101.7833445,g1_3
273,38.1928868,-101.4661756,g1_3
274,37.9623688,-101.2811287,g1_3
275,38.2260652,-101.4830402,g1_3
276,38.1425825,-101.7479518,g1_3
277,38.2077554,-101.8305516,g1_3
278,38.0957097,-101.4255208,g1_3
279,38.1351003,-101.867491,g1_3
280,38.1133899,-101.8853603,g1_3
281,38.0770882,-101.405293,g1_3
282,38.8318702,-101.8756077,g1_4
283,38.8318702,-101.8756077,g1_4
284,38.4783672,-101.5062907,g1_4
285,38.8920873,-101.8496292,g1_4
286,38.6981853,-101.3924409,g1_4
287,38.8447002,-101.8695571,g1_4
288,38.8447002,-101.8695571,g1_4
289,38.4341971,-101.4096236,g1_4
290,38.8182851,-101.8752676,g1_4
291,38.6385142,-101.3813256,g1_4
292,38.6669504,-101.3925083,g1_4
293,38.4373835,-101.4057854,g1_4
294,38.8060718,-101.8437388,g1_4
295,38.4896138,-101.9740999,g1_4
296,38.6721291,-101.5064578,g1_4
297,38.9138326,-102.0146912,g1_5
298,39.1096061,-101.8650834,g1_5
299,39.1096061,-101.8650834,g1_5
300,39.0217415,-101.4718095,g1_5
301,38.9970023,-101.4762713,g1_5
302,39.3982374,-101.4252754,g1_5
303,39.427076,-101.4155614,g1_5
304,39.0213723,-101.3553027,g1_5
305,38.99023,-101.37011,g1_5
306,38.99023,-101.37011,g1_5
307,39.3916058,-101.4958143,g1_5
308,39.3918311,-101.4130709,g1_5
309,39.4137166,-101.4545952,g1_5
310,39.3916058,-101.4958143,g1_5
311,39.895823,-102.0057064,g1_6
312,39.8123873,-101.8564684,g1_6
313,39.7776256,-101.4668279,g1_6
314,39.9193425,-101.5253904,g1_6
315,39.8642727,-101.4708663,g1_6
316,39.8922137,-101.4275555,g1_6
317,39.4575482,-101.9863811,g1_6
318,39.4425171,-101.3873244,g1_6
319,39.866523,-101.5089354,g1_6
320,39.863806,-101.5090315,g1_6
321,39.8663716,-101.4678948,g1_6
322,39.8638178,-101.5125571,g1_6
323,39.8645623,-101.4579449,g1_6
324,39.8451915,-101.7122395,g1_6
325,39.5505004,-101.4478564,g1_6
326,39.9223211,-101.8430884,g1_7
327,39.9241839,-101.9376846,g1_7
328,39.9905139,-101.5009266,g1_7
329,39.9774755,-101.5057744,g1_7
330,39.9892114,-101.581145,g1_7
331,39.9718687,-101.4786687,g1_7
332,39.9648694,-101.4922497,g1_7
333,39.9865162,-101.4947222,g1_7
334,39.9651057,-101.6756021,g1_7
335,39.9775888,-101.5361317,g1_7
336,39.9954743,-101.4880646,g1_7
337,39.9821951,-101.4607453,g1_7
338,39.9757456,-101.4827428,g1_7
339,39.9709383,-101.4934672,g1_7
340,37.2829717,-100.9618308,g2_1
341,37.3866389,-100.9805088,g2_1
342,37.018342,-101.1778033,g2_1
343,37.3886812,-100.9285494,g2_1
344,37.0091003,-101.1762091,g2_1
345,37.1347003,-100.6908109,g2_1
346,37.3375657,-101.1503149,g2_1
347,37.3855818,-101.0700747,g2_1
348,37.03391,-100.79357,g2_1
349,37.3859732,-100.9393307,g2_1
350,37.117966,-100.853585,g2_1
351,37.0987741,-100.8666542,g2_1
352,37.0887503,-100.9640591,g2_1
353,37.2220276,-100.6602758,g2_1
354,37.0285638,-100.9511034,g2_1
355,37.6361494,-101.0473694,g2_2
356,37.7567282,-100.8355173,g2_2
357,37.8510332,-100.9272932,g2_2
358,37.901097,-100.9282398,g2_2
359,37.9127255,-100.8218236,g2_2
360,37.5531171,-100.6407527,g2_2
361,37.5020818,-100.9182611,g2_2
362,37.6317681,-100.8925825,g2_2
363,37.682266,-101.0290605,g2_2
364,37.6265592,-101.0221734,g2_2
365,37.4363908,-100.8474082,g2_2
366,37.4543775,-100.9579498,g2_2
367,37.7534172,-100.9110397,g2_2
368,37.6308645,-100.9056803,g2_2
369,37.75365,-100.87306,g2_2
370,38.2188861,-100.8489604,g2_3
371,38.0227219,-101.0733287,g2_3
372,38.0451864,-101.2691653,g2_3
373,38.1220969,-101.094587,g2_3
374,38.0184455,-101.0415352,g2_3
375,38.0181522,-101.0975702,g2_3
376,38.0938633,-101.0278026,g2_3
377,38.1256583,-101.0946528,g2_3
378,38.1238267,-101.0424166,g2_3
379,38.1238267,-101.0424166,g2_3
380,38.2484607,-101.0644762,g2_3
381,38.4065204,-100.7344701,g2_3
382,38.385116,-101.2715151,g2_3
383,38.2911901,-100.9411998,g2_3
384,38.1462197,-100.952209,g2_3
385,38.6434983,-101.1725606,g2_4
386,38.4273784,-100.8242496,g2_4
387,38.8456074,-100.8592045,g2_4
388,38.7943852,-100.8623193,g2_4
389,38.6530425,-100.8311466,g2_4
390,38.4402479,-101.1186868,g2_4
391,38.7805549,-100.8641323,g2_4
392,38.6586789,-101.2932123,g2_4
393,38.6586789,-101.2932123,g2_4
394,38.4451696,-100.7484023,g2_4
395,38.6352502,-101.0413933,g2_4
396,38.4743211,-100.7931996,g2_4
397,38.6927949,-101.1234687,g2_4
398,38.4206843,-100.9754907,g2_4
399,38.8307168,-100.8158696,g2_4
400,39.0042692,-101.0100791,g2_5
401,39.0969993,-101.2489986,g2_5
402,38.9620183,-100.7764881,g2_5
403,38.9554708,-100.8199877,g2_5
404,38.9621013,-100.7896237,g2_5
405,39.2560882,-101.1152539,g2_5
406,39.3409726,-100.9273168,g2_5
407,38.9871166,-101.1561968,g2_5
408,38.9487499,-101.2969807,g2_5
409,39.4144337,-101.2078897,g2_5
410,38.969755,-100.6958769,g2_5
411,39.0525899,-101.3419288,g2_5
412,39.2223844,-101.1932933,g2_5
413,39.0695991,-100.8904404,g2_5
414,39.208037,-101.007704,g2_5
415,39.477209,-101.1300981,g2_6
416,39.874443,-101.2527865,g2_6
417,39.8294553,-101.2290425,g2_6
418,39.8014601,-101.2666782,g2_6
419,39.4455897,-101.2211483,g2_6
420,39.7936082,-100.8816356,g2_6
421,39.6666545,-100.7670507,g2_6
422,39.6853334,-101.2757562,g2_6
423,39.6924503,-100.8738933,g2_6
424,39.470167,-100.8621372,g2_6
425,39.5512172,-101.203772,g2_6
426,39.718452,-101.3557191,g2_6
427,39.4926428,-101.2900236,g2_6
428,39.8731938,-101.1429056,g2_6
429,39.8637531,-101.1231592,g2_6
430,39.9981127,-101.2654611,g2_7
431,39.9462697,-101.4176408,g2_7
432,39.9797523,-101.4044176,g2_7
433,39.959925,-100.9580716,g2_7
434,39.982297,-101.2912335,g2_7
435,39.967877,-101.2817719,g2_7
436,39.9483097,-101.3089591,g2_7
437,39.9660555,-101.2782248,g2_7
438,39.9740745,-101.0153683,g2_7
439,39.982345,-100.9827896,g2_7
440,39.9867874,-101.0011006,g2_7
441,39.9960643,-101.2159504,g2_7
442,39.982466,-100.8889532,g2_7
443,39.9952368,-101.02065,g2_7
444,39.956104,-101.2911315,g2_7
445,37.1197932,-100.466948,g3_1
446,37.4175478,-100.1544077,g3_1
447,37.0923931,-100.1852842,g3_1
448,37.044802,-100.5350789,g3_1
449,37.0623408,-100.1571258,g3_1
450,37.1498423,-100.4864912,g3_1
451,37.1070403,-100.1895876,g3_1
452,37.0276157,-100.3832941,g3_1
453,37.2029132,-100.4864815,g3_1
454,37.2029132,-100.4864815,g3_1
455,37.2157761,-100.4900409,g3_1
456,37.1977941,-100.4836571,g3_1
457,37.1603026,-100.5574794,g3_1
458,37.2689332,-100.1599048,g3_1
459,37.6902698,-100.0041995,g3_2
460,37.8105479,-99.9495075,g3_2
461,37.46345,-100.04507,g3_2
462,37.4616968,-100.0511464,g3_2
463,37.6374863,-100.5182069,g3_2
464,37.5965971,-100.1597499,g3_2
465,37.5940637,-100.1060974,g3_2
466,37.4429658,-100.0999109,g3_2
467,37.671772,-100.3512768,g3_2
468,37.8804564,-100.3373645,g3_2
469,37.4500498,-100.496008,g3_2
470,37.6941545,-100.5895055,g3_2
471,37.5612165,-100.5894118,g3_2
472,37.6963878,-100.3278652,g3_2
473,37.6454567,-100.5402654,g3_2
474,38.3894538,-100.2196362,g3_3
475,38.1790196,-100.0073073,g3_3
476,38.3647003,-100.1178297,g3_3
477,38.3345022,-100.0323393,g3_3
478,38.2943012,-100.2980428,g3_3
479,38.3779478,-100.1602394,g3_3
480,38.3650106,-100.6354619,g3_3
481,38.3012054,-100.617917,g3_3
482,38.1814956,-100.1566008,g3_3
483,38.4514722,-100.1338783,g3_3
484,38.4365742,-100.1335678,g3_3
485,38.3043796,-100.5033697,g3_3
486,37.9713805,-100.5696198,g3_3
487,38.4206523,-100.4631267,g3_3
488,38.2902999,-100.5160143,g3_3
489,38.9525315,-100.0523721,g3_4
490,38.536549,-100.4798,g3_4
491,38.8145627,-100.6488396,g3_4
492,38.8670101,-100.6590346,g3_4
493,38.4706196,-99.9985674,g3_4
494,38.9100472,-100.3446217,g3_4
495,38.7100808,-100.0621057,g3_4
496,38.7144924,-100.1318835,g3_4
497,38.4978261,-100.0062433,g3_4
498,38.6611949,-100.4006417,g3_4
499,38.5804904,-100.3258869,g3_4
500,38.8032283,-100.479485,g3_4
501,38.7524217,-100.1680792,g3_4
502,38.8043466,-100.3305472,g3_4
503,38.47141,-100.1467,g3_4
504,39.4192183,-100.1729144,g3_5
505,39.1675352,-100.5390696,g3_5
506,38.9702512,-100.1716497,g3_5
507,39.2109498,-100.2424958,g3_5
508,39.3063441,-100.4658804,g3_5
509,39.4479349,-100.3515437,g3_5
510,39.3308389,-100.3524916,g3_5
511,39.3336521,-100.5111949,g3_5
512,39.1783559,-100.5338743,g3_5
513,39.142398,-100.0950748,g3_5
514,39.3113035,-100.3641422,g3_5
515,39.2889885,-100.3799504,g3_5
516,39.1054374,-100.0222266,g3_5
517,39.2377064,-100.1813445,g3_5
518,39.2445992,-100.1878806,g3_5
519,39.8475599,-100.5228159,g3_6
520,39.8100533,-100.5485038,g3_6
521,39.8727384,-100.6857906,g3_6
522,39.4924756,-100.4738807,g3_6
523,39.4894245,-100.408869,g3_6
524,39.5947763,-100.7010498,g3_6
525,39.5981406,-100.6669528,g3_6
526,39.8807481,-100.6401952,g3_6
527,39.5263704,-100.0650276,g3_6
528,39.85469,-100.3528617,g3_6
529,39.4994266,-100.2010856,g3_6
530,39.8709817,-100.6309842,g3_6
531,39.4798033,-100.5014701,g3_6
532,39.5910983,-100.6551616,g3_6
533,39.5324787,-100.1446823,g3_6
534,39.9867197,-100.3481425,g3_7
535,39.9952808,-100.0853329,g3_7
536,39.9978299,-100.2103249,g3_7
537,37.257954,-99.5835084,g4_1
538,37.2548724,-99.6060555,g4_1
539,37.1159209,-99.5172191,g4_1
540,37.2615047,-99.576075,g4_1
541,37.2594702,-99.5745225,g4_1
542,37.4269539,-99.3895874,g4_1
543,37.1968096,-99.347401,g4_1
544,37.0614061,-99.9039403,g4_1
545,37.078607,-99.3178609,g4_1
546,37.0825864,-99.4982989,g4_1
547,37.1576281,-99.5363346,g4_1
548,37.1364729,-99.3580587,g4_1
549,37.3518211,-99.7355648,g4_1
550,37.2186407,-99.5049543,g4_1
551,37.2410735,-99.375315,g4_1
552,37.6848221,-99.3178946,g4_2
553,37.4414657,-99.7062159,g4_2
554,37.5540678,-99.828017,g4_2
555,37.558642,-99.8268173,g4_2
556,37.6807894,-99.8462977,g4_2
557,37.5339173,-99.7463538,g4_2
558,37.7949406,-99.9003932,g4_2
559,37.5851773,-99.8587158,g4_2
560,37.4576981,-99.622642,g4_2
561,37.4554461,-99.7084535,g4_2
562,37.6880457,-99.2969848,g4_2
563,37.5993936,-99.5124327,g4_2
564,37.4768548,-99.9191783,g4_2
565,37.7092375,-99.8971692,g4_2
566,37.8028498,-99.9297293,g4_2
567,38.3279969,-99.8303576,g4_3
568,38.2485238,-99.6545406,g4_3
569,38.3003041,-99.7579976,g4_3
570,38.1375658,-99.5135406,g4_3
571,38.0568608,-99.8400291,g4_3
572,38.1520937,-99.8762824,g4_3
573,38.3556645,-99.6908405,g4_3
574,38.3249696,-99.5577518,g4_3
575,38.3466502,-99.9673352,g4_3
576,38.4514328,-99.9730047,g4_3
577,38.2920334,-99.6233606,g4_3
578,38.4626042,-99.657172,g4_3
579,38.379904,-99.7205,g4_3
580,38.2468835,-99.3659515,g4_3
581,38.0646092,-99.7665436,g4_3
582,38.600128,-99.8200633,g4_4
583,38.5551734,-99.8635847,g4_4
584,38.5784137,-99.8895959,g4_4
585,38.7404571,-99.5063208,g4_4
586,38.9449681,-99.9130093,g4_4
587,38.6248714,-99.9910112,g4_4
588,38.7131843,-99.4960564,g4_4
589,38.8615157,-99.5161394,g4_4
590,38.5266774,-99.3322662,g4_4
591,38.9571734,-99.8130335,g4_4
592,38.8747972,-99.6731899,g4_4
593,38.8866586,-99.3757633,g4_4
594,38.5405131,-99.3654852,g4_4
595,38.8693369,-99.7387097,g4_4
596,38.9590475,-99.4844326,g4_4
597,39.0113654,-99.53279,g4_5
598,39.1169839,-99.7340172,g4_5
599,39.2189114,-99.6497354,g4_5
600,39.2061096,-99.5201121,g4_5
601,39.0842293,-99.7438745,g4_5
602,39.4259619,-99.7649515,g4_5
603,39.0984405,-99.9954094,g4_5
604,39.3089654,-99.9876017,g4_5
605,39.456745,-100.0108635,g4_5
606,39.077762,-99.8171014,g4_5
607,38.9845372,-99.5215312,g4_5
608,39.4174422,-99.6970355,g4_5
609,39.2459537,-99.9622046,g4_5
610,39.4290526,-99.7686101,g4_5
611,39.3202209,-99.9777618,g4_5
612,39.5203558,-100.0362305,g4_6
613,39.846161,-99.9609843,g4_6
614,39.9657607,-100.0284763,g4_6
615,39.6495512,-99.7005733,g4_6
616,39.5916846,-99.8720676,g4_6
617,39.5074084,-99.857775,g4_6
618,39.5988948,-99.668602,g4_6
619,39.6847796,-99.3946428,g4_6
620,39.7071503,-99.4079183,g4_6
621,39.6226314,-99.5563336,g4_6
622,39.8926746,-99.4789426,g4_6
623,39.8185643,-99.6274008,g4_6
624,39.5629773,-99.3785456,g4_6
625,39.5543789,-99.7308761,g4_6
626,39.5298894,-99.9248225,g4_6
627,37.0319009,-98.6476853,g5_1
628,37.143758,-98.897385,g5_1
629,37.4398482,-98.9539649,g5_1
630,37.06276,-99.0495064,g5_1
631,37.1311685,-98.6120356,g5_1
632,37.4454827,-98.9706701,g5_1
633,37.453523,-98.9782059,g5_1
634,37.4454827,-98.9706701,g5_1
635,37.1465331,-99.1195119,g5_1
636,37.4483675,-98.9661042,g5_1
637,37.45535,-98.9732644,g5_1
638,37.4500685,-98.9787863,g5_1
639,37.4507767,-98.9682834,g5_1
640,37.1524984,-99.1114936,g5_1
641,37.2666077,-98.6240549,g5_1
642,37.8434954,-98.8363902,g5_2
643,37.4684173,-98.8143968,g5_2
644,37.4757482,-98.9764539,g5_2
645,37.7083352,-98.6627609,g5_2
646,37.7055966,-98.6605019,g5_2
647,37.9694938,-98.7946365,g5_2
648,37.7065221,-98.6627762,g5_2
649,37.5588695,-98.9759192,g5_2
650,37.5588695,-98.9759192,g5_2
651,37.4662934,-98.9824791,g5_2
652,37.4630635,-98.9672771,g5_2
653,37.4616381,-98.9718478,g5_2
654,37.4800978,-98.9775011,g5_2
655,37.4649792,-99.0873144,g5_2
656,37.8798139,-98.8114175,g5_2
657,38.3383706,-99.3040626,g5_3
658,38.0360799,-99.0027622,g5_3
659,37.9877319,-98.7042743,g5_3
660,38.4314853,-98.8165055,g5_3
661,38.4725645,-98.9358445,g5_3
662,38.4216423,-98.6627794,g5_3
663,38.2802959,-99.0540961,g5_3
664,38.2015557,-98.6758157,g5_3
665,38.2050209,-98.680335,g5_3
666,38.1551072,-98.8241164,g5_3
667,38.1870056,-98.8323786,g5_3
668,38.3828717,-99.0081333,g5_3
669,38.2978556,-98.9825696,g5_3
670,38.2572452,-99.0360109,g5_3
671,38.3771584,-98.940048,g5_3
672,38.7378263,-99.0573829,g5_4
673,38.8533801,-99.2400377,g5_4
674,38.6456719,-99.2065269,g5_4
675,38.6691819,-98.9604985,g5_4
676,38.6750508,-98.8002829,g5_4
677,38.8591754,-99.2595727,g5_4
678,38.8512519,-98.9845191,g5_4
679,38.8745171,-99.1899437,g5_4
680,38.7314744,-98.8826688,g5_4
681,38.5954175,-98.7724676,g5_4
682,38.741128,-98.699737,g5_4
683,38.5377275,-98.8805412,g5_4
684,38.9744571,-99.1837366,g5_4
685,38.7408632,-99.2105292,g5_4
686,38.7490348,-98.8035871,g5_4
687,39.0366406,-99.0698497,g5_5
688,39.067257,-99.187666,g5_5
689,39.0708564,-99.1969858,g5_5
690,39.2762615,-99.3526853,g5_5
691,39.2683905,-99.2179941,g5_5
692,39.0756626,-98.9158327,g5_5
693,39.4092947,-99.0532281,g5_5
694,38.9935209,-99.2048214,g5_5
695,39.0843077,-99.2293606,g5_5
696,39.3753223,-99.1679688,g5_5
697,39.3492556,-98.8669724,g5_5
698,39.309619,-98.6931758,g5_5
699,38.9962722,-99.3224456,g5_5
700,39.3805613,-99.3097241,g5_5
701,39.3055325,-98.9945473,g5_5
702,39.8734154,-99.0267215,g5_6
703,39.8734154,-99.0267215,g5_6
704,39.6516975,-99.3292145,g5_6
