rep_id,lat,lon,bin_id
705,39.8734154,-99.0267215,g5_6
706,39.6438256,-99.363118,g5_6
707,39.5515115,-99.2842557,g5_6
708,39.5395495,-99.2656493,g5_6
709,39.5500117,-99.2804251,g5_6
710,39.5173241,-99.2843087,g5_6
711,39.5545269,-99.2842446,g5_6
712,39.9046476,-99.3565697,g5_6
713,39.6534855,-99.3358488,g5_6
714,39.9140861,-99.3621567,g5_6
715,39.5691636,-99.2951229,g5_6
716,37.3979263,-98.600779,g6_1
717,37.1101946,-98.5973967,g6_1
718,37.4267858,-98.0890012,g6_1
719,37.3932613,-98.0177906,g6_1
720,37.0048993,-98.6022667,g6_1
721,37.1177626,-98.4784827,g6_1
722,37.1364426,-98.1760823,g6_1
723,37.1023432,-98.2399984,g6_1
724,37.284909,-98.391957,g6_1
725,37.4392644,-98.3387126,g6_1
726,37.3435872,-98.2110076,g6_1
727,37.4520451,-98.1705615,g6_1
728,37.3515886,-98.5216891,g6_1
729,37.2011967,-98.4692857,g6_1
730,37.1056924,-98.4958324,g6_1
731,37.5017698,-98.552276,g6_2
732,37.6681994,-98.6258264,g6_2
733,37.5049888,-98.3314443,g6_2
734,37.737928,-98.2939025,g6_2
735,37.4882061,-98.0696068,g6_2
736,37.7285711,-98.5943617,g6_2
737,37.8293008,-98.5302709,g6_2
738,37.973161,-98.272465,g6_2
739,37.8282411,-98.0268854,g6_2
740,37.4848934,-97.9866541,g6_2
741,37.529716,-98.0185225,g6_2
742,37.8591557,-98.5691139,g6_2
743,37.4839409,-98.2293189,g6_2
744,37.9031742,-98.6259272,g6_2
745,37.7637708,-98.5400396,g6_2
746,38.0333609,-98.3133801,g6_3
747,38.475711,-98.2957423,g6_3
748,38.1666196,-98.2642205,g6_3
749,38.0981158,-98.5196332,g6_3
750,38.1227086,-98.551116,g6_3
751,38.0217527,-98.6356568,g6_3
752,38.4036666,-98.4975418,g6_3
753,38.2041372,-98.6253609,g6_3
754,38.3784777,-98.6062231,g6_3
755,38.4323456,-98.1290398,g6_3
756,38.222902,-98.5193752,g6_3
757,38.0941221,-98.3960645,g6_3
758,38.4866276,-98.5871415,g6_3
759,38.2073302,-98.3676522,g6_3
760,38.3529768,-98.5284962,g6_3
761,38.5635867,-98.5132019,g6_4
762,38.7103938,-98.5908053,g6_4
763,38.6831517,-98.6099586,g6_4
764,38.6642964,-98.4568507,g6_4
765,38.6642964,-98.4568507,g6_4
766,38.6370682,-98.5454327,g6_4
767,38.8688929,-98.5971749,g6_4
768,38.7501675,-98.281932,g6_4
769,38.9806064,-98.6484284,g6_4
770,38.6677972,-98.2030429,g6_4
771,38.5459779,-98.3482775,g6_4
772,38.7362635,-98.6590986,g6_4
773,38.6132464,-98.631007,g6_4
774,38.8327925,-98.6626216,g6_4
775,38.845065,-98.6557292,g6_4
776,39.2234056,-98.5129996,g6_5
777,39.3056926,-98.6837058,g6_5
778,39.3043723,-98.6115474,g6_5
779,39.3048143,-98.6146569,g6_5
780,39.3042957,-98.6651227,g6_5
781,39.1857089,-98.6083222,g6_5
782,39.2183991,-98.1734281,g6_5
783,39.1544978,-98.6693587,g6_5
784,39.1401381,-98.6359082,g6_5
785,39.2016294,-98.6762725,g6_5
786,39.1824033,-98.5330483,g6_5
787,39.2323178,-98.6815973,g6_5
788,39.1632928,-98.4027846,g6_5
789,39.2070104,-98.681698,g6_5
790,39.5838587,-98.5023006,g6_6
791,39.8747337,-98.7032001,g6_6
792,39.5838587,-98.5023006,g6_6
793,37.2072148,-97.3557314,g7_1
794,37.1972456,-97.6362555,g7_1
795,37.3194833,-97.433378,g7_1
796,37.222336,-97.6660345,g7_1
797,37.3124561,-97.3132977,g7_1
798,37.1923978,-97.6345079,g7_1
799,37.1040509,-97.8346444,g7_1
800,37.4218914,-97.3402421,g7_1
801,37.3151176,-97.5105259,g7_1
802,37.01251,-97.43733,g7_1
803,37.3441123,-97.5100215,g7_1
804,37.1394068,-97.354469,g7_1
805,37.1942439,-97.4850405,g7_1
806,37.4586425,-97.6372288,g7_1
807,37.4081388,-97.6710268,g7_1
808,37.5356807,-97.6687688,g7_2
809,37.5339542,-97.400343,g7_2
810,37.5910018,-97.4785723,g7_2
811,37.519903,-97.9139202,g7_2
812,37.681768,-97.7862796,g7_2
813,37.5238069,-97.6680042,g7_2
814,37.8916367,-97.7166461,g7_2
815,37.7592074,-97.922348,g7_2
816,37.9236448,-97.3496231,g7_2
817,37.5126807,-97.8163171,g7_2
818,37.9957735,-97.7510443,g7_2
819,37.5863635,-97.4172535,g7_2
820,37.493605,-97.9094901,g7_2
821,37.6214163,-97.8795317,g7_2
822,38.0511208,-97.7337978,g7_3
823,38.4765353,-97.7247035,g7_3
824,38.207123,-97.4691647,g7_3
825,38.0549709,-97.7039608,g7_3
826,38.0608721,-97.7028272,g7_3
827,38.4840717,-97.6174162,g7_3
828,38.2374119,-97.7539783,g7_3
829,38.2413287,-97.6080073,g7_3
830,38.3355129,-97.5403245,g7_3
831,38.3950893,-97.4979338,g7_3
832,38.0549245,-97.6114861,g7_3
833,38.0629261,-97.7305147,g7_3
834,38.424922,-97.4829564,g7_3
835,38.0552339,-97.7086873,g7_3
836,37.998253,-97.8492709,g7_3
837,38.5853532,-97.6549816,g7_4
838,38.7152396,-97.7214841,g7_4
839,38.7225814,-97.4059138,g7_4
840,38.5645015,-97.693159,g7_4
841,38.6189281,-97.6480241,g7_4
842,38.7535757,-97.6047425,g7_4
843,38.779767,-97.5735702,g7_4
844,38.5765787,-97.3689191,g7_4
845,38.6639098,-97.7343035,g7_4
846,38.6623532,-97.4392376,g7_4
847,38.5301215,-97.4780166,g7_4
848,38.5885433,-97.3651201,g7_4
849,38.87195,-97.5752,g7_4
850,38.5382083,-97.6917448,g7_4
851,39.0289263,-97.4104508,g7_5
852,39.3202391,-97.834387,g7_5
853,39.6835727,-97.7088275,g7_6
854,39.6835727,-97.7088275,g7_6
855,37.0440057,-96.6852504,g8_1
856,37.1098526,-96.8137453,g8_1
857,37.1290334,-96.7958784,g8_1
858,37.1018172,-96.8495822,g8_1
859,37.1121105,-96.8500324,g8_1
860,37.2394762,-96.8098296,g8_1
861,37.1948407,-96.8634255,g8_1
862,37.115731,-97.138861,g8_1
863,37.23643,-97.2062552,g8_1
864,37.0033866,-96.7087578,g8_1
865,37.209108,-96.6795723,g8_1
866,37.2055763,-96.6808582,g8_1
867,37.123349,-96.7169586,g8_1
868,37.4047031,-97.2279073,g8_1
869,37.2572518,-96.9319512,g8_1
870,37.7037407,-96.7366216,g8_2
871,37.9667461,-96.7711859,g8_2
872,37.7864997,-97.1901917,g8_2
873,37.9363786,-96.9677358,g8_2
874,37.8993935,-97.1164156,g8_2
875,37.8342573,-97.0167094,g8_2
876,37.734779,-97.0329932,g8_2
877,37.9636611,-96.9564269,g8_2
878,37.7583398,-97.1063557,g8_2
879,37.8284534,-97.1402329,g8_2
880,37.7740491,-96.9153566,g8_2
881,37.5062727,-96.9633868,g8_2
882,37.5712936,-97.1404992,g8_2
883,37.7866108,-96.6679806,g8_2
884,37.903642,-97.1711508,g8_2
885,38.3670382,-97.2383058,g8_3
886,38.4776127,-97.2481966,g8_3
887,38.160905,-97.0337792,g8_3
888,38.1347196,-97.0624135,g8_3
889,38.3969189,-96.7152364,g8_3
890,38.356415,-96.811356,g8_3
891,38.00798,-96.9100987,g8_3
892,38.4615837,-97.3041829,g8_3
893,38.1414307,-96.9787278,g8_3
894,38.1090177,-97.0520773,g8_3
895,38.4615837,-97.3041829,g8_3
896,38.0356063,-97.1315013,g8_3
897,38.1609753,-97.0312198,g8_3
898,38.152256,-97.0171863,g8_3
899,38.4387749,-97.0262418,g8_3
900,38.633857,-96.912824,g8_4
901,38.6302606,-96.89435,g8_4
902,38.6301904,-96.878359,g8_4
903,38.6230382,-96.9252443,g8_4
904,38.5561446,-97.2893766,g8_4
905,38.5355693,-96.9993209,g8_4
906,38.5561446,-97.2893766,g8_4
907,38.5230928,-97.0149725,g8_4
908,38.5415998,-97.0077639,g8_4
909,38.5462379,-96.992236,g8_4
910,38.5415998,-97.0077639,g8_4
911,38.5462379,-96.992236,g8_4
912,38.5346267,-97.0184723,g8_4
913,38.5478578,-96.9977033,g8_4
914,39.1493736,-97.1781993,g8_5
915,39.0799712,-97.331514,g8_5
916,39.2793116,-96.9624919,g8_5
917,39.2793116,-96.9624919,g8_5
918,39.2791619,-96.9623171,g8_5
919,39.1045475,-97.3187051,g8_5
920,39.5675437,-96.9162325,g8_6
921,39.5675437,-96.9162325,g8_6
922,39.9834396,-97.1993748,g8_6
923,37.0048874,-96.4154306,g9_1
924,37.4512755,-96.6405477,g9_1
925,37.3211237,-96.4600187,g9_1
926,37.03632,-96.61319,g9_1
927,37.3544014,-96.6153725,g9_1
928,37.253379,-96.3206182,g9_1
929,37.1408488,-96.2591897,g9_1
930,37.2730705,-96.0708635,g9_1
931,37.2112219,-96.0627006,g9_1
932,37.1678535,-96.2770648,g9_1
933,37.0310725,-96.0146063,g9_1
934,37.3536522,-96.4191257,g9_1
935,37.0309514,-96.1701049,g9_1
936,37.121712,-96.2824994,g9_1
937,37.4690716,-96.0595377,g9_1
938,37.8560194,-96.6218326,g9_2
939,37.924061,-96.5800377,g9_2
940,37.5998011,-96.4626384,g9_2
941,37.5332078,-96.5049799,g9_2
942,37.5645374,-96.5058282,g9_2
943,37.6558672,-96.4833502,g9_2
944,37.8083943,-96.4899657,g9_2
945,37.7692737,-96.326604,g9_2
946,37.497237,-96.3448025,g9_2
947,37.7734286,-96.3056375,g9_2
948,37.6730391,-96.4786061,g9_2
949,37.5822751,-96.5937927,g9_2
950,37.539802,-96.1938581,g9_2
951,37.4990857,-96.6500737,g9_2
952,38.4787077,-96.1096132,g9_3
953,38.4990884,-96.3430907,g9_3
954,38.5075163,-96.1195798,g9_3
955,38.0461125,-96.1119966,g9_3
956,38.192676,-96.090974,g9_3
957,38.0274529,-96.2703232,g9_3
958,38.2144013,-96.0864867,g9_3
959,38.2060641,-96.31106,g9_3
960,38.0092801,-96.4897966,g9_3
961,38.378088,-96.661287,g9_3
962,38.3416449,-96.6141308,g9_3
963,38.369103,-96.662392,g9_3
964,38.376276,-96.660135,g9_3
965,38.3639807,-96.6417508,g9_3
966,38.61575,-96.3474905,g9_4
967,38.7510037,-96.2671339,g9_4
968,38.8466797,-96.5269087,g9_4
969,38.7523423,-96.5337248,g9_4
970,38.9721499,-96.4376524,g9_4
971,38.9810478,-96.4287714,g9_4
972,38.9050981,-96.5128512,g9_4
973,38.8560648,-96.499042,g9_4
974,38.5775018,-96.1407321,g9_4
975,38.6891958,-96.4604314,g9_4
976,38.5914109,-96.3127918,g9_4
977,38.6573837,-96.1882099,g9_4
978,38.7846885,-96.3306972,g9_4
979,38.7569447,-96.1213535,g9_4
980,39.1235986,-96.1545168,g9_5
981,39.1106845,-96.2558364,g9_5
982,39.1604621,-96.4436672,g9_5
983,39.1210743,-96.1531169,g9_5
984,39.1005552,-96.4854704,g9_5
985,39.2729915,-96.0891767,g9_5
986,39.5051601,-96.0423213,g9_5
987,39.2729915,-96.0891767,g9_5
988,39.0527715,-96.3144416,g9_5
989,39.0527715,-96.3144416,g9_5
990,39.0587172,-96.481265,g9_5
991,39.4217754,-96.1265572,g9_5
992,39.1153477,-96.2901917,g9_5
993,39.0371978,-96.3870709,g9_5
994,39.5787125,-96.0152307,g9_6
995,39.7943859,-96.0060547,g9_6
996,39.5809037,-96.0270162,g9_6
997,39.5466566,-96.0178705,g9_6
998,39.6104577,-96.0361623,g9_6
999,39.6104577,-96.0361623,g9_6
1000,39.8255717,-96.3168846,g9_6
