node_id,status,las_path,z_top,z_base,n_finite_raw
204,ok,data/las/1020068874.las,215.0,2260.0,1470.0
205,ok,data/las/1020068888.las,215.0,2256.0,4083.0
206,ok,data/las/1020068881.las,290.0,1921.0,3218.0
207,ok,data/las/1020068880.las,0.0,1683.0,3338.0
208,ok,data/las/1020068250.las,0.0,2174.0,4323.0
209,ok,data/las/1008459002.las,285.0,1745.5,2921.0
210,ok,data/las/1020068857.las,0.0,3332.0,6665.0
211,ok,data/las/1055044213.las,295.0,2850.0,5034.0
212,ok,data/las/1037589183.las,1300.0,3400.0,4201.0
213,ok,data/las/1037589185.las,2550.0,2800.0,501.0
214,ok,data/las/1037589186.las,1300.0,3400.0,4201.0
215,ok,data/las/1037589182.las,300.0,3400.0,6201.0
216,ok,data/las/1037589184.las,2550.0,2800.0,501.0
217,ok,data/las/1044077648.las,300.0,3406.0,6140.0
218,ok,data/las/1053428790.las,245.0,3210.0,5849.0
219,ok,data/las/1053428796.las,295.0,3105.0,5548.0
220,ok,data/las/1020068244.las,210.0,3217.0,6015.0
221,ok,data/las/1020068876.las,300.0,3070.0,5499.0
222,ok,data/las/1037780476.las,2900.0,3020.0,241.0
223,ok,data/las/1037780477.las,2900.0,3020.0,241.0
224,ok,data/las/1008459012.las,201.0,3041.5,5680.0
225,ok,data/las/1044219059.las,1590.0,3292.0,3381.0
226,ok,data/las/1020068850.las,257.0,2278.0,4043.0
227,ok,data/las/1008459013.las,324.0,2840.0,5032.0
228,ok,data/las/1020068852.las,184.0,2168.0,3939.0
229,ok,data/las/1020068851.las,243.0,2773.0,5061.0
230,ok,data/las/1020068841.las,0.0,2341.0,4681.0
231,ok,data/las/1020068839.las,30.0,2023.0,3935.0
232,ok,data/las/1020068887.las,215.0,1580.0,2731.0
233,ok,data/las/1020068858.las,0.0,1858.0,3716.0
234,ok,data/las/1020068854.las,215.0,2427.0,4423.0
235,ok,data/las/1020068855.las,0.0,2468.0,4936.0
236,ok,data/las/1020068863.las,220.0,3742.0,7033.0
237,ok,data/las/1051674299.las,0.0,2286.5,4497.0
238,ok,data/las/1020068886.las,0.0,2332.0,4646.0
239,ok,data/las/1051308461.las,0.0,1992.0,3900.0
240,ok,data/las/1020068853.las,202.0,2142.0,3880.0
241,ok,data/las/1020068885.las,0.0,2300.0,4601.0
242,ok,data/las/1020068878.las,360.0,3428.0,6126.0
243,ok,data/las/1020068251.las,0.0,3300.0,6599.0
244,ok,data/las/1020068838.las,222.0,3267.0,6091.0
245,ok,data/las/1020068865.las,13.0,3158.0,6287.0
246,ok,data/las/1020068859.las,245.0,3360.0,6231.0
247,ok,data/las/1020068856.las,306.0,3304.0,5964.0
248,ok,data/las/1020068864.las,301.0,3447.0,6293.0
249,ok,data/las/1020068836.las,254.0,3450.0,6393.0
250,ok,data/las/1020068837.las,0.0,3245.0,6491.0
251,ok,data/las/1020068873.las,250.0,3390.0,6236.0
252,ok,data/las/1043624873.las,200.0,2400.0,4401.0
253,ok,data/las/1008459004.las,211.0,2959.5,5497.0
254,ok,data/las/1043624876.las,200.0,2400.0,4401.0
255,ok,data/las/1044077624.las,100.0,2432.0,4389.0
256,ok,data/las/1055386279.las,87.8,799.5,6992.0
257,ok,data/las/1046114514.las,47.0,2178.0,4151.0
258,ok,data/las/1046114515.las,1909.0,2178.0,427.0
259,ok,data/las/1045637507.las,1776.0,2085.5,510.0
260,ok,data/las/1045637508.las,60.0,2085.5,3941.0
261,ok,data/las/1045637509.las,60.0,2086.0,1970.0
262,ok,data/las/1044907132.las,40.0,765.5,1426.0
263,ok,data/las/1055017853.las,0.0,2679.0,3092.0
264,ok,data/las/1008459000.las,296.0,2981.5,5371.0
265,ok,data/las/1044639558.las,295.0,2005.5,3364.0
266,ok,data/las/1044762101.las,345.0,2025.5,3298.0
267,ok,data/las/1045365469.las,295.0,3365.5,6082.0
268,ok,data/las/1044165686.las,295.0,3320.5,5994.0
269,ok,data/las/1044782687.las,295.0,2938.5,5224.0
270,ok,data/las/1044773197.las,295.0,3035.5,5420.0
271,ok,data/las/1043563094.las,295.0,3099.5,5547.0
272,ok,data/las/1055814177.las,0.4,405.5,4008.0
273,ok,data/las/1008458999.las,532.0,2587.5,4111.0
274,ok,data/las/1008459010.las,269.0,2912.5,5287.0
275,ok,data/las/1055545278.las,0.0,2286.0,4484.0
276,ok,data/las/1051308479.las,-26.0,2155.5,4308.0
277,ok,data/las/1051680279.las,0.0,2307.5,4538.0
278,ok,data/las/1052060465.las,2.5,2352.5,4624.0
279,ok,data/las/1044077636.las,250.0,3600.0,6509.0
280,ok,data/las/1044839273.las,295.0,3515.5,6391.0
281,ok,data/las/1044220896.las,110.0,3539.0,6836.0
282,ok,data/las/1044819603.las,295.0,2005.5,3367.0
283,ok,data/las/1044077649.las,198.0,3590.0,6601.0
284,ok,data/las/1045662562.las,345.0,3470.5,6219.0
285,ok,data/las/1052964356.las,0.0,3446.5,6832.0
286,ok,data/las/1044220897.las,0.0,3401.0,6664.0
287,ok,data/las/1046076685.las,707.5,995.0,468.0
288,ok,data/las/1046076687.las,-1.5,995.0,1886.0
289,ok,data/las/1046076692.las,502.5,796.5,479.0
290,ok,data/las/1046076713.las,502.5,796.5,479.0
291,ok,data/las/1046076691.las,4.0,796.5,1476.0
292,ok,data/las/1055385633.las,30.0,881.4,8440.0
293,ok,data/las/1055385582.las,30.0,882.3,8449.0
294,ok,data/las/1055386108.las,0.3,964.2,9563.0
295,ok,data/las/1055386070.las,-0.1,942.4,9425.0
296,ok,data/las/1055386066.las,-22.3,929.9,9501.0
297,ok,data/las/1043683742.las,0.0,2350.0,4701.0
298,ok,data/las/1031510614.las,0.0,2400.0,4482.0
299,ok,data/las/1031510615.las,0.0,2400.0,4542.0
300,ok,data/las/1043625167.las,70.0,2320.0,4501.0
301,ok,data/las/1043683741.las,50.0,2350.0,4601.0
302,ok,data/las/1044077631.las,0.0,2350.0,4459.0
303,ok,data/las/1044095201.las,195.0,2170.0,3945.0
304,ok,data/las/1053432230.las,0.0,3337.0,6588.0
305,ok,data/las/1044243209.las,140.0,3377.0,6365.0
306,ok,data/las/1044220895.las,100.0,3377.0,6472.0
307,ok,data/las/1044234267.las,245.0,3488.5,6436.0
308,ok,data/las/1052959605.las,0.0,3438.5,13582.0
309,ok,data/las/1045099186.las,295.0,3305.5,5959.0
310,ok,data/las/1051674524.las,163.25,3183.75,11937.0
311,ok,data/las/1052060775.las,169.5,3055.0,11398.0
312,ok,data/las/1051680234.las,178.25,3145.75,11726.0
313,ok,data/las/1051680509.las,169.5,3055.0,11398.0
314,ok,data/las/1051680505.las,178.25,3145.75,11726.0
315,ok,data/las/1044977835.las,247.75,3101.75,11282.0
316,ok,data/las/1044782899.las,257.0,3143.75,11412.0
317,ok,data/las/1044782883.las,1779.75,3119.25,5308.0
318,ok,data/las/1045113917.las,118.5,3112.5,11825.0
319,ok,data/las/1044925206.las,139.0,3124.25,11808.0
320,ok,data/las/1044925130.las,1549.0,3092.0,6132.0
321,ok,data/las/1044782888.las,264.25,3131.0,11332.0
322,ok,data/las/1044782882.las,1836.75,3078.75,4918.0
323,ok,data/las/1051310999.las,250.75,3102.75,11228.0
324,ok,data/las/1051310974.las,250.75,3102.75,11228.0
325,ok,data/las/1045113898.las,165.25,3071.5,11475.0
326,ok,data/las/1055813895.las,242.5,901.55,13043.0
327,ok,data/las/1055813852.las,292.75,883.6,11678.0
328,ok,data/las/1056364766.las,377.25,925.25,10828.0
329,ok,data/las/1056364767.las,-6.0,926.25,18513.0
330,ok,data/las/1043683743.las,0.0,1000.0,1628.0
331,ok,data/las/1046075805.las,245.0,2895.5,5244.0
332,ok,data/las/1044831148.las,175.0,2483.0,4617.0
333,ok,data/las/1044815256.las,211.5,2650.0,4878.0
334,ok,data/las/1044815257.las,196.0,2410.5,4430.0
335,ok,data/las/1044815254.las,225.5,2257.0,4064.0
336,ok,data/las/1044208626.las,195.0,2911.5,5357.0
337,ok,data/las/1051712237.las,5.0,3281.5,6475.0
338,ok,data/las/1051712307.las,250.0,3335.0,6105.0
339,ok,data/las/1044977828.las,175.25,3315.5,12508.0
340,ok,data/las/1055386286.las,-2.65,3029.75,60545.0
341,ok,data/las/1044628754.las,195.0,3373.5,6302.0
342,ok,data/las/1044944891.las,195.0,3375.5,6305.0
343,ok,data/las/1053243844.las,2.5,3246.0,6433.0
344,ok,data/las/1053243845.las,2.5,3246.0,6433.0
345,ok,data/las/1053243853.las,2.5,3246.0,6433.0
346,ok,data/las/1053243854.las,2.5,3246.0,6433.0
347,ok,data/las/1051694931.las,181.5,3201.75,11938.0
348,ok,data/las/1055123573.las,0.0,3209.0,6334.0
349,ok,data/las/1053253945.las,149.0,3223.0,12114.0
350,ok,data/las/1053253979.las,149.0,3223.0,12114.0
351,ok,data/las/1052681631.las,164.5,3211.75,12007.0
352,ok,data/las/1052681645.las,164.5,3211.75,12007.0
353,ok,data/las/1052681654.las,164.5,3211.75,12007.0
354,ok,data/las/1055868080.las,0.5,3103.5,6175.0
355,ok,data/las/1055868090.las,0.5,3103.5,6175.0
356,ok,data/las/1051694940.las,179.25,3117.75,11611.0
357,ok,data/las/1051694917.las,179.25,3117.75,11611.0
358,ok,data/las/1053428875.las,195.0,3145.0,5823.0
359,ok,data/las/1053428977.las,195.0,3145.0,5823.0
360,ok,data/las/1044220891.las,100.0,3019.0,5564.0
361,ok,data/las/1043624865.las,150.0,2200.0,4101.0
362,ok,data/las/1043624866.las,150.0,2900.0,5401.0
363,ok,data/las/1043624867.las,1200.0,2900.0,3401.0
364,ok,data/las/1046102808.las,2469.5,2767.5,461.0
365,ok,data/las/1046102811.las,6.0,2767.5,5390.0
366,ok,data/las/1055814051.las,-8.25,2133.75,42540.0
367,ok,data/las/1043624850.las,1000.0,1480.0,921.0
368,ok,data/las/1031510612.las,0.0,1500.0,2921.0
369,ok,data/las/1031510613.las,300.0,1500.0,2242.0
370,ok,data/las/1043624851.las,0.0,1480.0,2961.0
371,ok,data/las/1055386104.las,-5.5,730.0,14563.0
372,ok,data/las/1055385728.las,-6.25,744.25,14878.0
373,ok,data/las/1055385811.las,5.0,728.75,14343.0
374,ok,data/las/1055385503.las,-6.25,722.6,14438.0
375,ok,data/las/1055385504.las,-6.25,717.6,14338.0
376,ok,data/las/1056364817.las,-5.5,839.5,16773.0
377,ok,data/las/1056364758.las,-6.5,694.5,13888.0
378,ok,data/las/1056364757.las,-6.25,694.0,13878.0
379,ok,data/las/1056364756.las,-6.25,695.0,13893.0
380,ok,data/las/1055385698.las,5.5,698.75,13733.0
381,ok,data/las/1055385696.las,6.0,703.5,13818.0
382,ok,data/las/1055385699.las,5.75,684.0,13433.0
383,ok,data/las/1055385697.las,-6.25,706.5,14123.0
384,ok,data/las/1055385730.las,30.1,751.2,7125.0
385,ok,data/las/1044189434.las,12.95,713.7,13870.0
386,ok,data/las/1044189437.las,12.9,709.55,13790.0
387,ok,data/las/1044189441.las,12.9,709.55,13790.0
388,ok,data/las/1044189429.las,12.75,710.25,13805.0
389,ok,data/las/1044189430.las,13.95,681.7,13210.0
390,ok,data/las/1044189440.las,13.25,701.4,13625.0
391,ok,data/las/1044189436.las,13.25,685.4,13305.0
392,ok,data/las/1044189439.las,13.25,685.4,13305.0
393,ok,data/las/1044189428.las,12.95,683.6,13270.0
394,ok,data/las/1044189435.las,13.2,698.6,13565.0
395,ok,data/las/1044189438.las,13.2,698.6,13565.0
396,ok,data/las/1055814159.las,-5.5,708.75,14153.0
397,ok,data/las/1055814154.las,-7.25,718.0,14378.0
398,ok,data/las/1055814161.las,-5.25,734.5,14668.0
399,ok,data/las/1055814153.las,-6.25,715.0,14293.0
400,ok,data/las/1031372228.las,100.0,1100.0,1826.0
401,ok,data/las/1031372229.las,0.0,1100.0,2070.0
402,ok,data/las/1055814028.las,-6.25,709.25,14168.0
403,ok,data/las/1055814029.las,-6.5,695.75,13898.0
404,ok,data/las/1055386413.las,-5.5,419.5,8368.0
405,ok,data/las/1055386408.las,-5.0,416.5,8298.0
406,ok,data/las/1055386409.las,-5.25,414.75,8268.0
407,ok,data/las/1055386189.las,-6.5,471.25,9408.0
408,ok,data/las/1055386190.las,-6.25,459.5,9168.0
409,ok,data/las/1055385370.las,30.0,363.6,3259.0
410,ok,data/las/1044243208.las,0.0,3701.0,7133.0
411,ok,data/las/1044220893.las,170.0,3611.0,6733.0
412,ok,data/las/1046102004.las,3155.0,3446.0,444.0
413,ok,data/las/1046102007.las,144.0,3446.0,6465.0
414,ok,data/las/1044761693.las,2457.0,2741.0,434.0
415,ok,data/las/1044761686.las,152.0,2741.5,5042.0
416,ok,data/las/1045112933.las,138.0,2612.0,4810.0
417,ok,data/las/1045086369.las,2448.0,2752.5,475.0
418,ok,data/las/1045086370.las,155.0,2752.5,5061.0
419,ok,data/las/1045086365.las,2432.0,2768.0,534.0
420,ok,data/las/1045086366.las,149.0,2768.0,5100.0
421,ok,data/las/1045076522.las,157.0,2751.0,5054.0
422,ok,data/las/1045076523.las,2439.0,2751.0,490.0
423,ok,data/las/1045086362.las,138.0,2612.0,4810.0
424,ok,data/las/1045117414.las,138.0,2755.0,5098.0
425,ok,data/las/1045117416.las,2472.0,2755.0,429.0
426,ok,data/las/1045117440.las,148.6,2773.6,5113.0
427,ok,data/las/1044165298.las,195.0,2759.5,5071.0
428,ok,data/las/1045117452.las,143.0,2775.5,5114.0
429,ok,data/las/1045117446.las,2489.0,2775.5,436.0
430,ok,data/las/1045117411.las,200.0,2719.0,4933.0
431,ok,data/las/1045649971.las,124.0,2620.5,4857.0
432,ok,data/las/1045117404.las,149.0,2770.0,5105.0
433,ok,data/las/1045117409.las,2432.0,2770.0,539.0
434,ok,data/las/1052086380.las,136.5,3212.5,12124.0
435,ok,data/las/1052086689.las,136.5,3212.5,12124.0
436,ok,data/las/1046452081.las,0.0,3073.5,12125.0
437,ok,data/las/1053271848.las,220.0,3189.0,11694.0
438,ok,data/las/1053271865.las,220.0,3189.0,11694.0
439,ok,data/las/1051705042.las,159.75,3134.0,11716.0
440,ok,data/las/1051712249.las,0.0,3148.0,6208.0
441,ok,data/las/1052103745.las,195.0,3205.0,5944.0
442,ok,data/las/1051694955.las,195.0,2855.0,5321.0
443,ok,data/las/1043624860.las,50.0,1600.0,3101.0
444,ok,data/las/1043624858.las,50.0,1600.0,3101.0
445,ok,data/las/1043624859.las,50.0,1600.0,3101.0
446,ok,data/las/1055385867.las,-6.25,704.25,14078.0
447,ok,data/las/1055385868.las,-5.75,734.5,14673.0
448,ok,data/las/1055385813.las,209.75,727.75,10228.0
449,ok,data/las/1055385812.las,239.75,730.0,9673.0
450,ok,data/las/1055385814.las,212.5,712.0,9858.0
451,ok,data/las/1055385866.las,-6.5,730.5,14608.0
452,ok,data/las/1055385869.las,-6.25,734.0,14673.0
453,ok,data/las/1044208253.las,192.75,800.75,12028.0
454,ok,data/las/1044208259.las,192.75,873.75,13488.0
455,ok,data/las/1044208258.las,192.25,809.5,12218.0
456,ok,data/las/1044208248.las,143.5,772.25,12443.0
457,ok,data/las/1044208241.las,143.25,746.25,11928.0
458,ok,data/las/1044208256.las,13.5,678.5,13173.0
459,ok,data/las/1044208254.las,13.5,682.25,13243.0
460,ok,data/las/1044208250.las,142.75,729.25,11598.0
461,ok,data/las/1044208251.las,193.25,772.0,11443.0
462,ok,data/las/1044208249.las,142.75,735.5,11723.0
